序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,002247,聚力文化,0.5797101855278015,3.47,3.8,792338576,2233086131.84,2952519066.56,34.22079849243164,-0.28735631704330444,092500,1,9/6,12.463768005371094,装修装饰,2024-11-07
2,002403,爱仕达,2.955195426940918,10.8,11.54,733970208,3209343703.2000003,3678896620.8,22.89303970336914,-0.09250693768262863,092500,1,4/3,12.964728355407715,家电行业,2024-11-07
3,002805,丰元股份,5.3704962730407715,15.5,16.18,1077862832,4321637429.0,4340968936.0,24.455026626586914,0.06455777585506439,092500,2,2/1,7.205982685089111,电池,2024-11-07
4,300484,蓝海华腾,8.290155410766602,22.99,25.48,2023238048,3778584741.47,4774606881.0,51.33116149902344,0.0,092500,1,2/1,13.565709114074707,专用设备,2024-11-07
5,600629,华建集团,8.412322044372559,9.15,9.28,2253556688,8643629429.1,8880587692.800001,26.48526954650879,-0.21810249984264374,092503,9,7/5,9.952607154846191,工程咨询,2024-11-07
6,600860,京城股份,3.7383177280426025,11.1,11.77,570917184,4831068939.599999,6079092422.4,11.429403305053711,0.0,093004,2,0/0,6.822429656982422,通用设备,2024-11-07
7,300707,威唐工业,11.524164199829102,18.0,19.37,1266714160,2577220452.0,3185566092.0,47.48681640625,0.0,093051,1,2/1,13.568774223327637,汽车零部,2024-11-07
8,600130,波导股份,1.2658227682113647,7.2,7.82,1786086976,5400000000.0,5400000000.0,31.845888137817383,-0.13869625329971313,093103,1,8/5,9.98593521118164,消费电子,2024-11-07
9,601698,中国卫通,7.594936370849609,20.4,20.86,4252774128,86177462404.79999,86177462323.2,4.9680280685424805,0.0,093136,3,0/0,9.54641342163086,通信服务,2024-11-07
10,601727,上海电气,3.7105751037597656,11.18,11.86,24892338944,141486556888.56,174182264888.32,17.203041076660156,0.0,093152,2,14/10,15.213357925415039,电源设备,2024-11-07
11,600651,飞乐音响,4.5267486572265625,5.08,5.35,908648480,12735702316.2,12735702321.28,7.039884090423584,0.19723865389823914,093214,1,6/3,7.613168716430664,光学光电,2024-11-07
12,301307,美利信,8.465804100036621,29.34,32.46,1142560480,3197814717.6,6179004000.0,34.05027770996094,0.0,093439,1,0/0,14.085027694702148,通信设备,2024-11-07
13,301198,喜悦智行,15.168028831481934,12.68,13.21,461491872,987028952.0,2142920000.0,47.34925842285156,0.0,093809,1,0/0,21.162580490112305,塑料制品,2024-11-07
14,688721,龙图光罩,14.61921215057373,59.9,62.71,502004112,1503207032.3999999,7996650000.0,33.947021484375,0.0,093854,1,0/0,18.5610408782959,半导体,2024-11-07
15,837403,康农种业,14.22572135925293,21.76,24.76,375084832,649039872.0,1544355072.0,54.37968444824219,0.2303086221218109,094030,1,2/1,23.464567184448242,农牧饲渔,2024-11-07
16,000523,红棉股份,5.438066482543945,3.49,3.64,345498160,6263915008.46,6405784939.360001,5.479954242706299,0.0,094333,1,0/0,9.66767406463623,食品饮料,2024-11-07
17,002689,远大智能,6.788511753082275,4.09,4.21,742727760,4265508133.16,4267140844.7999997,17.366361618041992,-0.24390244483947754,094518,3,4/2,8.616188049316406,专用设备,2024-11-07
18,003001,中岩大地,10.0,44.77,44.77,475181328,3275879101.0,5673786536.22,14.943853378295898,1.0609480142593384,094930,4,2/1,11.228501319885254,工程咨询,2024-11-07
19,002269,美邦服饰,-1.442307710647583,2.05,2.29,1143640288,5150625000.0,5150625000.0,21.366039276123047,0.0,095333,1,0/0,13.942307472229004,纺织服装,2024-11-07
20,832786,骑士乳业,25.05112648010254,12.23,12.71,602564400,1339319163.1000001,2556718190.0,46.829776763916016,0.24590164422988892,095721,2,0/0,35.88957214355469,食品饮料,2024-11-07
21,603602,纵横通信,3.717088222503662,20.09,21.31,998568928,4192194744.71,4192194744.71,24.209016799926758,0.0,095733,1,2/1,15.48786735534668,通信服务,2024-11-07
22,832566,梓橦宫,19.107744216918945,14.15,15.44,342696192,1582391118.15,2073627032.0,22.08860969543457,0.0,100706,1,0/0,34.00673294067383,化学制药,2024-11-07
23,001219,青岛食品,3.7414963245391846,15.25,16.17,412218304,2894666260.25,2973502187.5,14.054537773132324,0.0,101357,1,0/0,12.721088409423828,食品饮料,2024-11-07
24,002639,雪人股份,8.972503662109375,7.53,7.6,865856544,4898880999.18,5817694385.28,18.052865982055664,0.0,101621,2,0/0,8.538350105285645,通用设备,2024-11-07
25,603336,宏辉果蔬,6.946983337402344,5.85,6.02,610359216,3336756818.85,3336756789.6,18.32040786743164,0.0,102250,4,2/1,9.50639820098877,农牧饲渔,2024-11-07
26,600792,云煤能源,6.92307710647583,4.17,4.29,434149088,4419650031.21,4628381412.0,9.858453750610352,0.0,102403,2,0/0,11.538461685180664,煤炭行业,2024-11-07
27,600397,安源煤业,6.439393997192383,2.81,2.9,204123581,2781787268.42,2781787285.28,7.344892978668213,-0.3546099066734314,102700,1,0/0,10.984848022460938,煤炭行业,2024-11-07
28,600622,光大嘉宝,9.854015350341797,6.02,6.03,1928651008,9028106120.039999,9028106156.16,22.36605453491211,0.0,103013,1,0/0,14.781022071838379,房地产开,2024-11-07
29,300350,华鹏飞,15.358930587768555,6.91,7.19,930093536,3258517031.4700003,3883504799.52,29.03245735168457,0.0,104627,1,0/0,20.534223556518555,物流行业,2024-11-07
30,688778,厦钨新能,18.13759422302246,51.0,51.8,1355505600,21459321051.0,21459321408.0,6.440343379974365,0.0,105649,9,0/0,13.643733978271484,电池,2024-11-07
31,000692,惠天热电,7.180850982666016,4.03,4.14,261131520,2147316893.2800002,2147316893.2800002,12.26649284362793,-0.4938271939754486,105906,1,0/0,11.702127456665039,公用事业,2024-11-07
32,000516,国际医学,8.029196739196777,5.92,6.03,646333408,13155270346.4,13381465702.4,4.982053756713867,0.0,111509,1,0/0,11.313868522644043,医疗服务,2024-11-07
33,000862,银星能源,5.405405521392822,5.85,6.11,341563840,3673607464.7999997,5370035018.4,9.243675231933594,0.0,112703,3,0/0,11.531532287597656,电力行业,2024-11-07
34,600082,海泰发展,7.931034088134766,3.13,3.19,180738750,1985469839.56,2022342529.12,9.185112953186035,0.3205128312110901,130009,1,0/0,11.379310607910156,房地产开,2024-11-07
35,603711,香飘飘,8.156028747558594,15.25,15.51,318469184,6263873450.0,6263873572.0,5.152799606323242,-0.1963350623846054,130037,1,0/0,9.71631145477295,食品饮料,2024-11-07
36,603027,千禾味业,9.06274127960205,14.08,14.2,797527232,13534295667.2,14470453719.04,6.0387372970581055,0.07107320427894592,130309,1,0/0,10.999224662780762,食品饮料,2024-11-07
37,300237,美晨科技,19.105690002441406,2.93,2.95,870163296,4215960679.9,4224810739.0400004,21.851268768310547,0.0,130318,1,0/0,21.544715881347656,汽车零部,2024-11-07
38,002175,东方智造,5.985915660858154,3.01,3.12,609507632,3843087413.2699995,3843109967.2,16.08335304260254,-0.33112582564353943,131151,1,0/0,13.028168678283691,仪器仪表,2024-11-07
39,002476,宝莫股份,7.676767349243164,5.33,5.45,630977008,3261698563.5,3261960000.0,19.860929489135742,0.0,131848,4,2/1,13.939393997192383,化学制品,2024-11-07
40,600149,廊坊发展,7.438016891479492,5.2,5.32,237531636,1976832000.0,1976832000.0,12.180599212646484,0.19267822802066803,132144,8,0/0,12.603304862976074,电力行业,2024-11-07
41,300370,安控科技,18.97106170654297,3.7,3.73,958455504,4901934728.8,5791892028.8,20.933670043945312,0.0,132606,1,0/0,22.508039474487305,仪器仪表,2024-11-07
42,003010,若羽臣,7.311178207397461,17.76,18.21,347451760,2254430654.88,3019969238.88,15.769922256469727,0.0,133939,1,0/0,11.722054481506348,互联网服,2024-11-07
43,600444,国机通用,6.875,17.1,17.6,216838974,2503815037.2000003,2503815037.2000003,8.726630210876465,0.05851375311613083,135036,2,0/0,11.1875,专用设备,2024-11-07
44,002553,南方精工,5.175158977508545,13.21,13.82,819713584,3313068000.0,4597080000.0,25.545089721679688,0.0,135503,1,0/0,15.127388954162598,汽车零部,2024-11-07
45,603697,有友食品,8.643325805664062,9.93,10.05,223915740,4246982533.14,4246982513.2799997,5.4318437576293945,0.10080644488334656,135505,2,0/0,11.925601959228516,食品饮料,2024-11-07
46,603859,能科科技,3.5844671726226807,31.21,33.14,1848953488,7637015248.21,7637015248.21,24.894168853759766,0.0,144600,4,5/4,17.39130401611328,软件开发,2024-11-07
