序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,600983,惠而浦,8.64745044708252,9.8,9.92,275701200,7511102200.000001,7511102278.400001,3.6580593585968018,-0.3051881790161133,093019,21,0/0,9.756096839904785,家电行业,2024-05-24
2,603616,韩建河山,2.5862069129943848,3.57,3.83,113904509,1361483760.0,1397005260.0,8.090300559997559,-0.2793295979499817,093226,1,0/0,10.632184028625488,水泥建材,2024-05-24
3,603577,汇金通,4.225351810455322,8.14,8.59,190569483,2346503432.9,2760592306.5600004,7.917638778686523,-0.2450980544090271,094609,1,0/0,10.627401351928711,电网设备,2024-05-24
4,002836,新宏泽,-1.9886363744735718,6.9,7.74,80033711,1589760000.0,1589760000.0,4.714432239532471,-0.28901731967926025,095121,1,0/0,13.068181037902832,造纸印刷,2024-05-24
5,600979,广安爱众,5.882352828979492,4.5,4.68,1066231968,5545169055.0,5677456464.0,18.9538516998291,0.0,095310,1,0/0,11.058823585510254,电力行业,2024-05-24
6,002218,拓日新能,5.025125503540039,4.18,4.38,995999520,5820224680.82,5906425873.919999,16.93901252746582,0.0,095957,6,3/2,13.316583633422852,光伏设备,2024-05-24
7,002843,泰嘉股份,8.571429252624512,19.0,19.25,553912976,4750389804.0,4804558804.0,12.055914878845215,0.0526592954993248,105448,2,0/0,14.85714340209961,通用设备,2024-05-24
8,688629,华丰科技,14.957930564880371,36.89,38.51,718693200,2171982490.3,17006025572.48,34.17460250854492,0.0,112331,1,0/0,22.468059539794922,电子元件,2024-05-24
9,002042,华孚时尚,5.773672103881836,4.58,4.76,385110864,7789120605.900001,7789120628.8,4.926764011383057,-0.43478259444236755,112445,1,0/0,11.316396713256836,纺织服装,2024-05-24
10,603186,华正新材,5.376766204833984,26.85,28.03,397625680,3813020911.2000003,3813020911.2000003,10.32746410369873,0.11185682564973831,130000,1,0/0,11.656200408935547,电子元件,2024-05-24
11,300731,科创新源,18.57958221435547,18.7,18.92,404213392,2246823494.2999997,2364274734.7999997,18.8386287689209,0.0,131003,1,0/0,21.686748504638672,橡胶制品,2024-05-24
12,601020,华钰矿业,7.447698593139648,12.84,13.15,1275779248,10109009245.44,10109009245.44,12.76616096496582,0.0,135550,1,0/0,9.539749145507812,有色金属,2024-05-24
13,600975,新五丰,6.5310492515563965,9.95,10.27,924222176,8602677773.449999,12549855718.4,10.856921195983887,0.1006036177277565,141740,1,0/0,9.743041038513184,农牧饲渔,2024-05-24
14,002982,湘佳股份,1.4882380962371826,21.14,22.91,345842880,1951915793.66,3015300792.42,17.649206161499023,-0.3770028352737427,142345,1,2/1,13.442151069641113,农牧饲渔,2024-05-24
15,002793,罗欣药业,9.43396282196045,5.22,5.25,148928272,5668602070.679999,5677211865.599999,2.702373504638672,-0.38167938590049744,143006,2,0/0,11.111111640930176,化学制药,2024-05-24
