序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,首次封板时间,炸板次数,涨停统计,振幅,所属行业,date
1,000863,三湘印象,1.6528924703598022,3.69,3.99,500528480,4293740892.42,4356781405.92,11.314834594726562,-0.27027028799057007,093009,1,2/1,9.641873359680176,房地产开,2024-05-28
2,600638,新黄浦,1.3363028764724731,4.55,4.94,218810363,3063955376.2999997,3063955367.2,6.766108989715576,-0.21929824352264404,093014,1,0/0,8.685968399047852,房地产开,2024-05-28
3,002851,麦格米特,2.088167190551758,30.8,33.19,1902040432,12724489562.4,15438510841.6,14.445272445678711,0.5878511071205139,093054,2,0/0,10.407690048217773,电源设备,2024-05-28
4,000638,万方发展,-1.660516619682312,5.33,5.96,621641072,1653076053.33,1659690279.52,35.796173095703125,0.0,093151,1,4/3,19.003690719604492,农牧饲渔,2024-05-28
5,605162,新中港,4.545454502105713,9.43,9.92,539344336,956850699.13,3776619191.2,54.95318603515625,0.10615711659193039,093227,2,3/2,7.871397018432617,公用事业,2024-05-28
6,003026,中晶科技,8.188020706176758,28.54,29.02,216031674,1764766133.82,2872080546.64,12.295574188232422,-0.035026270896196365,095154,2,0/0,11.41015911102295,半导体,2024-05-28
7,300671,富满微,15.130985260009766,25.49,26.57,503292720,5531831286.339999,5549796816.7699995,9.132353782653809,0.0,095300,1,0/0,20.2348690032959,半导体,2024-05-28
8,603650,彤程新材,3.900470495223999,30.9,32.71,1357059504,18356802026.7,18534822148.8,7.284217834472656,0.6514657735824585,095539,1,2/1,8.069939613342285,橡胶制品,2024-05-28
9,600531,豫光金铅,7.965860366821289,7.59,7.73,1362089392,8274941592.059999,8274941637.599999,16.506757736206055,0.2642008066177368,102608,4,0/0,8.53485107421875,有色金属,2024-05-28
10,688102,斯瑞新材,11.764705657958984,12.16,13.06,297878720,3918943112.96,6809770240.0,7.668438911437988,0.0,104218,1,0/0,20.955883026123047,有色金属,2024-05-28
11,600301,华锡有色,6.273259162902832,19.99,20.69,656920576,5503960263.19,12645023765.279999,11.902738571166992,0.050050050020217896,104825,1,0/0,8.50611400604248,小金属,2024-05-28
12,000520,凤凰航运,5.015673637390137,3.35,3.51,682570816,3390479574.25,3390479577.6,20.158292770385742,-0.2976190447807312,131306,2,2/1,11.598745346069336,航运港口,2024-05-28
13,000881,中广核技,6.25,7.31,7.57,341235296,5672521059.63,6911062656.48,5.978980541229248,0.0,132636,2,0/0,11.773255348205566,化学制品,2024-05-28
14,300481,濮阳惠成,16.587997436523438,17.29,17.8,775329008,5082434540.82,5124042822.08,15.768234252929688,0.0,135039,2,0/0,21.510452270507812,电子化学,2024-05-28
15,300956,英力股份,19.956260681152344,21.94,21.95,777427216,1500587177.6000001,3475321274.88,62.1187744140625,0.0,145327,2,6/3,29.63368034362793,消费电子,2024-05-28
