时间,标题,简讯,date
2024-03-27 07:04:02,收评：沪指跌1.26%失守3000点 全市场逾百股跌超9%,【收评：沪指跌1.26%失守3000点 全市场逾百股跌超9%】财联社3月27日电，市场全天震荡下跌，创业板指领跌，沪指收盘失守3000点。盘面上，NMN概念股逆势大涨，雅本化学、金达威、兄弟科技涨停。食品股早盘拉升，盐津铺子、良品铺子、麦趣尔涨停。房地产板块一度反弹，京投发展、空港股份涨停。下跌方面，算力概念股集体大跌，中贝通信、高新发展跌停；小米汽车概念股震荡走低，津荣天宇、中捷精工等多股跌超10%。总体上个股跌多涨少，全市场超4700只个股下跌，逾百股跌超9%。沪深两市今日成交额8888亿，较上个交易日缩量672亿。板块方面，NMN、银行、食品等板块涨幅居前，小米汽车、算力租赁、光刻机、数,2024-03-27
2024-03-27 06:51:32,沪指尾盘跌逾1% 跌破3000点,【沪指跌逾1%】财联社3月27日电，指数走弱，沪指下挫跌逾1.00%，深成指跌2.09%，创业板指跌2.40%，高速连接器、小米汽车、空间计算等板块指数跌幅居前，长寿药NMN、芬太尼替代、血制品等板块指数涨幅居前。,2024-03-27
2024-03-27 06:37:58,创业板指跌逾2% 下跌个股近4400只,【创业板指跌逾2%】财联社3月27日电，指数走弱，创业板指下挫跌逾2.02%，沪指跌0.67%，深成指跌1.66%，高速连接器、小米汽车、空间计算等板块指数跌幅居前，长寿药NMN、芬太尼替代、血制品等板块指数涨幅居前。,2024-03-27
2024-03-27 04:28:06,潘功胜：中国正在制定金融稳定法,【中国人民银行行长潘功胜：中国正在制定金融稳定法】财联社3月27日电，在博鳌亚洲论坛2024年年会分论坛“深化亚洲金融合作”上，中国人民银行行长潘功胜在致辞时表示，中国正在制定金融稳定法，着力构建权责对等、激励约束相容的风险处置责任机制和科学合理的风险处置成本分摊机制。亚洲金融安全网的建设要各方团结协作和积极建设，中国人民银行愿与各方充分交流，共同构建更有效的金融安全网。潘功胜说，完善中国国内的金融安全网建设，为亚洲经济体提高经济的韧性和繁荣提供了重要的保障。中国历来高度重视主动防范化解金融风险，国内金融安全网的建设始终秉承事前防范金融风险的过度积累，事中事后快速高效地处理风险。,2024-03-27
2024-03-27 04:24:23,3月27日午间涨停分析,【3月27日午间涨停分析】财联社3月27日电，今日午盘两市共31股涨停，连板股总数10只，20股封板未遂，封板率为61%（不含ST股、退市股及未开板新股）。个股方面，化工股宁科生物6板，汽车产业链的华生科技5板、威帝股份7天4板，生物保鲜剂概念股圣达生物4板，地产链的爱丽家居4板、亚振家居4板。,2024-03-27
2024-03-27 03:33:11,午评：创业板指低开低走跌1.46% 北向资金半日净卖出超90亿,【午评：创业板指低开低走跌1.46% 北向资金半日净卖出超90亿】财联社3月27日电，市场早盘低开低走，创业板指领跌。盘面上，医药股逆势活跃，NMN方向领涨，雅本化学、金达威、康惠制药、兄弟科技涨停。食品板块震荡反弹，盐津铺子、良品铺子、麦趣尔涨停。低空经济概念股局部异动，中信海直、科瑞技术涨停，金盾股份涨超10%。下跌方面，算力概念股集体大跌，中贝通信、高新发展跌停；小米汽车概念股震荡走低，津荣天宇、中捷精工等多股跌超10%。总体上个股跌多涨少，全市场超4100只个股下跌。沪深两市半日成交额5460亿，较上个交易日缩量272亿。板块方面，NMN概念、食品、中药、贵金属等板块涨幅居前，小米汽车,2024-03-27
2024-03-27 03:02:19,中国民用航空局明确支持深圳市建设国家低空经济产业综合示范区,【中国民用航空局明确支持深圳市建设国家低空经济产业综合示范区】据“深圳发布”消息，为进一步全面发力建设“天空之城”，推动低空空域资源由自然资源转化为经济资源，带动低空经济大规模投资建设和创新应用，更好统筹低空经济发展和安全保障，2023年12月，深圳市正式向国家有关部委申请创建国家低空经济产业综合示范区。据深圳市交通运输局消息，近日，中国民用航空局明确支持深圳市建设国家低空经济产业综合示范区、支持深圳完善产业发展服务体系，同意开展低空物流、城市空中交通等研究试点，丰富拓展低空应用场景，构建低空规章标准体系，加强数字化网络平台建设和低空服务基础设施建设。中国民用航空局的支持意见为深圳低空经济产业,2024-03-27
2024-03-27 02:59:42,习近平将会见美国工商界和战略学术界代表,【习近平将会见美国工商界和战略学术界代表】3月27日上午，国家主席习近平将在人民大会堂会见美国工商界和战略学术界代表。,2024-03-27
2024-03-27 02:35:44,国务院任免国家工作人员：陶玲任央行副行长,【国务院任免国家工作人员 任命陶玲为中国人民银行副行长】财联社3月27日电，国务院任免国家工作人员。任命周天为应急管理部副部长、国家消防救援局局长；任命陶玲（女）为中国人民银行副行长；任命宋宏坤为国家能源局副局长；任命张敏（女）为中国地震局副局长；任命张立群为西安交通大学校长（副部长级）。免去孙尧的教育部副部长职务；免去张雨东的科学技术部副部长职务；免去陈元丰的国务院台湾事务办公室副主任职务；免去琼色的国家消防救援局局长职务；免去马骏的北京师范大学校长职务；免去王树国的西安交通大学校长职务。,2024-03-27
2024-03-27 02:01:10,江西检察机关依法对朱从玖涉嫌受贿案提起公诉,【江西检察机关依法对朱从玖涉嫌受贿案提起公诉】据最高人民检察院消息，浙江省政协原党组成员、副主席朱从玖涉嫌受贿一案，由国家监察委员会调查终结，经最高人民检察院指定，由江西省赣州市人民检察院审查起诉。近日，江西省赣州市人民检察院已向江西省赣州市中级人民法院提起公诉。检察机关在审查起诉阶段依法告知了被告人朱从玖享有的诉讼权利，并讯问了被告人朱从玖，听取了辩护人的意见。检察机关起诉指控：被告人朱从玖利用担任上海证券交易所党委副书记、总经理，中国证券监督管理委员会党委委员、主席助理兼发行监管部主任，浙江省政府党组成员、副省长，浙江省政协党组成员等职务上的便利，为他人谋取利益，非法收受他人财物，数额特别,2024-03-27
2024-03-27 01:37:08,创业板指跌逾1% 下跌个股近3700只,【创业板指跌逾1%】财联社3月27日电，指数走弱，创业板指下挫跌逾1.00%，沪指跌0.26%，深成指跌0.61%，高速连接器、小米汽车、算力租赁等板块指数跌幅居前，休闲食品、血制品、有色·锆等板块指数涨幅居前。,2024-03-27
2024-03-27 01:30:56,国家统计局：1—2月全国规模以上工业企业利润同比增长10.2%,国家统计局：1—2月份，全国规模以上工业企业实现利润总额9140.6亿元，同比增长10.2%。,2024-03-27
2024-03-27 01:27:48,竞价看龙头：宁科生物一字涨停晋级6连板,【竞价看龙头：宁科生物一字涨停晋级6连板】财联社3月27日电，市场焦点股宁科生物（5板）竞价涨停，猪肉产业的傲农生物（8天5板）高开1.06%，设备更新概念股青海华鼎（4板）高开8.98%、建设机械（2板）低开2.35%，汽车+纺织的华生科技（4板）高开9.17%，房地产产业链的爱丽家居（3板）高开9.97%、亚振家居（3板）高开3.37%、京投发展（3板）高开0.36%，小米汽车概念股津荣天宇（创业板2板）低开8.76%、创新新材（2板）低开1.20%，核污染防治板块华盛昌（5天3板）低开2.23%。,2024-03-27
2024-03-27 01:26:26,三大指数集体低开,【三大指数集体低开】财联社3月27日电，沪指低开0.15%，深成指低开0.13%，创业板指低开0.07%，有色·锆、固态电池、陶瓷产业等板块指数涨幅居前，高速连接器、AI语料、人力资源服务等板块指数跌幅居前。,2024-03-27
2024-03-27 01:20:37,央行公开市场净投放2470亿元,财联社3月27日电，央行今日进行2500亿元7天期逆回购操作，中标利率为1.80%，与此前持平。,2024-03-27
2024-03-27 00:23:23,财联社3月27日早间新闻精选,"【财联社3月27日早间新闻精选】
1、近日，证监会召开2024年系统全面从严治党暨纪检监察工作会议。会议强调，聚焦铲除资本市场腐败的土壤和条件，纵深推进反腐败斗争，深入推进证券发行审核领域腐败问题专项治理，推动全方位从严惩戒资本市场行贿行为。
2、工信部总工程师赵志国26日在国新办发布会上表示，下一步，将适度超前建设5G、算力等基础设施，推动工业互联网规模化应用；加快推动以大模型为代表的人工智能赋能制造业发展；加快发展新质生产力，推进智能网联汽车、新材料等新兴产业技术创新和规模化发展，前瞻布局人工智能、量子科技等未来产业。
3、商务部副部长郭婷婷26日在国新办新闻发布会上表示，目前，我们正在抓",2024-03-27
2024-03-26 23:42:53,投资日历：周三资本市场大事提醒,"【投资日历：周三资本市场大事提醒】
①今日共有1只新股申购，为北交所的无锡鼎邦(872931)。
②国新办3月27日就第四届中国国际消费品博览会有关情况举行发布会。
③国新办就“持续推动‘八八战略’走深走实 在奋进中国式现代化新征程上勇当先行者谱写新篇章”举行发布会。
④国务院台湾事务办公室3月27日举行例行新闻发布会，发言人就近期两岸热点问题回答记者提问。
⑤2024全球物流技术大会将于3月27日至29日在海口举办。
⑥百度智能云大模型应用产品发布会将于3月27日举行。
⑦海峡两岸产业合作区建设推进会3月27日至29日在济南举办。
⑧生成式AI电影制作平台LTX Studio3月27日将开启",2024-03-27
2024-03-26 22:31:13,周三你需要知道的隔夜全球要闻,"【周三你需要知道的隔夜全球要闻】
1、美股三大指数均小幅收跌，纳指跌0.42%，标普500指数跌0.28%，道指跌0.08%。特朗普媒体科技集团（DJT）上市首日涨超16%。欧洲主要股指集体收涨，德国DAX30指数涨0.68%。
2、以军发言人称卡桑旅副指挥官马尔万·伊萨在以军空袭中死亡。
3、以色列官员称参加加沙停火协议谈判的以方代表团已被从卡塔尔召回。
4、伊朗最高领袖会见哈马斯政治局领导人，讨论加沙局势等问题。
5、乌克兰国家安全与国防委员会秘书换人。
6、巴基斯坦军方承诺全面彻查达苏水电站项目恐袭事件并严惩凶手。
7、美国众议院共和党议员就数字资产公司Prometheum和以太坊致信美",2024-03-27
