时间,标题,简讯,date
2024-04-23 07:48:11,美国被曝正起草可能切断中国一些银行与全球金融体系联系的制裁措施 外交部回应,【美国被曝正起草可能切断中国一些银行与全球金融体系联系的制裁措施，外交部回应】在4月23日外交部记者会上，有记者提问称，据报道，美国被曝正起草可能切断中国一些银行与全球金融体系联系的制裁措施，希望此举能阻止中国对俄罗斯军工生产的支持。另外，中国外交部美大司官员指出，美方还应立即停止对中国企业和个人滥施单边制裁。乌克兰问题不是中美之间的问题，美方也不要把它变成中美之间的问题。请问中方对此有何回应？中国外交部发言人汪文斌说，我们坚决反对美方自己拱火浇油，却对中方甩锅推责的这种虚伪做法。中国同包括俄罗斯在内的各国开展正常经贸往来的权利不容侵犯，我们将坚定捍卫自身的合法权益。,2024-04-23
2024-04-23 07:40:55,银泰黄金：一季度净利润同比增长69.73%,【银泰黄金：一季度净利润同比增长69.73%】财联社4月23日电，银泰黄金披露2024年第一季度报告，一季度净利润5.03亿元，同比增长69.73%。小财注：2023年Q4净利3.06亿元，据此计算，2024年Q1净利环比增长64.43%。,2024-04-23
2024-04-23 07:38:57,中重科技：董事刘淑珍配偶短线交易公司股票,【中重科技：董事刘淑珍的配偶短线交易公司股票】财联社4月23日电，中重科技公告，公司于近日收到公司董事刘淑珍出具的《关于亲属短线交易的情况说明及致歉函》，刘淑珍的配偶杨传为于2023年10月17日至2024年3月1日期间通过集中竞价交易方式买卖公司股票，根据相关规定，上述交易构成短线交易。,2024-04-23
2024-04-23 07:36:16,鸿蒙智行享界S9将亮相2024年北京车展 今年7-8月份正式上市,【鸿蒙智行享界S9将亮相2024年北京车展 今年7-8月份正式上市】财联社4月23日电，鸿蒙智行与北汽新能源打造旗下首款行政级豪华旗舰轿车享界S9，S9将在2024年北京国际车展正式亮相，今年7-8月份正式上市。,2024-04-23
2024-04-23 07:35:14,香港恒生指数涨幅扩大至2%,"财联社4月23日电，香港恒生指数上涨2%至16,842.75点。",2024-04-23
2024-04-23 07:25:57,,财联社4月23日电，惠誉预计日本央行2025年底前将升息至0.25%。,2024-04-23
2024-04-23 07:16:46,4月23日涨停分析,【4月23日涨停分析】今日共49股涨停，连板股总数9只，22股封板未遂，封板率为69%（不含ST股、退市股及未开板新股）。焦点股方面，低空经济概念股中衡设计5连板、万安科技5天4板，食品饮料板块的乐惠国际5天4板2连板。今日沪深两市收涨个股3055只，收跌个股1932只。,2024-04-23
2024-04-23 07:03:10,收评：沪指缩量调整跌0.74% 有色、煤炭等周期股集体大跌,【收评：沪指缩量调整跌0.74% 有色、煤炭等周期股集体大跌】财联社4月23日电，市场全天震荡分化，沪指调整，创业板指小幅反弹。盘面上，军工信息化概念股连续大涨，兴图新科、广哈通信、航天长峰、奥维通信涨停。教育股大幅走高，开元教育20CM涨停。地下管网概念股盘中拉升，建研设计、招标股份、中设股份、韩建河山涨停。机器人概念股午后异动，丰立智能20CM涨停。下跌方面，煤炭、有色等周期股集体调整，兰花科创、北方铜业等跌停。总体上个股涨多跌少，全市场超3200只个股上涨。沪深两市今日成交额7754亿，较上个交易日缩量467亿，成交额跌破8000亿。板块方面，教育、人形机器人、Sora概念、地下管网等板,2024-04-23
2024-04-23 07:01:17,国内商品期货多数收跌 沪锡跌超9%,【国内商品期货多数收跌 沪锡跌超9%】财联社4月23日电，国内商品期货多数收跌，沪锡跌超9%，沪银跌超4%，沪金、焦煤跌超3%，沪铜、甲醇、沪铅、生猪、国际铜、BR橡胶跌超2%，菜油涨超4%，豆油涨超2%，豆二涨超1%。,2024-04-23
2024-04-23 06:15:57,月之暗面回应创始人杨植麟套现数千万美元：消息不实,【月之暗面回应创始人杨植麟套现数千万美元：消息不实】《科创板日报》23日讯，针对上一轮融资完成后，月之暗面（Moonshot AI）创始人杨植麟通过售出个人持股已套现数千万美金的消息，月之暗面回应称：上述消息不实，月之暗面此前已公布员工激励计划，可见官方信息。（记者 黄心怡）,2024-04-23
2024-04-23 05:54:19,,沪锡期货主力合约大跌超8%，现报256000元/吨。,2024-04-23
2024-04-23 05:32:45,习近平在重庆考察调研,"【习近平在重庆考察调研】4月22日至23日，习近平总书记在重庆市考察调研。他先后来到重庆国际物流枢纽园区、九龙坡区谢家湾街道民主村社区、重庆市数字化城市运行和治理中心，了解当地加快建设西部陆海新通道、实施城市更新和保障改善民生、提高城市治理现代化水平等情况。

",2024-04-23
2024-04-23 05:13:35,,财联社4月23日电，日本2年期国债收益率升至2009年10月以来的最高水平。,2024-04-23
2024-04-23 05:01:10,CIPS板块发酵 华峰超纤等涨停,【CIPS板块发酵 华峰超纤等涨停】财联社4月23日电，CIPS概念股盘中大幅走强，华峰超纤、南天信息双双涨停，四方精创、中油资本、中亦科技、艾融软件、高伟达等纷纷大幅冲高。,2024-04-23
2024-04-23 04:03:33,4月23日午间涨停分析,【4月23日午间涨停分析】财联社4月23日电，今日午盘两市共40股涨停，连板股总数9只，18股封板未遂，封板率为69%（不含ST股、退市股及未开板新股）。焦点股方面，连板股晋级率极低，2连板以上个股仅一只，为基建+低空经济的中衡设计。,2024-04-23
2024-04-23 04:00:28,独家|蔚来渠道人士：已下定小米SU7转单蔚来 可享5000元补贴,【独家|蔚来渠道人士：对已下定小米SU7消费者给予5000元补贴】财联社4月23日电，记者走访多家新能源汽车门店后发现，蔚来线下针对已下定小米SU7的消费者推出了相应补贴。蔚来汽车门店销售表示：“只要您下单，我们同样补贴5000元。我们的‘大定’也是5000元，而且即便是您锁单，工厂排产了，也随时可以退定金。”此外，小鹏、理想等门店销售称，多款车型已经调整售价，或推出限时补贴，不再针对小米SU7锁单车主推出单独优惠。（记者 唐植潇）,2024-04-23
2024-04-23 03:33:37,午评：沪指震荡调整跌0.41% 军工信息化概念股连续大涨,【午评：沪指震荡调整跌0.41% 军工信息化概念股连续大涨】财联社4月23日电，市场早盘震荡调整，三大指数均小幅下跌。盘面上，军工信息化概念股连续大涨，兴图新科、广哈通信、航天长峰、奥维通信涨停。地下管网概念股盘中拉升，建研设计、招标股份、中设股份、韩建河山涨停。教育股大幅走高，开元教育20CM涨停。AI应用方向展开反弹，慈文传媒涨停。跨境支付概念股临近收盘前异动，华峰超纤、南天信息涨停。下跌方面，煤炭、有色等周期股集体调整，兰花科创、北方铜业等跌停。总体上个股涨多跌少，全市场超3200只个股上涨。沪深两市半日成交额4836亿，较上个交易日缩量681亿。板块方面，军工信息化、教育、Sora概念,2024-04-23
2024-04-23 03:27:16,通化东宝甘精胰岛素以最低价中标胰岛素接续采购,【通化东宝甘精胰岛素以最低价中标胰岛素接续采购】《科创板日报》23日讯，《科创板日报》记者在23日的胰岛素专项接续采购现场获悉，甘精胰岛素本次接续采购有9家企业竞标，比上一次多了四家，竞争有所增加。本次接续采购中，通化东宝3ml:300 单位(笔芯) 规格报价63.33元，为最低价。较此前集采77.98元的中标价降价18.79%。此外，东阳光报价63.37元，为次低价。辽宁博鳌报价是63.88元。甘李药业、珠海联邦和赛诺菲报价分别是65.3元、65.31元和65.32元。（记者 徐红）,2024-04-23
2024-04-23 03:13:19,通化东宝胰岛素接续采购6个竞标产品全部中标 价格下调,【通化东宝胰岛素接续采购6个竞标产品全部中标 价格下调】《科创板日报》23日讯，《科创板日报》记者在23日的胰岛素专项接续采购现场获悉，此次接续采购通化东宝有人胰岛素注射液、精蛋白人胰岛素混合注射液、精蛋白人胰岛素混合注射液（30R）、门冬胰岛素注射液、甘精胰岛素注射液、门冬胰岛素30注射液6个竞标产品全部中标，6个产品3ml:300 单位(笔芯) 规格对应的报价分别是25.93元、25.93元、25.93元、23.98元、63.33元、23.98元。其中前5个产品较之上次集采均有所下调，而门冬30胰岛素为首次参与集采，以最低价中标，报价较之甘李药业和联邦制药都要低。（记者 徐红）,2024-04-23
2024-04-23 02:58:49,甘李药业胰岛素接续采购 6个竞标产品全线涨价,【甘李药业胰岛素接续采购 6个竞标产品全线涨价】《科创板日报》23日讯，《科创板日报》记者在23日的胰岛素专项接续采购现场获悉，此次接续采购甘李药业有6个产品参与竞标，所有6个竞标产品全部中标，且价格较上一次国采均有所上浮。6个参与竞标的产品是：甘精胰岛素注射液、赖脯胰岛素注射液、门冬胰岛素注射液、精蛋白锌重组赖脯胰岛素混合注射液(25R)、门冬胰岛素30注射液 、精蛋白人胰岛素混合注射液(30R)。6个产品3ml:300 单位(笔芯) 规格对应的报价分别是65.3元、35.55元、25.9元、35.55元、25.9元、25.9元。上次6个产品同一规格对应的报价分别是：48.71元、23.98,2024-04-23
2024-04-23 02:06:22,小米：截止到4月20号 小米SU7锁单量已经超过7万台,【小米：截止到4月20号 小米SU7锁单量已经超过7万台】财联社4月23日电，小米集团总裁、小米品牌总经理卢伟冰发文称，雷军今天在小米投资者大会上宣布，截止到4月20号，小米SU7锁单量已经超过7万台。2024年小米su7交付目标超过10万辆。,2024-04-23
2024-04-23 01:59:24,茶百道跌超30%,【茶百道跌超30%】财联社4月23日电，茶百道港股上市首日破发，现跌超30%。,2024-04-23
2024-04-23 01:38:26,会计法修正草案首次提请审议,【会计法修正草案首次提请审议】财联社4月23日电，会计法修正草案4月23日首次提请全国人大常委会会议审议。修正草案共17条，保持现行基本制度不变。此次修改会计法，重点解决会计工作中的突出问题，进一步加强财会监督，严肃财经纪律，遏制财务造假，切实提高会计信息质量，更好维护社会公共利益。,2024-04-23
2024-04-23 01:27:07,竞价看龙头,【竞价看龙头】财联社4月23日电，市场焦点股威奥股份（4板）低开3.82%，低空经济概念股中衡设计（4板）高开4.39%、顺威股份（4天2板）低开5.75%，业绩增长的辉煌科技（4天3板）高开8.52%、捷安高科（创业板2板）低开1.24%、先锋电子（4天2板）低开2.17%，食品饮料板块乐惠国际（4天3板）高开3.52%，油气股神开股份（2板）高开0.99%，军工股展鹏科技（4天2板）竞价涨停、观想科技（创业板首板）高开19.07%、广哈通信（创业板首板）高开7.39%。,2024-04-23
2024-04-23 01:26:22,三大指数开盘涨跌不一,【三大指数开盘涨跌不一】财联社4月23日电，沪指低开0.20%，深成指低开0.08%，创业板指高开0.18%，电子车牌、地下管廊、财跃/阶跃大模型等板块指数涨幅居前，贵金属、有色·锑、黄金概念等板块指数跌幅居前。,2024-04-23
2024-04-23 01:21:43,恒生指数开盘涨1.02% 茶百道上市首日破发跌超10%,财联社4月23日电，香港恒生指数开盘涨1.02%。恒生科技指数涨1.74%。,2024-04-23
2024-04-23 00:02:42,财联社4月23日早间新闻精选,"【财联社4月23日早间新闻精选】
1、国务院22日下午以“进一步深化资本市场改革，促进资本市场平稳健康发展”为主题，进行第七次专题学习。国务院总理李强指出，着力提升上市公司质量，严把发行上市准入关，促进上市公司增强回报投资者意识，提升投资价值。完善和加强资本市场监管，加大对违法违规行为的惩治力度。
2、外交部发言人汪文斌22日宣布，应中共中央政治局委员、外交部长王毅邀请，美国国务卿安东尼·布林肯将于4月24日至26日访华。
3、财政部预算司司长王建凡22日在国新办发布会上表示，财政部已经将2024年超长期特别国债支出纳入到2024年预算，将及时启动超长期特别国债发行工作。
4、财政部数据显示，",2024-04-23
2024-04-22 23:50:35,投资日历：周二资本市场大事提醒,"【投资日历：周二资本市场大事提醒】
①今日暂无新股申购。
②国新办将于4月23日就“以更大担当和作为谱写辽宁全面振兴新篇章”举行发布会。
③十四届全国人大常委会第九次会议于4月23日至26日在北京举行。
④问界新M5发布会将于4月23日14:30举办。
⑤2024年商汤技术交流日将于4月23日举办。
⑥2024年世界电动车大会将于4月23日至26日在韩国首尔举办。
⑦2024中国知识产权保护高层论坛将于4月23日召开。
⑧马来西亚外长穆罕默德将于4月23日至25日对中国进行正式访问。
⑨哈萨克斯坦议会下院议长科沙诺夫将于4月23日至26日率团访华。
⑩今日有昆仑万维、西部证券、华夏航空等股披露",2024-04-23
2024-04-22 22:34:48,周二你需要知道的隔夜全球要闻,"【周二你需要知道的隔夜全球要闻】
1、美股高开高走，三大指数集体收涨。纳指涨1.11%，标普500指数涨0.87%，道指涨0.67%。特斯拉跌超3%，连续第七个交易日下跌，追平该公司美国IPO以来最长连跌天数。欧洲主要股指集体收涨，英国富时100指数创历史收盘新高。
2、泽连斯基与拜登通电话，讨论美国援乌计划。
3、波兰外长表示，在波兰部署核武器问题仍需讨论。
4、俄外交部表示，波兰境内出现的美国核武器将成俄方合法打击目标。
5、据以色列《新消息报》22日报道，以军中央司令部司令耶胡达·福克斯请求于今年8月辞职并从军队退役。
6、黎巴嫩真主党向以色列北部发射火箭弹，以军回击。
7、哥伦比亚政府",2024-04-23
