序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603716,塞力医疗,-9.980988502502441,9.47,429508304,1906532077.15,1906532077.15,-374.8485412597656,21.697675704956055,233909,145611,346914278,1,3,医药商业,2024-03-22
2,002871,伟隆股份,-9.991079330444336,10.09,237974499,1205557972.57,2213432069.83,17.51816749572754,18.531835556030273,2545263,145318,15400607,1,1,通用设备,2024-03-22
3,600605,汇通能源,-9.991776466369629,21.89,155713615,4515522370.81,4515522370.81,79.98580169677734,3.3535823822021484,11420231,102359,52203272,1,1,房地产服,2024-03-22
4,603261,立航科技,-9.99795913696289,44.11,604945216,1159972844.36,3454687348.42,1383.5225830078125,50.88019561767578,14428381,145147,72799144,1,2,航天航空,2024-03-22
5,603879,永悦科技,-10.019083976745605,9.43,1645501600,3388618069.2,3401607856.48,-83.17826843261719,43.71211242675781,15548561,145259,142534901,1,4,塑料制品,2024-03-22
6,000571,新大洲A,-10.059171676635742,3.04,287952976,2474670428.0,2534384184.32,-31.010622024536133,11.541695594787598,33015080,130839,532528366,2,3,煤炭行业,2024-03-22
7,002875,安奈儿,-9.972899436950684,16.61,756682224,2873291746.16,3538010923.92,-35.95295715332031,26.06433868408203,34999910,142606,2268917716,2,3,纺织服装,2024-03-22
8,603356,华菱精工,-10.005379676818848,16.73,241236508,2230778200.0,2230778200.0,-40.99745559692383,10.504499435424805,123775282,094225,52495394,1,0,专用设备,2024-03-22
9,603963,大理药业,-10.01878547668457,14.37,124445396,3157089000.0,3157089000.0,-153.8645477294922,3.926975965499878,178065740,093143,2247228021,1,1,中药,2024-03-22
10,605056,咸亨国际,-10.020661354064941,17.42,128274688,2786718249.9,7166161558.400001,88.18719482421875,4.488338470458984,203885247,093027,83175274,1,0,仪器仪表,2024-03-22
