序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002702,海欣食品,-10.018552780151367,4.85,486377872,2240214878.75,2695436000.0,550.529541015625,20.871810913085938,15973091,143651,46551851,1,4,食品饮料,2024-04-09
2,002207,准油股份,-10.040705680847168,6.63,391329808,1729154388.0,1737427156.1399999,-73.21501922607422,21.81279754638672,21380782,133309,664464465,1,2,采掘行业,2024-04-09
3,002141,贤丰控股,-9.89011001586914,1.64,39949416,1860836691.1599998,1860836679.6799998,-52.48287582397461,2.1468522548675537,35642753,092500,116751272,2,0,电子元件,2024-04-09
4,000599,青岛双星,-10.0,5.13,315031696,4189902424.56,4189973628.96,-23.787076950073242,7.21904182434082,39748594,101006,129322098,1,9,橡胶制品,2024-04-09
5,603843,正平股份,-10.028653144836426,3.14,16297542,2196816964.1800003,2196816948.48,-13.938089370727539,0.7418707013130188,141592271,092502,2091937394,2,0,工程建设,2024-04-09
6,603172,万丰股份,-10.0,15.75,18556650,525735000.0,2100735000.0,47.64132308959961,3.529658555984497,158632456,092500,698926725,1,0,化学原料,2024-04-09
7,605180,华生科技,-10.0,18.18,21614202,883320750.0,3072420000.0,83.0268783569336,2.446925640106201,255788800,092502,257537880,3,0,纺织服装,2024-04-09
8,002796,世嘉科技,-10.013089179992676,13.75,170770179,3187742016.25,3470870535.0,-147.82069396972656,4.930591106414795,278093736,093027,67460717,1,0,专用设备,2024-04-09
9,002875,安奈儿,-10.007880210876465,11.42,19056554,1975496191.52,2432515638.24,-24.719009399414062,0.9646464586257935,279882307,092500,115685742,2,0,纺织服装,2024-04-09
10,603006,联明股份,-9.98288631439209,15.78,5166372,3015213775.08,4012132065.0,30.0814208984375,0.17134347558021545,347010531,092500,138412692,2,0,汽车零部,2024-04-09
11,000628,高新发展,-10.0,63.9,2232079488,12273531156.0,22510692000.0,61.51512145996094,17.731386184692383,366357806,103309,3123439029,1,8,工程建设,2024-04-09
