序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600881,亚泰集团,-10.1010103225708,0.89,151130240,2891533093.32,2891533089.76,-1.4011664390563965,5.161810874938965,1390669,145643,57046711,1,6,水泥建材,2024-06-21
2,002640,跨境通,-9.67741870880127,1.4,137918172,1992542502.9999998,2181257859.2,-31.324909210205078,6.7489800453186035,6767180,143342,21248360,1,0,贸易行业,2024-06-21
3,600567,山鹰国际,-10.13513469696045,1.33,193820665,5945861196.240001,5945861143.04,38.05278015136719,3.1825127601623535,14791822,130233,62748999,1,3,造纸印刷,2024-06-21
4,605258,协和电子,-9.994626998901367,33.5,449753728,2948000000.0,2948000000.0,55.43637466430664,15.002985954284668,17480300,143912,1180127950,1,3,电子元件,2024-06-21
5,002199,东晶电子,-9.978307723999023,8.3,697421984,2020571612.9,2020571612.9,-28.437908172607422,32.40597915649414,18066618,144648,799711082,1,7,电子元件,2024-06-21
6,300868,杰美特,-20.006690979003906,23.91,551387504,1811013145.47,3060480000.0,84.83319854736328,28.209089279174805,20103862,144748,41189757,1,3,电子元件,2024-06-21
7,002856,美芝股份,-9.979633331298828,8.84,136353120,1029743824.72,1196165222.72,87.1000747680664,12.7769775390625,24529232,143045,73360508,1,12,装修装饰,2024-06-21
8,001298,好上好,-10.008445739746094,21.31,618953584,2241730702.35,4365728556.0,231.65170288085938,27.42690086364746,25439196,140924,772106790,1,4,电子元件,2024-06-21
9,600811,东方集团,-9.909910202026367,1.0,221936553,3658744935.0,3658744928.0,5.303628921508789,6.039952754974365,47944976,100817,2435031483,1,12,农牧饲渔,2024-06-21
10,600345,长江通信,-9.986443519592285,19.92,576424208,3944160000.0000005,6565873589.76,-60.09429168701172,14.541934967041016,54353453,140703,3054490151,2,11,通信设备,2024-06-21
11,600297,广汇汽车,-10.204081535339355,0.88,124814625,7246183187.76,7246183239.68,25.53614616394043,1.713010311126709,233210052,093236,2246459712,1,0,汽车服务,2024-06-21
