序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002529,海源复材,-9.954058647155762,5.88,138305801,1528800000.0,1528800000.0,-16.42000389099121,8.908531188964844,2208528,145621,52875463,2,9,专用设备,2024-06-04
2,603315,福鞍股份,-9.974852561950684,10.74,72128216,3297462075.36,3441378161.28,61.725406646728516,2.100630760192871,4622496,131054,14746020,1,1,通用设备,2024-06-04
3,002453,华软科技,-9.959349632263184,4.43,83564896,2694747062.64,3598786341.6,-36.5823860168457,2.980543851852417,7722819,132539,14595078,1,0,化学制品,2024-06-04
4,002717,岭南股份,-10.344827651977539,1.04,97944007,1519139918.4,1746782119.68,-4.8434906005859375,6.376566410064697,9106336,130000,43093940,1,7,环保行业,2024-06-04
5,301049,超越科技,-20.008285522460938,19.31,128844415,495958696.53999996,1820031879.54,-38.489990234375,25.43610954284668,10608431,111009,172650708,1,13,环保行业,2024-06-04
6,002669,康达新材,-10.0,9.0,240760213,2735111907.0,2748626784.0,-27.71515464782715,8.65014362335205,11691000,140545,74341800,1,11,化学制品,2024-06-04
7,003029,吉大正元,-10.012063026428223,22.38,306610576,3824530307.58,4384587256.26,-67.1913070678711,7.936893463134766,14226988,144003,137393058,1,25,软件开发,2024-06-04
8,002374,中锐股份,-9.905660629272461,1.91,19171243,2077991725.53,2077991712.1599998,-11.492435455322266,0.922585129737854,35462595,092500,83223284,2,0,包装材料,2024-06-04
9,603863,松炀资源,-10.010043144226074,26.88,223794318,5500992000.0,5500992000.0,-61.1455078125,3.9758613109588623,45593856,102120,40258176,1,4,造纸印刷,2024-06-04
10,603890,春秋电子,-9.956331253051758,10.31,584703152,4526537185.940001,4526537206.56,78.26509094238281,12.796341896057129,46141807,112241,797629370,1,14,消费电子,2024-06-04
11,600203,福日电子,-9.946236610412598,6.7,291917504,3973020149.4,3973020136.0,-10.631595611572266,7.266217231750488,55155740,095350,123131260,1,4,消费电子,2024-06-04
12,300269,联建光电,-20.058996200561523,2.71,23111422,1424541318.1299999,1488098463.04,-163.5800018310547,1.6223764419555664,79005115,092500,109173163,1,0,互联网服,2024-06-04
13,002269,美邦服饰,-9.848484992980957,1.19,14748146,2989875000.0,2989875000.0,10.975235939025879,0.4932696521282196,118554302,092500,108317251,2,0,纺织服装,2024-06-04
14,300081,恒信东方,-20.03546142578125,4.51,29489537,2727214327.42,2727627362.24,-22.179018020629883,1.0813062191009521,146158997,092500,147271344,1,0,通信服务,2024-06-04
15,300637,扬帆新材,-19.973806381225586,12.22,361974000,2861973735.4,2868646588.6000004,-53.38156509399414,12.14594554901123,210617235,093712,1068590862,1,0,电子化学,2024-06-04
16,002607,中公教育,-9.905660629272461,1.91,93826649,9296656308.84,11779732899.84,35.569908142089844,1.009251594543457,423888082,092500,781412515,2,0,教育,2024-06-04
