序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600753,庚星股份,-9.935897827148438,5.62,143106966,1208524800.0,1294326323.5,-16.783889770507812,11.579840660095215,383171,145052,1206309963,1,0,贸易行业,2024-08-09
2,002529,海源复材,-10.05385971069336,5.01,126429171,1302600000.0,1302600000.0,-13.990513801574707,9.428422927856445,1641105,145042,16333100,1,1,专用设备,2024-08-09
3,002072,凯瑞德,-9.913793563842773,4.18,280384144,1075128604.0,1536902400.0,278.2626647949219,23.342721939086914,3106576,141654,9955506,1,3,贸易行业,2024-08-09
4,002873,新天药业,-10.039369583129883,9.14,219947562,2047435542.1000001,2096804456.92,33.663150787353516,10.52928352355957,9807841,134418,38790779,1,6,中药,2024-08-09
5,301487,盟固利,-19.98171043395996,17.5,488657184,4773895070.0,8043287560.0,678.1246948242188,9.967227935791016,12459965,130542,102397190,1,21,电池,2024-08-09
6,600343,航天动力,-10.04273509979248,8.42,605137824,5373697450.16,5373697483.84,-47.1989860534668,11.161876678466797,17405158,140340,4070619732,1,1,专用设备,2024-08-09
7,000953,河化股份,-9.929078102111816,3.81,151919602,1394925562.95,1394925551.52,-300.6349792480469,10.766319274902344,34562072,094709,327012680,1,7,化学制药,2024-08-09
8,600280,中央商场,-9.921670913696289,3.45,458627056,3892755018.6000004,3892755004.8,156.31674194335938,11.564812660217285,106529113,100532,243347819,1,4,商业百货,2024-08-09
9,002651,利君股份,-9.954058647155762,5.88,63014196,3324926209.08,6076744800.0,26.91843605041504,1.8952058553695679,141146042,092500,676825632,1,0,专用设备,2024-08-09
10,000901,航天科技,-9.992758750915527,12.43,214272069,9921543725.83,9921643501.44,331.55096435546875,2.1596646308898926,971561925,092500,1936402578,1,0,汽车零部,2024-08-09
