序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002629,仁智股份,-9.973752975463867,3.43,142475037,1184793512.0700002,1497702640.0,-109.00414276123047,11.913931846618652,1003618,145448,160895817,2,17,采掘行业,2024-12-24
2,603116,红蜻蜓,-9.970237731933594,6.05,159557330,3486014840.0,3486014840.0,-209.18019104003906,4.484204292297363,1691580,135228,68679597,1,11,纺织服装,2024-12-24
3,002058,威尔泰,-9.965397834777832,13.01,215538838,1861962330.81,1866262799.32,-135.927001953125,11.466911315917969,4876004,140530,386430252,2,3,电网设备,2024-12-24
4,603214,爱婴室,-10.004034042358398,22.31,277775904,3090828203.16,3090828203.16,48.406158447265625,8.771543502807617,16014318,132539,64902021,1,7,商业百货,2024-12-24
5,000586,汇源通信,-9.990999221801758,10.0,188175036,1934400000.0,1934400000.0,-555.5299682617188,9.616472244262695,18985020,103809,199799000,2,1,通信设备,2024-12-24
6,603499,翔港科技,-10.00300407409668,29.96,141489058,6475519946.0,6475519946.0,145.5870819091797,2.139735698699951,20292147,095144,40215308,2,0,造纸印刷,2024-12-24
7,603887,城地香江,-10.020661354064941,17.42,2935209440,10369767513.820002,10607811726.720001,-60.98348617553711,26.304033279418945,20826690,145338,141389620,1,2,互联网服,2024-12-24
8,600679,上海凤凰,-9.974424362182617,17.6,1375057232,5952082840.000001,9069178905.6,135.5919952392578,22.131410598754883,29685198,144504,952584140,1,4,交运设备,2024-12-24
9,600272,开开实业,-10.024009704589844,14.99,403769168,2398400000.0,3642570000.0,78.94711303710938,16.601268768310547,51001106,104656,163301060,2,12,医药商业,2024-12-24
10,600193,创兴资源,-9.974424362182617,3.52,15762912,1497312960.0,1497312988.16,-57.16373825073242,1.0527466535568237,56674516,092504,179817792,2,0,装修装饰,2024-12-24
11,002743,富煌钢构,-10.0,6.84,288564160,2972465489.52,2977236403.2,32.89158248901367,9.63964557647705,57701316,102909,695514455,2,8,水泥建材,2024-12-24
12,600355,精伦电子,-10.022271156311035,4.04,153909757,1988040368.0,1988040368.0,-50.81349182128906,7.608967304229736,68770584,094138,527720152,2,0,通信设备,2024-12-24
13,002848,高斯贝尔,-9.949748992919922,8.96,67302884,1463768373.7600002,1497664000.0000002,-16.22413444519043,4.59235954284668,82782309,093118,209030528,1,1,家电行业,2024-12-24
14,002277,友阿股份,-9.932886123657227,6.71,2001458864,9354899488.0,9354899488.0,61.3448371887207,20.75803565979004,112037078,140351,3588253146,1,4,商业百货,2024-12-24
15,002789,建艺集团,-10.009267807006836,9.71,12326845,1276668722.0600002,1549944320.94,278.7411193847656,0.9655476808547974,131380766,092500,58291072,3,0,装修装饰,2024-12-24
16,000004,国华网安,-9.972298622131348,16.25,103125206,2052181511.25,2151179582.5,-45.032955169677734,5.019237995147705,144872227,093127,372689638,2,1,软件开发,2024-12-24
17,002199,东晶电子,-9.981515884399414,9.74,32745880,2371128615.62,2371128615.62,-39.92689895629883,1.3810250759124756,201442718,092500,155451374,2,0,电子元件,2024-12-24
18,002076,星光股份,-9.970674514770508,3.07,115451955,3172081276.1,3405012202.72,-1246.313720703125,3.6396279335021973,251027557,092500,787652401,2,0,家电行业,2024-12-24
19,000595,宝塔实业,-9.950860023498535,7.33,60661614,8342000272.690001,8346351177.440001,-105.33941650390625,0.7271831035614014,358341020,092500,343948522,2,0,通用设备,2024-12-24
20,002181,粤 传 媒,-10.0,7.38,339031296,8372333043.36,8568609338.88,-168.97039794921875,4.049424171447754,384909390,092500,700080084,3,0,文化传媒,2024-12-24
21,002122,汇洲智能,-10.052909851074219,5.1,794134288,10137451243.8,10202426294.4,111.4012222290039,7.385856628417969,549789021,093306,2872445980,1,0,通用设备,2024-12-24
22,002717,岭南股份,-10.0,4.59,488382832,7347474997.2,8354872003.679999,-23.05447006225586,6.63810920715332,655012438,093030,3136217318,2,1,环保行业,2024-12-24
23,000681,视觉中国,-10.003585815429688,25.1,2774239744,16967224579.300001,17584493744.0,161.4380340576172,15.887750625610352,858167519,100942,1616618210,2,1,文化传媒,2024-12-24
