序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002029,七 匹 狼,-9.963099479675293,7.32,635194528,4870771619.88,5160772283.52,16.427820205688477,12.828777313232422,932568,150000,1179772929,1,5,纺织服装,2024-12-04
2,002301,齐心集团,-9.947644233703613,8.6,1186949616,6174715917.8,6203248249.599999,29.340682983398438,18.202003479003906,5921960,144521,80057400,1,1,家用轻工,2024-12-04
3,600589,大位科技,-10.068259239196777,5.27,775661056,7791536320.299999,7791536309.759999,-210.1557159423828,9.427844047546387,7784179,145218,51830976,1,2,互联网服,2024-12-04
4,600628,新世界,-9.9634370803833,9.85,1076886240,6371722532.4,6371722611.2,73.03517150878906,16.670310974121094,18320842,142005,4292997420,1,5,商业百货,2024-12-04
5,600716,凤凰股份,-9.956709861755371,4.16,385708704,3894012054.4,3894012062.7200003,-102.00209045410156,9.65023422241211,20241029,132847,22545952,1,0,房地产开,2024-12-04
6,002785,万里石,-10.0,32.94,617956816,5528642287.32,7464852753.299999,2298.47021484375,10.921463012695312,20923488,134848,102356762,1,14,装修建材,2024-12-04
7,000892,欢瑞世纪,-9.932279586791992,3.99,445262640,2836237451.46,3914112115.2000003,-54.42020797729492,15.377572059631348,27228577,141227,53782407,1,2,文化传媒,2024-12-04
8,000619,海螺新材,-10.0401611328125,6.72,402577440,2419200000.0,2964654551.04,-84.18338775634766,16.36162567138672,33011737,133127,69660621,1,2,装修建材,2024-12-04
9,002269,美邦服饰,-9.836065292358398,2.2,917622864,5527500000.0,5527500000.0,79.99959564208984,16.092763900756836,35480825,143900,67007379,1,1,纺织服装,2024-12-04
10,600356,恒丰纸业,-9.990009307861328,9.01,377656288,2691569715.7799997,2691569697.7599998,18.34568977355957,13.817276000976562,36729787,131541,97196892,1,6,造纸印刷,2024-12-04
11,000716,黑芝麻,-10.030706405639648,8.79,2198830448,6159080359.44,6623173162.079999,118.97224426269531,34.66565704345703,60184672,142633,1824485334,1,6,食品饮料,2024-12-04
12,603398,沐邦高科,-10.003485679626465,25.82,537306720,11196624149.68,11196624046.4,-34.552982330322266,4.5113301277160645,137598214,102235,161609962,1,0,光伏设备,2024-12-04
13,002103,广博股份,-10.026041030883789,13.82,2257833792,5211179098.16,7383652307.2,52.55752944946289,42.85328674316406,164128019,132857,5242611346,2,3,家用轻工,2024-12-04
14,600327,大东方,-10.011248588562012,8.0,1748650928,7078236144.0,7078236160.0,52.6483039855957,24.353641510009766,184850072,131145,9199017896,1,3,医疗服务,2024-12-04
15,000833,粤桂股份,-10.01540756225586,17.52,2124052816,7948859495.5199995,14052480564.48,46.892425537109375,26.120479583740234,249912638,104324,929018020,1,7,综合行业,2024-12-04
