序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002888,惠威科技,-10.0,21.42,541754256,1619363266.92,3204682185.6000004,2001.8643798828125,31.95869255065918,1939795,150000,32045816,1,2,消费电子,2024-01-10
2,000595,宝塔实业,-10.0,5.4,476276416,6146375407.200001,6148744387.200001,-91.26294708251953,7.447021484375,2446200,145642,24075359,1,1,通用设备,2024-01-10
3,600329,达仁堂,-9.988616943359375,31.63,708590896,17898407243.88,24360106143.36,21.28903579711914,3.8767523765563965,6901666,142554,172764313,1,24,中药,2024-01-10
4,600697,欧亚集团,-9.974260330200195,13.99,493076000,2173710449.85,2225642169.25,99.55110931396484,21.931934356689453,7112516,144556,56795622,1,5,商业百货,2024-01-10
5,002908,德生科技,-9.968101501464844,11.29,251634293,3489608848.8799996,4870868363.839999,71.44845581054688,7.030694484710693,7735953,142903,32867446,1,4,通信服务,2024-01-10
6,002323,雅博股份,-9.90099048614502,2.73,1173714144,5788940271.66,5789934521.28,-468.3360290527344,20.08489990234375,13013972,144939,2775711393,1,9,装修建材,2024-01-10
7,002178,延华智能,-9.920000076293945,5.63,747686960,4006986854.14,4009421435.04,361.1677551269531,18.351428985595703,20153148,142039,75130661,1,1,软件开发,2024-01-10
8,002306,中科云网,-9.90099048614502,4.55,478785024,3700470123.35,3957419356.7999997,-27.229639053344727,12.220560073852539,23332800,144821,41028715,1,0,旅游酒店,2024-01-10
9,601595,上海电影,-9.980353355407715,22.91,462159216,10268262000.0,10268262000.0,61.846527099609375,4.450089454650879,26025255,140350,145862921,1,25,文化传媒,2024-01-10
10,002862,实丰文化,-9.976798057556152,19.4,276038048,1749435410.1999998,2328000000.0,-164.1878204345703,15.590047836303711,53169580,103027,122696270,1,12,家用轻工,2024-01-10
11,001314,亿道信息,-10.003461837768555,52.0,556621648,1825798000.0,7383953200.0,58.277366638183594,29.754074096679688,57527808,110827,136375200,1,2,消费电子,2024-01-10
