序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600816,建元信托,-9.967845916748047,2.8,547757280,14803041442.0,27564455116.8,601.1499633789062,3.661442756652832,165424,145654,2916998399,2,10,多元金融,2024-01-30
2,000151,中成股份,-9.992913246154785,12.7,944073872,3385108380.8999996,4284608347.2,-268.9781188964844,26.66195297241211,491261,150000,338084160,1,0,贸易行业,2024-01-30
3,001373,翔腾新材,-9.98593521118164,32.0,70354741,549495104.0,2197980416.0,50.946659088134766,12.475743293762207,698560,145639,7030400,1,3,光学光电,2024-01-30
4,600707,彩虹股份,-10.060060501098633,5.99,273780064,21490141694.68,21494454470.72,52.709224700927734,1.2303696870803833,2784211,144738,10228523,1,1,光学光电,2024-01-30
5,002319,乐通股份,-10.034013748168945,10.58,39195459,2116000000.0,2116000000.0,731.6665649414062,1.8082245588302612,2968748,134430,12016764,1,10,化学制品,2024-01-30
6,688535,华海诚科,-20.0,61.52,244313612,1097319074.72,4964445788.56,157.9055633544922,21.127168655395508,3159298,145312,23352259,1,3,半导体,2024-01-30
7,605151,西上海,-9.9893159866333,16.85,110779732,2255323820.3500004,2280127020.3500004,18.734106063842773,4.594361305236816,3305970,145148,4059165,1,0,汽车零部,2024-01-30
8,605111,新洁能,-9.985856056213379,31.82,495277584,9449277159.66,9488463839.68,33.11579895019531,5.1224365234375,4517676,144756,25439451,1,0,半导体,2024-01-30
9,603958,哈森股份,-10.0,11.61,434182032,2546769600.0,2566971000.0,-3952.269775390625,16.89360237121582,5433480,145059,1084267244,4,19,纺织服装,2024-01-30
10,001208,华菱线缆,-10.0,8.82,199137060,2188001628.54,4713619680.0,56.623870849609375,8.78161334991455,7633224,142930,32455534,1,5,电网设备,2024-01-30
11,002178,延华智能,-9.950248718261719,5.43,432800912,3864642738.54,3866990833.4399996,348.3376159667969,10.837209701538086,7637838,144442,27218961,1,0,软件开发,2024-01-30
12,605389,长龄液压,-9.996377944946289,24.85,100561859,846558986.0,3580563689.5,34.90171813964844,11.791860580444336,7720398,135708,39232506,1,16,工程机械,2024-01-30
13,603312,西典新能,-10.011954307556152,30.11,246796478,1026243616.39,4865776000.0,25.453861236572266,23.757320404052734,7726918,144100,29209706,1,2,电网设备,2024-01-30
14,002731,萃华珠宝,-10.0,10.53,147346431,2562694713.54,2697322680.0,21.886241912841797,5.675331115722656,8273421,134930,17852562,2,0,珠宝首饰,2024-01-30
15,605366,宏柏新材,-9.987516403198242,7.21,120121582,4370787251.04,4414720145.92,64.21752166748047,2.7187037467956543,9179930,135056,18731449,2,0,化学制品,2024-01-30
16,603895,天永智能,-9.988340377807617,23.16,45743186,2503132800.0,2503132800.0,228.49728393554688,1.7592524290084839,9303372,131245,5106780,1,0,专用设备,2024-01-30
17,603600,永艺股份,-10.0,10.44,183915862,3158231961.6,3475557181.44,12.343171119689941,5.740180492401123,9653346,141319,24357303,1,4,装修建材,2024-01-30
18,600684,珠江股份,-10.050251007080078,3.58,176691561,3055389388.34,3055389377.6,-30.199234008789062,5.693302631378174,10777590,110453,69013808,1,6,房地产开,2024-01-30
