序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,600963,岳阳林纸,-10.046367645263672,5.82,563587344,10229044910.28,10276675801.92,-81.14250183105469,5.425817966461182,4238938,145541,251230912,1,6,造纸印刷,2024-11-27
2,002611,东方精工,-9.985734939575195,12.62,5575875840,12557806204.34,15384364760.32,34.95984649658203,43.70703887939453,29440440,145100,3977154321,2,14,专用设备,2024-11-27
3,002556,辉隆股份,-10.014727592468262,6.11,502481312,5693618292.31,5783225468.8,23.655458450317383,8.815692901611328,35161436,130042,1384361029,1,6,化肥行业,2024-11-27
4,000151,中成股份,-9.971988677978516,16.07,319799360,4948510548.65,5421547727.52,-28.46527099609375,6.428803443908691,40378349,103348,150167995,1,10,贸易行业,2024-11-27
5,000605,渤海股份,-10.03649616241455,9.86,588224560,3279817749.62,3477213874.8799996,215.66836547851562,17.846357345581055,58940940,131345,910728196,3,8,公用事业,2024-11-27
6,600470,六国化工,-10.04243278503418,6.36,420058304,3317376000.0,3317376000.0,64.84385681152344,12.602071762084961,80667556,131746,1115001485,2,2,化肥行业,2024-11-27
7,002741,光华科技,-10.017049789428711,21.11,1998221424,7631924117.53,9816620837.44,1086.290283203125,25.745176315307617,95846197,142257,3272899105,1,5,电子化学,2024-11-27
8,000973,佛塑科技,-10.01220989227295,7.37,1214107824,7129908770.27,7129908748.16,64.24747467041016,16.98061752319336,107691162,131227,2556057325,3,11,塑料制品,2024-11-27
9,000695,滨海能源,-9.986859321594238,13.7,41797330,3037568986.7999997,3043421284.2999997,1263.7760009765625,1.3760125637054443,196728575,092500,249900330,2,0,造纸印刷,2024-11-27
10,002403,爱仕达,-10.019776344299316,13.65,119056665,4056253847.1,4649716562.400001,2100.064453125,2.935138463973999,213199691,092500,325774995,2,0,家电行业,2024-11-27
11,603015,弘讯科技,-9.971712112426758,12.73,743464000,5145707870.0,5145707971.84,78.0584716796875,14.386807441711426,218607019,130637,3970099778,1,3,专用设备,2024-11-27
12,603527,众源新材,-10.0,10.98,54510210,3480343776.0,3480343776.0,28.474342346191406,1.5662306547164917,316601821,092501,978206004,2,0,有色金属,2024-11-27
13,600800,渤海化学,-10.041841506958008,4.3,26825120,4771839928.8,4773194428.8,-6.663385391235352,0.5621546506881714,368992558,092500,412125330,2,0,化学制品,2024-11-27
14,002469,三维化学,-10.016977310180664,10.6,34752100,6666343296.599999,6877943814.4,35.343990325927734,0.5213068127632141,867142137,092500,503518020,2,0,化学原料,2024-11-27
15,002155,湖南黄金,-10.017969131469727,20.03,1865872768,24074413874.510002,24076850624.16,27.079978942871094,7.3821635246276855,893218200,093345,366687607,1,0,贵金属,2024-11-27
