序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603216,梦天家居,-10.014947891235352,12.04,219837254,682547600.0,2681187600.0,49.14384841918945,31.899869918823242,8339903,142956,1028815254,2,3,装修装饰,2024-12-18
2,600793,宜宾纸业,-10.0,23.22,781768544,4107710926.4399996,4107710926.4399996,-23.76225471496582,18.835330963134766,17534606,143045,3359810304,1,7,造纸印刷,2024-12-18
3,603389,亚振家居,-9.954751014709473,7.96,246514977,2091505920.0,2091505920.0,-29.38990020751953,11.758426666259766,19990425,133122,779792638,2,14,装修建材,2024-12-18
4,605179,一鸣食品,-9.984871864318848,23.8,702411808,9543800000.0,9543800000.0,193.94644165039062,7.304099082946777,46130659,132936,1334296971,2,11,食品饮料,2024-12-18
5,600593,大连圣亚,-10.00791072845459,45.5,750895568,5860400000.0,5860400000.0,41.797569274902344,12.622421264648438,77049836,130544,1740707150,2,8,旅游酒店,2024-12-18
6,002702,海欣食品,-9.983360290527344,5.41,275739856,2498878864.75,3006661600.0,-94.35389709472656,10.998761177062988,79466840,100042,382847847,2,1,食品饮料,2024-12-18
7,000679,大连友谊,-9.960680961608887,6.87,63603147,2448468000.0,2448468000.0,-44.418174743652344,2.5976712703704834,102245419,092500,289219443,2,0,商业百货,2024-12-18
8,600778,友好集团,-10.030394554138184,8.88,224473824,2763588152.1600003,2766043276.8,185.38858032226562,8.120755195617676,173113806,094501,1101763044,1,2,商业百货,2024-12-18
9,603536,惠发食品,-9.986772537231445,13.61,107603382,3273644058.6,3329581703.0,-88.41134643554688,3.2869603633880615,223389504,092503,895725818,2,0,食品饮料,2024-12-18
10,000558,莱茵体育,-10.0401611328125,4.48,477845120,5773307043.84,5775723304.960001,-489.90277099609375,8.275717735290527,394377150,100224,1268228729,1,1,旅游酒店,2024-12-18
