序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,002168,惠程科技,-9.863945960998535,2.65,216540982,2073154407.7,2078032946.3999999,-13.805169105529785,10.250710487365723,2745665,144430,28075955,1,1,游戏,2024-08-07
2,603373,安邦护卫,-10.0,28.62,275702608,769354855.02,3077419362.84,38.97182846069336,35.403289794921875,5275410,141418,1235251045,1,4,专业服务,2024-08-07
3,600650,锦江在线,-9.961685180664062,11.75,638522432,4589080881.25,6481418816.0,41.1982536315918,13.686761856079102,7616350,145204,1269280129,2,3,铁路公路,2024-08-07
4,600561,江西长运,-9.913043975830078,5.18,164245931,1473589824.0,1473589824.0,-15.834734916687012,11.02698040008545,14862974,130749,550260522,2,8,铁路公路,2024-08-07
5,002219,新里程,-9.821428298950195,2.02,206397327,6638388054.4,6884945279.04,70.52813720703125,3.085838794708252,19568144,135006,91216013,1,12,医疗服务,2024-08-07
6,000016,深康佳Ａ,-10.150376319885254,2.39,237226146,3815859182.0,5754989525.12,-2.8203012943267822,6.144401550292969,20946681,112300,187857031,2,7,家电行业,2024-08-07
7,001239,永达股份,-10.00485610961914,18.53,409941040,904202517.46,4447200000.0,70.01000213623047,43.836761474609375,35794808,131633,100985200,1,2,专用设备,2024-08-07
8,600721,百花医药,-10.0,7.2,239505650,2750351544.0,2750351500.8,33.27554702758789,8.675100326538086,54259200,095705,146423556,1,10,医疗服务,2024-08-07
9,600789,鲁抗医药,-10.033076286315918,8.16,1686866112,7320847321.92,7320847272.96,27.19176483154297,22.72235679626465,73661976,142421,159745308,1,0,化学制药,2024-08-07
10,000953,河化股份,-10.061601638793945,4.38,216055666,1603615214.1,1603615200.96,-345.61187744140625,13.447630882263184,75964652,094112,925718526,1,6,化学制药,2024-08-07
11,603278,大业股份,-9.943977355957031,6.43,27712657,2197512890.56,2197512890.56,78.2365951538086,1.261091947555542,127673842,092502,736877357,2,0,通用设备,2024-08-07
12,002717,岭南股份,-9.67741870880127,1.12,38712352,1641593973.6000001,1887378483.2000003,-5.23333740234375,2.358217239379883,155004036,092500,501695712,1,0,环保行业,2024-08-07
13,603390,通达电气,-10.0,10.62,45752022,3714400914.2999997,3734915855.04,79.33511352539062,1.231747031211853,225212785,092501,1102128732,1,0,汽车零部,2024-08-07
