类别,周一0603,周二0604,周三0605,周四0606,周五0607
市场焦点股,"西测测试 3连板;
申华控股 3连板;
贵广网络 3连板;","申华控股 4连板;
逸豪新材 2连板;
贝仕达克 2连板;",协和电子 3连板;,"协和电子 4连板;
逸豪新材 4天3板;
民德电子 2连板;","协和电子 5连板;
开普检测 3连板;
中晶科技 3连板;
华闻集团 4天3板;"
商业航天,"2天;
天箭科技 3天2板;",,,,
高速连接器,"3只;
得润电子 2连板;",,,,
PCB,4只;,"2只;
协和电子 2连板;
逸豪新材 2连板;",,"7只;
协和电子 4连板;
逸豪新材 4天3板;","2只;
协和电子 5连板;"
存储芯片,"5只;
西测测试 3连板;
万润科技 3天2板;
好上好 2天2板;",,,,
芯片产业链,2只;,,3只;,"6只;
中晶科技 2连板;
民德电子 2连板;","8只;
中晶科技 3连板;"
机器人,3只;,"3只;
贝仕达克 2连板;",,,2只;
智能驾驶,2只;,,,,
车路云一体化,,5只;,"6只;
金溢科技 2连板;",,
氢能,,"2只;
昇辉科技 4天2板;",,,
智能电网,,10只;,,,
物流,,2只;,,,
摘帽,,3只;,,,
低价股,,"2只;
申华控股 4连板;
香江控股 3天2板;","4只;
惠天热电 2连板;
华闻集团 2连板;",,"26只;
华闻集团 4天3板;
赫美集团 2连板;"
汽车检测,,,3只;,,"2只;
开普检测 3连板;"
军工,,,2只;,,
黄金,,,,2只;,
光伏,,,,,4只;
房地产产业链,,,,,"10只;
宁波富达 2连板;"
