类别,周一0219,周二0220,周三0221,周四0222,周五0223
市场焦点股,"哈森股份 19天13板3连板;
中视传媒 16天10板;
克来机电 7连板;
华天科技 4连板;
长江通信 5天4板;","深中华A 25天14板;
克来机电 8连板;
中马传动 10天5板;
蓝科高新 4连板;
维海德 3连板;","深中华A 26天15板2连板;
克来机电 9连板;
蓝科高新 5连板;
维海德 4连板;","克来机电 10连板;
蓝科高新 6连板;
维海德 5连板;","克来机电 11连板;
蓝科高新 7连板;
维海德 6连板;"
算力,"16只;
高新发展 2连板;
好利科技 2连板;
美利云 2连板;
荣联科技 2连板;
利通电子 2连板;
南兴股份 2连板;
智微智能 2连板;","5只;
高新发展 3连板;
真视通 2连板;
鸿博股份 2连板;","2只;
安诺其 5天4板3连板;","18只;
高新发展 5天4板;
美利云 5天3板;
恒为科技 4天2板;
中贝通信 4天2板;","14只;
高新发展 6天5板2连板;
美利云 6天4板2连板;
智微智能 6天3板;
利通电子 6天3板;
卓朗科技 2连板;
铜牛信息 2连板;
日海智能 2连板;
云赛智联 2连板;"
光通信,"16只;
华天科技 4连板;
长江通信 5天4板;
通宇通讯 2连板;
豪美新材 2连板;
光迅科技 4天2板;
华工科技 4天2板;",,,"4只;
汇源通信 4天2板;
特发信息 4天2板;","9只;
合锻智能 6天4板3连板;
特发信息 5天3板2连板;
科翔股份 2连板;"
文生视频,"13只;
丝路视觉 2连板;","10只;
当虹科技 2连板;
引力传媒 2连板;
网达软件 2连板;
国脉文化 2连板;
信雅达 2连板;
因赛集团 2连板;
会畅通讯 2连板;
魅视科技 2连板;
新华网 2连板;","6只;
国脉文化 3连板;
信雅达 3连板;
因赛集团 3连板;
网达软件 3连板;
魅视科技 3连板;
中科金财 3天2板;","7只;
华扬联众 4连板;
国脉文化 4连板;
信雅达 4连板;
网达软件 4连板;
魅视科技 4连板;
中科金财 4天3板2连板;","4只;
华扬联众 5连板;
国脉文化 5连板;
信雅达 5连板;
因赛集团 5天4板;"
AI,"13只;
新炬网络 2连板;
捷顺科技 2连板;
智能自控 2连板;","7只;
新炬网络 3连板;
苏州科达 2连板;
汉王科技 2连板;
中文在线 2连板;","5只;
二六三 4连板;
维海德 4连板;
华扬联众 3连板;","10只;
二六三 5连板;
维海德 5连板;
建艺集团 2连板;
中威电子 4天2板;","16只;
二六三 6连板;
维海德 6连板;
中威电子 5天3板2连板;
博信股份 2连板;
中南股份 2连板;
通达海 2连板;"
传媒,"14只;
中视传媒 16天10板;
浙文影业 2连板;
城市传媒 2连板;
电魂网络 2连板;
禾盛新材 2连板;","6只;
浙文影业 3连板;
禾盛新材 3连板;
电魂网络 3连板;
掌阅科技 2连板;
龙韵股份 2连板;",,,"6只;
中视传媒 20天11板;
文投控股 2连板;"
教育,"12只;
二六三 2连板;
榕基软件 2连板;
维海德 2连板;","6只;
维海德 3连板;
二六三 3连板;
昂立教育 2连板;
竞业达 2连板;","3只;
勤上股份 3天2板;
传智教育 3天2板;",,"5只;
勤上股份 5天3板;
美吉姆 2连板;
威创股份 3天2板;"
MR,"4只;
淳中科技 2连板;
亿道信息 2连板;
大丰实业 2连板;
五方光电 2连板;",,,,"3只;
亚世光电 3连板;"
氢能,"5只;
蓝科高新 3连板;
汉马科技 2连板;
川润股份 2连板;
协和电子 2连板;","3只;
蓝科高新 4连板;
联诚精密 3天2板;","6只;
蓝科高新 5连板;
汉马科技 4天3板;
海鸥股份 3天2板;","5只;
蓝科高新 6连板;
汉马科技 5天4板2连板;
英力特 4天2板;","3只;
蓝科高新 7连板;
汉马科技 6天5板3连板;"
锂电池,"4只;
莱尔科技 2连板;
君禾股份 2连板;
赛福天 2连板;",,"9只;
深中华A 26天15板2连板;
川发龙蟒 6天4板;",,
