类别,周一0226,周二0227,周三0228,周四0229,周五0301
市场焦点股,"克来机电 12连板;
蓝科高新 8连板;
维海德 7连板;","克来机电 13连板;
睿能科技 8连板;
国脉文化 7连板;
华扬联众 7连板;","国脉文化 8连板;
华扬联众 8连板;","汉马科技 10天8板;
信雅达 9天7板;
高新发展 10天7板;
东方精工 5连板;","睿能科技 11天9板;
东方精工 6连板;
爱仕达 7天6板2连板;
汇源通信 7天5板4连板;"
算力,"7只;
美利云 7天5板3连板;
卓朗科技 3连板;
日海智能 3连板;
鸿博股份 6天3板;
苏州科达 6天3板;
博杰股份 2连板;","19只;
高新发展 8天6板;
日海智能 4连板;","2只;
安奈儿 2连板;","5只;
高新发展 10天7板;
紫光股份 3天2板;","10只;
安奈儿 4连板;
紫光股份 4天3板2连板;
欧陆通 4天2板;"
光通信,"4只;
合锻智能 7天5板4连板;
瑞斯康达 2连板;","7只;
铭普光磁 3天2板;
汇源通信 4天2板;","2只;
汇源通信 5天3板2连板;","5只;
汇源通信 6天4板3连板;","7只;
汇源通信 7天5板4连板;
高斯贝尔 2连板;
光迅科技 2连板;"
AI,"8只;
维海德 7连板;
国脉文化 6连板;
华扬联众 6连板;
信雅达 6连板;
中威电子 6天4板3连板;
奥拓电子 2连板;","6只;
国脉文化 7连板;
华扬联众 7连板;
博信股份 4天3板;
亚联发展 6天3板2连板;","4只;
国脉文化 8连板;
华扬联众 8连板;
亚联发展 7天4板3连板;","4只;
信雅达 9天7板;
东易日盛 2连板;","8只;
联络互动 2连板;
华立股份 2连板; 
三六零 4天2板;"
传媒,"4只;
文投控股 3连板;
龙韵股份 6天4板;
引力传媒 6天3板;",,,,5只;
教育,"4板;
美吉姆 3连板;
昂立教育 6天3板;",,,,
新质生产力,"20只;
克来机电 12连板;
精伦电子 6连板;
克劳斯 5连板;
北自科技 6天4板2连板;
东杰智能 2连板;
标准股份 4天2板;","6只;
克来机电 13连板;
克劳斯 6连板;
东杰智能 3连板;
标准股份 5天3板2连板;
天永智能 2连板;
坤博精工 2连板;",,,
机器人,"17只;
睿能科技 7连板;
爱仕达 3连板;
迪马股份 4天3板2连板;
东方精工 2连板;
日发精机 2连板;
宁波东力 2连板;
丰立智能 2连板;
宝塔实业 2连板;
康尼机电 4天2板;","13只;
睿能科技 8连板;
爱仕达 4连板;
日发精机 3连板;
东方精工 3连板;
康尼机电 5天3板2连板;
鸣志电器 6天3板;
南方精工 2连板;
天奇股份 2连板;
华研精机 2连板;","7只;
博杰股份 4连板;
东方精工 4连板;
标准股份 6天4板3连板;
天永智能 3连板;
华研精机 3连板;","9只;
东方精工 5连板;
爱仕达 6天5板;
天永智能 4连板;
鸣志电器 8天4板;","5只;
睿能科技 11天9板;
东方精工 6连板;
爱仕达 7天6板2连板;
达意隆 3连板;"
工业母机,23只;,"7只;
美吉姆 4连板;
博杰股份 3连板;
华东重机 2连板;
华东数控 2连板;
宏德股份 2连板;
渤海汽车 2连板;",,"8只;
华东重机 4天3板;
华东数控 4天3板;
东方智造 4天2板;",
物流,2只;,"6只;
音飞储存 2连板;
东方嘉盛 2连板;
珠海中富 2连板;",,,
汽车产业链,5只;,"14只;
日盈电子 2连板;","2只;
西上海 2连板;","10只;
神驰机电 2连板;
众泰汽车 3天2板;","3只;
威尔泰 2连板;"
芯片产业链,"6只;
皇庭国际 6天3板;","10只;
淳中科技 8天6板;
皇庭国际 7天4板2连板;
赛微微电 2连板;
深南电路 4天2板;",,40只;,"6只;
柏诚股份 2连板;
京华激光 2连板;
张江高科 2连板;
纳思达 2连板;"
消费电子,"2只;
亚世光电 4连板;","3只;
亚世光电 5连板;",,7只;,"11只;
福蓉科技 2连板;
可川科技 2连板;"
氢能,"5只;
蓝科高新 8连板;
汉马科技 7天6板4连板;",,"9只;
四川金顶 2连板;","43只;
汉马科技 10天8板;
四川金顶 3连板;
康普顿 2连板;
洪涛股份 2连板;
京城股份 2连板;
天元智能 2连板;
新动力 2连板;","11只;
四川金顶 4连板;
康普顿 3连板;
洪涛股份 3连板;
天元智能 3连板;
全柴动力 2连板;
密封科技 2连板;
康盛股份 2连板;
美锦能源 2连板;
雄韬股份 2连板;"
资源回收,"7只;
迪生力 4天2板;",,,,
医药,"3只;
景峰医药 6连板;","2只;
万泰生物 4天2板;",,,
PEEK材料,,4只;,,,
卫星互联网,,7只;,,9只;,
网络安全,,3只;,,,
房地产,,"3只;
迪马股份 5天4板3连板;",,,
零售,,"2只;
人人乐 3连板;",,,
人造肉,,,3只;,,
大金融,,,2只;,"2只;
华资实业 2连板;
九鼎投资 2连板;",
区块链,,,,"5只;
达意隆 2连板;",
光伏,,,,3只;,
字节跳动概念,,,,2只;,
纺织服装,,,,"3只;
安奈儿 3连板;
越剑智能 4天2板;",
充电桩,,,,,5只;
