类别,周一1028,周二1029,周三1030,周四1031,周五1101
市场焦点股,"双成药业 27天24板3连板;
海能达 23天19板7连板;
恒银科技 21天13板3连板;
华立股份 12连板;
岩石股份 23天12板2连板;
川润股份 11天10板9连板;
光大嘉宝 18天10板;
成都路桥 11天9板;
青岛金王 12天9板2连板;","海能达 24天20板8连板;
岩石股份 24天13板3连板;
青岛金王 13天10板3连板;
松发股份 9连板;","海能达 25天21板9连板;
华立股份 14天13板;
川润股份 13天11板;
青岛金王 14天11板4连板;
松发股份 10连板;
中化岩土 11天9板5连板;
四川长虹 11天9板3连板;","海能达 26天21板10连板;
华立股份 15天14板2连板;
川润股份 14天12板2连板;
青岛金王 15天12板5连板;
松发股份 11连板;","青岛金王 16天13板6连板;
松发股份 12连板;
中化岩土 13天11板7连板;
电投产融 10连板;
深康佳A 11天10板7连板;"
算力,"5只;
四川长虹 15天8板;
恒润股份 2连板;
广东格泰 3天2板;
奥瑞德 3天2板;","5只;
四川长虹 10天8板;
恒润股份 3天3板;","6只;
四川长虹 11天9板;","2只;
四川长虹 18天11板4连板;
中国长城 2连板;",
AI应用端(智谱AI),"6只;
新华传媒 8天6板2连板;","7只;
电广传媒 3天3板;
豆神教育 2天2板;
思美传媒 2天2板;
正和生态 2天2板;
中科金财 2天2板;","4只;
电广传媒 4天4板;
思美传媒 3天3板;
正和生态 3天3板;
豆神教育 3天3板;","5只;
电广传媒 5连板;
豆神教育 4连板;
思美传媒 4连板;
中科金财 4天3板;
盛通股份 4天2板;",
低空经济,"9只;
中化岩土 9天7板3连板;
上工申贝 6天5板4连板;
宗申动力 7天5板2连板;
顺威股份 5天4板2连板;
恒天海龙 4天3板2连板;
日海智能 2连板;
烽火电子 2连板;","6只;
中化岩土 10天8板;
上工申贝 7天6板;
川大智胜 2天2板;
东安动力 2天2板;
华夏幸福 2天2板;","16只;
中化岩土 11天9板;
上工申贝 8天7板;
宗申动力 9天6板;
恒天海龙 6天4板;
东安动力 3天3板;
川大智胜 3天3板;","5只;
中化岩土 12天9板6连板;
川大智胜 4连板;
东安动力 4连板;
万丰奥威 2连板;","4只;
中化岩土 13天11板;
华夏幸福 5天5板;
万丰奥威 3天3板;
渤海租赁 2天2板;"
芯片产业链,"7只;
综艺股份 8天6板2连板;
上海贝岭 7天5板;
皇庭国际 3连板;
跃岭股份 3连板;
怡亚通 2连板;
天富能源 2连板;","8只;
跃岭股份 8天6板;","11只;
跃岭股份 9天7板;
皇庭国际 5天4板;
深科技 4天3板;
波导股份 2天2板;
旭光电子 3天2板;","11只;
皇庭国际 6天5板2连板;
波导股份 3连板;
新亚制程 2连板;
华软科技 2连板;
盈方微 2连板;
东方智造 4天2板;","10只;
华软科技 3天3板;
永新化学 4天3板;
云南锗业 2天2板;
通富微电 2天2板;
张江高科 2天2板;"
光伏,"13只;
川润股份 11天10板9连板;
海源复材 5连板;
宝馨科技 4连板;
申华控股 3连板;
棒杰股份 3连板;
钧达股份 2连板;
双良节能 2连板;
京山轻轨 2连板;
蓝丰生化 2连板;
禾望电气 2连板;
福莱特 2连板;
爱旭股份 2连板;","6只;
申华控股 4天4板;
双良节能 3天3板;","9只;
川润股份 13天11板;
申华控股 5天5板;
双良节能 4天4板;
棒杰股份 5天4板;
弘元绿能 4天2板;","14只;
川润股份 14天12板2连板;
申华控股 6连板;
宝馨科技 9天6板;
双良节能 5连板;
棒杰股份 6天5板2连板;
钧达股份 7天4板;
弘元绿能 5天3板2连板;
禾望电气 5天3板;
蓝丰生化 5天3板;
西昌电力 2连板;
风光股份 4天2板;","10只;
双良节能 6天6板;
蓝丰生化 6天4板;
协鑫集成 6天3板;
森特股份 2天2板;
亿晶光电 2天2板;
雅博股份 2天2板;"
消费电子,"5只;
深康佳A 7天6板3连板;
深纺织A 2连板;
华映科技 2连板;","17只;
深康佳A 8天7板;
华映科技 3天3板;
深纺织A 3天3板;
福日电子 2天2板;","21只;
深康佳A 9天8板;
华映科技 4天4板;
福日电子 3天3板;
爱施德 2天2板;
欧菲光 2天2板;
格林精密 2天2板;
联创光电 2天2板;
科森科技 2天2板;","9只;
深康佳A 10天9板6连板;
欧菲光 11天6板3连板;
华映科技 5连板;
福日电子 4连板;
格林精密 3连板;
联创光电 3连板;
爱施德 3连板;
星星科技 2连板;
永新光学 3天2板;","7只;
深康佳A 11天10板;
华映科技 6天6板;
格林精密 4天4板;
爱施德 4天4板;
蓝带科技 2天2板;"
并购重组&股权转让,"29只;
双成药业 27天24板3连板;
华立股份 12连板;
文一科技 15天9板3连板;
华东重机 15天9板3连板;
松发股份 8连板;
城地香江 10天8板3连板;
泰禾智能 6连板;
远达环保 6连板;
电投产融 6连板;
至正股份 5连板;
上海电气 6天5板2连板;
大唐电信 4连板;
汇鸿集团 6天4板;
克劳斯 3连板;
哈森股份 3连板;
亚邦股份 5天3板;
旗天科技 2连板;
申科股份 2连板;
万通发展 2连板;
洪汇新材 2连板;
丰华股份 2连板;
南宁百货 3天2板;
青岛双星 3天2板;
常山北明 3天2板;
国中水务 4天2板;
宝塔实业 4天2板;",,,"17只;
华立股份 15天14板2连板;
松发股份 11连板;
远达环保 9连板;
泰禾智能 9连板;
电投产融 9连板;
东晶电子 12天6板;
川发龙蟒 4连板;
常山北明 6天4板2连板;
皓宸医疗 8天4板;
亚泰集团 8天4板;
新动力 4天3板2连板;
宝鹰股份 4天3板2连板;
中捷资源 4天3板2连板;
TCL科技 2连板;
宝塔实业 4天2板;",
股权转让,,"5只;
泰禾智能 7天7板;
申科股份 3天3板;
永辉超市 6天3板;","12只;
城地香江 12天9板;
泰禾智能 8天8板;
申科股份 4天4板;
中捷资源 3天2板;
宝鹰股份 3天2板;
新动力 3天2板;",,"4只;
浩欧博 2天2板;
亿嘉和 2天2板;
美丽生态 2天2板;"
资产注入预期&重整,"16只;
山东华鹏 7连板;
东易日盛 10天6板3连板;
华闻集团 5天4板;
富煌钢构 3连板;
万润科技 3连板;
凤凰航运 5天3板2连板;
皓宸医疗 5天3板;
黄河旋风 2连板;
宁波富达 2连板;
福达合金 2连板;
澳柯玛 2连板;
祥龙电业 2连板;
铜峰电子 2连板;
正虹科技 2连板;",,,"4只;
东方集团 8连板;
凤凰航运 8天6板5连板;
黄河旋风 5天4板2连板;
祥龙电业 5天3板;",
