类别,周一1111,周二1112,周三1113,周四1114,周五1115
市场焦点股,"聚力文化 11天7板;
大千生态 5连板;","远达环保 17天12板;
英洛华 9天8板;
黑芝麻 8天7板;
大千生态 6连板;
日出东方 7天6板;
供销大集 6天5板;","大千生态 7连板;
日出东方 8天7板2连板;
供销大集 7天6板2连板;
有研新材 5连板;","大千生态 8连板;
日出东方 9天8板3连板;
渤海租赁 11天7板;
华建集团 12天7板2连板;
粤桂股份 6天5板4连板;
中安科 6天5板2连板;","大千生态 9连板;
日出东方 10天9板4连板;
中安科 13天7板3连板;
粤桂股份 7天6板5连板;
有研新材 7天6板;"
AI应用端,7只;,,,,
信创,"9只;
中安科 3连板;
中电兴发 2连板;
金桥信息 2连板;
榕基软件 3天2板;",,"4只;
金桥信息 4天4板;
中安科 5天4板;",,"3只;
中安科 7天6板;
泛微网络 3天2板;"
商业航天,"8只;
福光股份 2连板;
中国卫通 2连板;
高斯贝尔 2连板;
合壮思众 2连板;
长江通信 2连板;
上海沪工 2连板;
通宇通信 2连板;",,,,
芯片产业链,"33只;
通富微电 8天4板;
灿芯股份 2连板;
国芯科技 2连板;
华大九天 2连板;
上海合晶 2连板;
红宝丽 2连板;
大港股份 2连板;
盈方微 2连板;
赛腾股份 2连板;
东方嘉盛 2连板;
禾盛新材 2连板;
翔港科技 3天2板;
格里达 4天2板;","7只;
红宝丽 3天3板;
翔港科技 4天3板;
晶方科技 2天2板;","3只;
博通集成 4天2板;",,
摩尔线程,"5只;
威星智能 2连板;","2只;
东华软件 2天2板;
和而泰 2天2板;",,,
光伏,"7只;
利源股份 2连板;
爱旭股份 2连板;
君正集团 4天2板;","3只;
鑫铂股份 2天2板;",,,2只;
固态电池,"9只;
紫江企业 4连板;
有研新材 3连板;
福能东方 2连板;","5只;
有研新材 4天4板;
利元亨 2天2板;","8只;
有研新材 5天5板;",3只;,"6只;
有研新材 7天6板;
酷特智能 2天2板;"
锂电池,"8只;
黑猫股份 4天3板;
永杉锂业 3天2板;","4只;
威领股份 2天2板;","7只;
粤桂股份 5天4板;
滨海能源 2天2板;",,"4只;
粤桂股份 7天6板;"
汽车产业链,"9只;
春兴精工 4连板;
天汽模 4连板;
金杯汽车 4天2板;","13只;
天汽模 5天5板;
东风股份 2天2板;
京威股份 4天2板;
联明股份 4天2板;",,,
机器人,"5只;
巨轮智能 6天3板;",4只;,6只;,2只;,"5只;
东方精工 2天2板;
博杰股份 2天2板;"
并购重组&股权转让,"10只;
大千生态 5连板;
西部创业 3连板;
启迪环境 3连板;
百傲化学 4天3板2连板;
中电电机 2连板;
和科达 2连板;",,,,
低价股,"6只;
聚力文化 11天7板;
美凯龙 3连板;
中锐股份 3连板;
康美药业 3连板;
天茂集团 5天3板;",,,,
医药,,"11只;
四环生物 4天3板;","2只;
塞力医疗 2天2板;",,
蚂蚁集团概念,,"7只;
金桥信息 3天3板;
君正集团 5天3板;
浙大网新 2天2板;
合肥城建 2天2板;",,,
并购重组,,"7只;
英洛华 9天8板;
维信诺 6天4板;
远达环保 4天3板;
海联讯 2天2板;",,,
医药商业,,5只;,,,
商业零售,,"4只;
供销大集 6天5板;
汇嘉时代 2天2板;
重庆百货 4天2板;",,,
股权转让,,"3只;
大千生态 6天6板;
皓宸医疗 3天2板;",,,"3只;
大千生态 9天9板;"
次新股,,,8只;,,
上海国资,,,"8只;
上汽集团 2天2板;","2只;
华建集团 2天2板;
兰生股份 2天2板;","4只;
兰生股份 3天3板;
上海物贸 3天2板;"
人工智能,,,"7只;
中科金财 3天2板;","4只;
中科金财 4天3板;
姚记科技 2天2板;","14只;
中科金财 5天4板;
南兴股份 2天2板;
线上线下 3天2板;"
电商,,,"5只;
焦点科技 3天2板;",,"8只;
返利科技 3天2板;"
字节跳动,,,4只;,,
智能电网,,,3只;,,
卫星互联网,,,"3只;
中国卫通 4天3板;
长江通信 4天3板;
启明信息 2天2板;",,
文化传媒,,,2只;,,
华为海思,,,2只;,,
上海,,,2只;,,
算力工程,,,,,4只;
消费电子,,,,,3只;
AI眼镜,,,,,2只;
