类别,周一0304,周二0305,周三0306,周四0307,周五0308
市场焦点股,"高新发展 12天8板;
景峰医药 11天7板;
安奈儿 5连板;
四川金顶 5连板;","高新发展 13天9板2连板;
东方精工 8天7板;
汇源通信 12天7板;
安奈儿 6连板;","克来机电 24天15板;
睿能科技 14天10板;
安奈儿 7连板;
文投控股 10天7板4连板;","东方精工 10天8板;
文投控股 11天8板5连板;
四川金顶 12天7板;","福蓉科技 7天6板;
安彩高科 4连板;
立航科技 4连板;
艾艾精工 4连板;"
算力,"11只;
高新发展 12天8板;
安奈儿 5连板;
日海智能 8天5板;
美格智能 2连板;
苏州科达 2连板;","6只;
高新发展 13天9板2连板;
安奈儿 6连板;","4只;
安奈儿 7连板;
荣科科技 3天2板;",,"8只;
日海智能 12板6板;"
液冷IDC,5只;,,,,
光通信,"4只;
高斯贝尔 3连板;
光迅科技 3连板;",,,,"3只;
光迅科技 7天4板;"
芯片产业链,"6只;
文一科技 3天2板;","7只;
盈方微 4天2板;","3只;
红宝丽 2连板;
好上好 2连板;","3只;
好上好 3连板;","14只;
元成股份 2连板;
皇庭国际 4天2板;"
光伏,4只;,,"10只;
安彩高科 2连板;","3只;
安彩高科 3连板;","12只;
安彩高科 4连板;
三超新材 3天2板;"
智能电网,3只;,,"5只;
望变电气 3天2板;",2只;,"3只;
三晖电气 2连板;
华菱线缆 2连板;"
消费电子,"8只;
福蓉科技 3连板;
宏和科技 2连板;
卓翼科技 2连板;","8只;
福蓉科技 4连板;
卓翼科技 3连板;
道明光学 2连板;
日久光电 3天2板;","5只;
福蓉科技 5连板;",,"5只;
福蓉科技 7天6板;
道明光学 5天3板;"
氢能,"5只;
四川金顶 5连板;
天元智能 4连板;
康盛股份 3连板;","4只;
东方精工 8天7板;
天元智能 5连板;
川润股份 2连板;","6只;
天元智能 6连板;
川润股份 3连板;","4只;
四川金顶 12天7板;
川润股份 4连板;",
传媒,"6只;
上海电影 2连板;
城市传媒 2连板;","2只;
中广天择 2连板;",,,
农机,2只;,,,,
婴童,2只;,,,,
医药,"12只;
景峰医药 11天7板;","2只;
润都股份 2连板;
汉商集团 2连板;",,,7只;
AI,,"3只;
时空科技 2连板;
智能自控 2连板;",,,
军工,,6只;,,,"5只;
立航科技 4连板;
上海沪工 4连板;"
汽车产业链,,2只;,,2只;,
低空经济,,,"6只;
四川九洲 5天3板;
金盾股份 2连板;
立航科技 2连板;","3只;
立航科技 3连板;
金盾股份 3连板;",
新质生产力,,,"21只;
克来机电 24天15板;
睿能科技 14天10板;
华东重机 8天4板;
上海沪工 2连板;","4板;
金自天正 2连板;
佰奥智能 2连板;",
风电,,,8只;,,
天然气,,,3只;,,
房地产,,,3只;,,
纺织,,,3只;,,"2只;
洪兴股份 2连板;"
机器人,,,,"9只;
东方精工 10天8板;
精伦电子 14天7板;
上海沪工 3连板;
天奇股份 2连板;","2只;
天永智能 10天5板;"
高铁轨交,,,,"14只;
思维列控 5天3板;
竞业达 2连板;","5只;
思维列控 6天4板2连板;
必得科技 2连板;
长青科技 2连板;
神州高铁 2连板;"
农机,,,,"2只;
星光农机 4天2板;",
有色金属,,,,"7只;
华阳新材 2连板;",
旅游,,,,"2只;
大连亚圣 3连板;",
教育,,,,2只;,
PCB,,,,,5只;
