类别,周一0715,周二0716,周三0717,周四0718,周五0719
市场焦点股,"锦江在线 5连板;
星网宇达 5连板;","东方集团 11天7板;
锦江在线 6连板;
申达股份 3连板;
大众交通 5天3板;","格利尔 2连板;
荣亿精密 2连板;
华阳变速 2连板;","交运股份 7天4板3连板;
大众交通 7天4板;
天迈科技 8天4板;
宏辉果蔬 3连板;","惠程科技 3连板;
动力新科 7天4板2连板;
双乐股份 2连板;
通业科技 2连板;"
业绩超预期,"8只;
申达股份 2天2板;",2只;,,,4只;
智能驾驶,"5只;
星网宇达 5天5板;","9只;
雷尔伟 2天2板;
金龙汽车 3天2板;","5只;
安凯客车 2天2板;
时空科技 2天2板;",,"2只;
动力新科 7天4板;"
消费电子,4只;,"8只;
哈森股份 6天3板;",,,
影视,3只;,,,,
北斗导航,3只;,,,,
猪肉产业,2只;,,,,
网约车,"2只;
锦江在线 5天5板;","6只;
锦江在线 6天6板;
大众交通 5天3板;","2只;
交运股份 6天3板;
南京公用 2天2板;","5只;
交运股份 7天4板;
大众交通 7天4板;
江西长运 3天2板;",
新能源汽车,,"9只;
申达股份 3天3板;",,4只;,"5只;
惠程科技 3天3板;"
芯片产业链,,7只;,,12只;,"18只;
京华激光 2天2板;
凯莱特气 2天2板;
上海贝岭 2天2板;
双乐股份 2天2板;
至正股份 2天2板;"
低价股,,"3只;
东方集团 11天7板;","3只;
宏辉果蔬 2天2板;","8只;
宏辉果蔬 3天3板;
复旦复华 2天2板;
惠程科技 2天2板;",
黄金概念,,"2只;
莱绅通灵 4天2板;",,"2只;
华钰矿业 3天2板;",
算力工程,,2只;,,,
汽车零部件,,,"17只;
荣亿精密 2天2板;
华阳变速 2天2板;",,
光伏,,,"16只;
格利尔 2天2板;",,4只;
上海国资,,,5只;,,
工业母机,,,,4只;,"2只;
青海华鼎 2天2板;"
医药,,,,3只;,
高铁轨交,,,,3只;,
信创,,,,2只;,
量子通信,,,,,2只;
