类别,周一0902,周二0903,周三0904,周四0905,周五0906
市场焦点股,"深圳华强 13天12板2连板;
科森科技 6连板;
宝馨科技 4连板;","深圳华强 14天13板3连板;
科森科技 7连板;
莫高股份 5天4板;
凯盛科技 7天4板;
国风新材 3连板;","深圳华强  15天14板4连板;
科森科技 8连板;
南都电源 3连板;
老百姓 4天3板2连板;","深圳华强 16天15板5连板;
科森科技 9连板;
新亚制程 4连板;
伟时电子 4连板;
老百姓 5天4板3连板;","深圳华强 17天16板6连板;
科森科技 10连板;
伟时电子 5连板;
老百姓 6天5板4连板;
天茂集团 6天5板3连板;"
折叠屏,"7只;
科森科技 6天6板;
国风科技 2天2板;","5只;
科森科技 7天7板;
凯盛科技 7天4板;
国风新材 3天3板;
鼎龙科技 2天2板;","科森科技 8天8板;
日久光电 5天3板;
维信诺 4天2板;",,
干细胞,4只;,,,,
芯片产业链,3只;,,"5只;
新亚制程 3天3板;
华懋科技 3天2板;",,
单车,2只;,"2只;
南都电源 2天2板;",,,
华为产业链,"2只;
深圳华强 13天12板;
宝馨科技 4天4板;","6只;
深圳华强 14天13板;
新亚制程 2天2板;
卓翼科技 2天2板;","3只;
深圳华强 15天14板;
伟时电子 3天3板;
深赛格 2天2板;","5只;
深圳华强 16天15板;
新亚制程 4天4板;
伟时电子 4天4板;","4只;
深圳华强 17天16板;
伟时电子 5天5板;
好上好 6天3板;"
消费电子,2只;,,,,
电子烟,,6只;,,,
VR/AR,,"6只;
伟时电子 2天2板;",,,
机器人,,5只;,"4只;
华升股份 5天3板;
日发精密 2天2板;
斯莱克 2天2板;","2只;
日发精机 3天3板;",
国企改革,,4只;,"3只;
保变电气 3天3板;
湖南天雁 2天2板;
中船科技 2天2板;",,
光伏,,2只;,,"5只;
宝馨科技 7天5板;
赛伍技术 2天2板;",
固态电池,,,"7只;
南都电源 3天3板;
东峰集团 2天2板;","2只;
科森科技 9天9板;
东峰集团 3天3板;","2只;
科森科技 10天10板;"
医药商业,,,"5只;
老百姓  4天3板;","4只;
老百姓 5天4板;
人民同泰 2天2板;
漱玉平民 2天2板;
健之佳 2天2板;",
锂电池,,,"4只;
维科技术 2天2板;",,
移动支付,,,,10只;,"3只;
恒宝股份 2天2板;
翠微股份 2天2板;"
智能驾驶,,,,"5只;
合众思壮 3天2板;",3只;
跨境电商,,,,3只;,
家居装饰,,,,"3只;
中天精装 2天2板;",
PCB,,,,3只;,
网约车,,,,2只;,"4只;
大众交通 2天2板;
锦江在线 2天2板;"
房地产概念,,,,2只;,
大金融,,,,,"3只;
天茂集团 6天5板;"
新能源汽车,,,,,"3只;
华懋科技 5天3板;"
商业零售,,,,,2只;
海南,,,,,2只;
参股券商,,,,,2只;
