类别,周一1216,周二1217,周三1218,周四1219,周五1220
市场焦点股,"宜宾纸业 7连板;
居然智家 7天6板5连板;
文峰股份 8天6板;
华丽家族 9天6板;","天娱数科 12天7板;
粤传媒 8天6板;
友阿股份 5连板;
益民集团 5连板;","中百集团 13天8板;
粤传媒 9天7板2连板;
友阿股份 6连板;
益民集团 6连板;","中百集团 14天9板2连板;
粤传媒 10天8板3连板;
宜宾纸业 10天8板;
友阿股份 7连板;
上海凤凰 6天5板4连板;","友阿股份 8连板;
汇洲智能 12天7板2连板;
瑞斯康达 5连板;"
首发经济,"11只;
友好集团 5天5板;
益民集团 4天4板;
开开实业 4天4板;
亚振家居 3天3板;
大丰实业 2天2板;
遥望科技 2天2板;
米奥会展 2天2板;
武商集团 3天2板;
上海凤凰 3天2板;","3只;
益民集团 5天5板;
上海凤凰 4天3板;","4只;
益民集团 6天6板;
上海凤凰 5天4板;
遥望科技 4天3板;","2只;
上海凤凰 6天5板;","2只;
岭南股份 6天3板;"
冰雪产业,"9只;
莱茵体育 4天4板;
冰山冷热 3天3板;
雪人股份 3天3板;
大连亚圣 3天3板;
长白山 2天2板;",,,,
商业零售,"9只;
居然智家 7天6板;
文峰股份 8天6板;
茂业商业 7天4板;
杭州解百 4天3板;
大连友谊 4天3板;
东百集团 5天3板;",,,,
机器人,"9只;
华丽家族 9天6板;
智慧农业 7天4板;
日海智能 8天4板;",,,4只;,"8只;
麦格米特 5天3板;"
养老,7只;,,,,
并购重组,"7只;
宜宾纸业 7天7板;
亚泰集团 8天5板;
友阿股份 4天4板;","4只;
友阿股份 5天5板;
国风新材 2天2板;
宁波能源 2天2板;","7只;
友阿股份 6天6板;
国风新材 3天3板;
宁波能源 3天3板;
大唐电信 2天2板;
克劳斯 3天2板;
安阳钢铁 4天2板;","5只;
宜宾纸业 10天8板;
友阿股份 7天7板;
克劳斯 4天3板;
威尔泰 2天2板;","7只;
友阿股份 8天8板;
克劳斯 5天4板;"
高速连接器,"6只;
鑫科材料 4天2板;",,,,
纺织服装,"6只;
诺邦股份 6天3板;",,,,8只;
算力工程,5只;,,,"13只;
麦格米特 4天2板;",4只;
家居装饰,"3只;
梦天家居 3天3板;",,,,2只;
字节跳动,"3只;
引力传媒 8天4板;
博瑞传媒 2天2板;
天下秀 2天2板;","2只;
天娱数科 12天7板;","5只;
博瑞传媒 4天3板;",10只;,"3只;
汇洲智能 12天7板;"
旅游酒店,"2只;
三湘印象 2天2板;",,,,
光通信,2只;,"4只;
鑫科材料 8天4板;
瑞斯康达 2天2板;","5只;
鑫科材料 9天5板;
瑞斯康达 3天3板;
汇源通信 3天2板;","8只;
鑫科材料 10天6板;
瑞斯康达 4天4板;
汇源通信 4天3板;","4只;
瑞斯康达 5天5板;
光迅科技 2天2板;"
教育产业,2只;,,,,
影视,2只;,,,,
体育产业,,6只;,"4只;
粤传媒 9天7板;
蒙娜丽莎 2天2板;
共创草坪 2天2板;","2只;
粤传媒 10天8板;",
智能电网,,"3只;
日丰股份 4天4板;","5只;
日丰股份 5天5板;
积成电子 2天2板;
白云电器 2天2板;",6只;,
央企改革,,,15只;,"3只;
中材节能 2天2板;",
芯片产业链,,,"13只;
兆易创新 4天2板;",,"17只;
鼎信通讯 3天3板;"
人脑工程,,,"12只;
创新医疗 3天2板;",,
AI眼镜,,,"8只;
瀛通通讯 6天3板;","4只;
星宸科技 2天2板;","9只;
国星光电 2天2板;
瑞芯微 2天2板;
比依股份 3天2板;"
新能源汽车,,,"7只;
奥特佳 2天2板;
浙江黎明 3天2板;
通达电气 4天2板;
通达动力 4天2板;",,
量子通信,,,"6只;
海能达 3天2板;",,
电力,,,"5只;
惠天热电 3天2板;",,
激光雷达,,,"4只;
卓翼科技 6天4板;
神通科技 4天2板;",,
液冷IDC,,,,"11只;
佳力图 3天3板;",
电商,,,,5只;,5只;
换电,,,,"2只;
鼎信通讯 2天2板;",
食品饮料,,,,,8只;
微信小店,,,,,"5只;
元隆雅图 2天2板;
实益达 2天2板;
青木科技 2天2板;
天地在线 2天2板;
米云科技 2天2板;"
家电,,,,,5只;
PCB,,,,,2只;
日化用品,,,,,2只;
