类别,周一0415,周二0416,周三0417,周四0418,周五0419
市场焦点股,"中信海直 12天6板;
建设机械 4连板;","春光科技 3连板;
同为股份 3连板;","中信海直 14天7板;
中电电机 10天6板;
春光科技 4连板;
同为股份 4连板;
宝丽迪 2连板;
朗特智能 2连板;","同为股份 5连板;
春光科技 5连板;
中信海直 15天8板2连板;
中公高科 4连板;","同为股份 6连板;
春光科技 6连板;
中信海直 16天9板3连板;"
固态电池,2只;,,"5只;
宝丽迪 2连板;","4只;
博迁新材 8天4板;
金龙羽 2连板;",
大金融,2只;,,,,
中字头,"6只;
中信海直 12天6板;","4只;
中公高科 2连板;",,,
次新股,3只;,,,,
业绩,"9只;
同为股份 2连板;","8只;
同为股份 3连板;","12只;
同为股份 4连板;
荣泰健康 2连板;
建研院 2连板;
赣能股份 2连板;
朗特智能 2连板;","15只;
同为股份 5连板;
建研院 3连板;
科华控股 2连板;
万安科技 2连板;
丽尚国潮 2连板;
威奥股份 2连板;
北方股份 2连板;
钱江摩托 2连板;","14只;
同为股份 6连板;
威奥股份 3连板;
万安科技 3连板;
安达维尔 2连板;
辉煌科技 3天2板;"
家电,,"3只;
春光科技 3连板;","4只;
春光科技 4连板;
毅昌科技 3天2板;
东贝集团 4天2板;","5只;
春光科技 5连板;
金海高科 2连板;",
人工智能,,,7只;,,
传媒,,,3只;,,
教育,,,4只;,,
算力,,,10只;,,
铜高速连接器,,,2只;,,
低空经济,,,"11只;
中信海直 14天7板;","11只;
中信海直 15天8板2连板;
设计总院 2连板;
金盾股份 2连板;
东方时尚 2连板;","10只;
中信海直 16天9板3连板;
中衡设计 3连板;
宗申动力 3天2板;
永悦科技 3天2板;"
5G-A,,,2只;,,
芯片产业链,,,11只;,,
MR,,,"4只;
力鼎光电 4天2板;",,
机器人,,,5只;,,
汽车,,,14只;,,
氢能,,,6只;,,
化工,,,4只;,"4只;
百川股份 8天4板;",
磷化工,,,,,4只;
环保,,,7只;,,
基建,,,4只;,,
家居装饰,,,5只;,,
有色金属,,,,"5只;
软控股份 2连板;",
消费电子,,,,"3只;
福日电子 2连板;",
智能电网,,,,"3只;
白云电器 2连板;",
食品饮料,,,,"3只;
乐惠国际  2连板;",
高外销,,,,3只;,
军工,,,,,2只;
高铁,,,,,2只;
复合集流体,,,,,2只;
核污染防治,,,,,2只;
油气,,,,,"12只;
海油发展 4天2板;"
航运,,,,,"2只;
凤凰航运 4天3板2连板;"
