类别,周一0408,周二0409,周三0410,周四0411,周五0412
市场焦点股,"安德利 10天6板;
莱绅通灵 5连板;
世嘉科技 5连板;","三祥新材 9天7板;
莱绅通灵 6连板;
中电电机 4连板;","三祥新材 10天8板2连板;
莱绅通灵 7连板;
中电电机 5连板;","莱绅通灵 8连板;
百通能源 4连板;
中润资源 6天4板;","莱绅通灵 9连板;
中润资源 7天5板2连板;"
华为鸿蒙,"2只;
智微智能 4天2板;",,,,
汽车产业链,5只;,,,"5只;
华达科技 2连板;",
智能驾驶,9只;,2只;,,,
固态电池,"3只;
东方锆业 3天2板;","22只;
三祥新材 9天7板;
平安电工 2连板;
丰元股份 4天2板;","5只;
三祥新材 10天8板2连板;
利民股份 2连板;",,
锂电池,,14只;,,"7只;
博迁新材 3连板;
丰元股份 6天3板;
百川股份 3天2板;",
黄金,"8只;
莱绅通灵 5连板;
中润资源 3连板;
白银有色 2连板;",,"4只;
莱绅通灵 7连板;","4只;
莱绅通灵 8连板;
中润资源 6天4板;
宁波中百 2连板;","9只;
莱绅通灵 9连板;
中润资源 7天5板2连板;
宁波中百 3连板;"
房地产产业链,5只;,,,,
电力,8只;,,"3只;
百通能源 3连板;
华银电力 3天2板;","3只;
百通能源 4连板;",
风电,,"3只;
中电电机 4连板;",,,
染料,"2只;
亚星化学 3天2板;",,,,
食品饮料,"4只;
安德利 10天6板;
一鸣食品 2连板;
海欣食品 2连板;",,,,
核污染防治,2只;,,,4只;,
有色金属&稀土,,"4只;
精艺股份 5天3板;
宁波富邦 3天2板;",,,"3只;
精艺股份 8天4板;"
造纸,,2只;,,,
有机硅,,3只;,,,
医药,,"6只;
大理药业 19天10板;","2只;
大理药业 20天11板2连板;",,
业绩,,4只;,,,"5只;
中国西电 2连板;"
低空经济,,,"6只;
中信海直 9天5板;",,
设备更新,,,"9只;
中电电机 5连板;",,"4只;
星光农机 3天2板;"
光伏,,,"2只;
博迁新材 2连板;",,
次新,,,"2只;
翔腾新材 6天3板;",,
AI,,,,"5只;
锐明技术 4天2板;",
工程机械,,,,"7只;
建设机械 2连板;","4只;
建设机械 3连板;
永达股份 2连板;
厦工股份 2连板;"
智能电网,,,,3只;,
铁矿石,,,,"2只;
正平股份 8天4板;",
旅游酒店,,,,"3只;
峨眉山A 3天2板;","2只;
峨眉山A 4天3板2连板;"
算力,,,,,6只;
家电,,,,,9只;
油气,,,,,2只;
化工,,,,,"10只;
百川股份 4天3板2连板;
正丹股份 2连板;"
