类别,周一1125,周二1126,周三1127,周四1128,周五1129
市场焦点股,"粤桂股份 13天12板11连板;
日出东方 16天13板;
东方精工 8连板;
有研新材 13天8板;
渤海化学 7连板;","南京化纤 7连板;
魅视科技 6连板;
弘讯科技 6连板;
二六三 8天6板5连板;
广博股份 8天6板5连板;
光华科技 8天6板5连板;","日出东方 18天14板;
南京化纤 8连板;
魅视科技 7连板;
广博股份 9天7板6连板;
二六三 9天7板6连板;
实丰文化 6连板;","南京化纤 9连板;
广博股份 10天8板7连板;
二六三 10天8板7连板;
生意宝 8天7板2连板;
大东方 9天7板3连板;","日出东方 20天15板;
南京化纤 10连板;
广博股份 11天9板8连板;
生意宝 9天8板3连板;
大东方 10天8板4连板;
华胜天成 7连板;"
固态电池,"22只;
有研新材 13天8板;
滨海能源 10天6板;
众源新材 5天5板;
光华科技 7天5板;
石大胜华 2天2板;
华丰股份 3天2板;
东方锆业 4天2板;","7只;
光华科技 8天6板;
龙蟠科技 2天2板;
圣阳股份 2天2板;
利民股份 4天2板;",,,2只;
机器人,"21只;
东方精工 8天8板;
爱仕达 7天6板;
弘讯科技 5天5板;
贝仕达克 3天3板;
精功科技 5天3板;
柯力传感 5天3板;
东港股份 2天2板;
南京熊猫 2天2板;
智微智能 3天2板;","2只;
弘讯科技 6天6板;","8只;
贝仕达克 5天4板;
精工科技 7天4板;
东方通信 2天2板;
新时达 3天2板;
山东章鼓 3天2板;",3只;,"43只;
山东矿机 3天3板;
泰尔股份 2天2板;
众合科技 2天2板;
睿能科技 3天2板;"
人工智能,"12只;
魅视科技 5天5板;
二六三 7天5板;
华胜天成 3天3板;
竞业达 2天2板;
智能自控 2天2板;
华扬联众 4天2板;","8只;
魅视科技 6天6板;
二六三 8天6板;
华胜天成 4天4板;","19只;
魅视科技 7天7板;
二六三 9天7板;
华胜天成 5天5板;
苏州科达 2天2板;","5只;
二六三 10天8板;
华胜天成 6天6板;
利欧股份 10天5板;",
新能源汽车,"11只;
渤海汽车 4天2板;",,,,3只;
纺织服装,"10只;
泰坦股份 4天4板;
真爱美家 3天2板;",,,,
锂电池,"9只;
粤桂股份 13天12板;
国光电器 7天6板;
威领股份 5天3板;
金圆股份 3天2板;",,4只;,,
化工,"8只;
渤海化学 7天7板;
三维化学 9天7板;
六国化工 5天5板;
德美化工 2天2板;
苏利股份 2天2板;","6只;
德美化工 3天3板;
河化股份 2天2板;",,,
文创玩具,"7只;
广博股份 7天5板;
实丰文化 4天4板;
金运激光 2天2板;
高乐股份 4天2板;","11只;
广博股份 8天6板;
实丰文化 5天5板;
高乐股份 5天3板;
奥飞娱乐 2天2板;
华立科技 2天2板;","11只;
广博股份 9天7板;
实丰文化 6天6板;
华立科技 3天3板;
新世界 3天3板;
金运激光 4天3板;
齐心集团 2天2板;","5只;
广博股份 10天8板;
新世界 4天4板;
齐心集团 3天3板;
洪兴股份 2天2板;","5只;
广博股份 11天9板;
新世界 5天5板;
齐心集团 4天4板;
洪兴股份 3天3板;"
旅游酒店,"6只;
湖南投资 2天2板;
正平股份 2天2板;",,,,
天然气,"6只;
广安爱众 3天3板;
长春燃气 2天2板;",,"3只;
南京公用 3天2板;",,
电商,"6只;
生意宝 5天5板;
返利科技 9天5板;
跨境通 2天2板;",,"6只;
生意宝 7天6板;
南极电商 6天4板;
跨境通 4天3板;",,"9只;
生意宝 9天8板;
利欧股份 11天6板;
跨境通 6天5板;
南极电商 8天5板;
天地在线 3天3板;"
并购重组,"6只;
南京化纤 6天6板;
丰华股份 2天2板;
日播时尚 4天2板;","7只;
南京化纤 7天7板;
丰华股份 3天3板;
南京商旅 2天2板;","3只;
南京化纤 8天8板;
漳州发展 2天2板;","6只;
南京化纤 9天9板;
漳州发展 3天3板;
锦龙股份 3天3板;
天地在线 2天2板;","7只;
南京化纤 10天10板;
漳州发展 4天4板;
远达环保 3天2板;"
AI医疗,5只;,,,,
食品饮料,"5只;
桂发祥 2天2板;","10只;
桂发祥 3天3板;
獐子岛 2天2板;","4只;
桂发祥 4天4板;
一鸣食品 2天2板;
东方海洋 3天2板;","7只;
桂发祥 5天5板;
一鸣食品 3天3板;
皇氏集团 2天2板;
佳禾食品 3天2板;
好想你 3天2板;
黑芝麻 4天2板;","17只;
桂发祥 6天6板;
一鸣食品 4天4板;
佳禾食品 4天3板;
黑芝麻 5天3板;"
芯片产业链,"5只;
柏诚股份 2天2板;",,11只;,4只;,2只;
文化传媒,"3只;
欢瑞世纪 3天2板;
粤传媒 4天2板;","3只;
粤传媒 5天3板;",,,
低空经济,"2只;
四川九洲 6天6板;",,,"6只;
精工科技 8天5板;
山东矿机 2天2板;
欣贺股份 2天2板;",
快递物流,,7只;,,"3只;
中储股份 3天2板;",
5G产业链,,"7只;
瑞斯康达 2天2板;",,,
医药,,"5只;
塞力医疗 2天2板;",,,
量子通信,,"5只;
星光股份 2天2板;",,"4只;
苏州科达 3天3板;
星光股份 4天3板;
浙江东方 2天2板;
复旦复华 4天2板;",
婴童,,2只;,,,
卫星互联网,,,8只;,,"5只;
云鼎科技 4天2板;"
智能驾驶,,,6只;,,"3只;
日上集团 3天3板;"
消费电子,,,"6只;
淳中科技 2天2板;","3只;
康冠科技 2天2板;
宏和科技 2天2板;",
家电,,,"5只;
日出东方 18天14板;",,
金融科技,,,4只;,,"7只;
汇金科技 3天2板;"
AI眼镜,,,3只;,2只;,
风电,,,2只;,,
深圳本地,,,,7只;,
生物质能,,,,"5只;
山高环能 5天3板;
嘉澳环保 4天2板;",
供销社系,,,,4只;,
纺服行业,,,,"4只;
万事利 2天2板;
江南高纤 3天2板;
嘉麟杰 4天2板;","8只;
真爱美家 7天4板;
万事利 3天3板;"
股权转让,,,,4只;,
数字货币,,,,3只;,"2只;
楚天龙 7天4板;"
光伏,,,,2只;,
商业零售,,,,,"6只;
大东方 10天8板;
供销大集 2天2板;"
大金融,,,,,"2只;
锦龙股份 4天4板;"
