类别,周一0527,周二0528,周三0529,周四0530,周五0531
市场焦点股,"万方发展 3连板;
众智科技 2连板;","众智科技 3连板;
郴电国际 3连板;
博通集成 3连板;
大连热电 3连板;
扬帆新材 2连板;","郴电国际 4连板;
华钰矿业 3连板;
瑞纳智能 2连板;","航天晨光 3连板;
扬帆新材 4天3板;","航天晨光 4连板;
西测测试 2连板;
光大同创 3天2板;"
低空经济,2只;,,,,
芯片产业链,"21只;
博通集成 2连板;","7只;
博通集成 3连板;
扬帆新材 2连板;","3只;
瑞纳智能 2连板;","10只;
扬帆新材 4天3板;
兴欣新材 2连板;
上海贝岭 3天2板;",
跨境电商及相关物流,8只;,,,,
出海概念,2只;,,,,
智能电网,"6只;
众智科技 2连板;","13只;
众智科技 3连板;
神马电力 2连板;","2只;
航天晨光 2连板;",,"2只;
江苏华辰 4天2板;"
电力,"4只;
郴电国际 2连板;
新中港 2连板;
大连热电 2连板;
广西能源 2连板;","9只;
郴电国际 3连板;
大连热电 3连板;
明星电力 3天2板;
西昌电力 3天2板;
芯能科技 3天2板;","3只;
郴电国际 4连板;
广西能源 4天3板;",,
化工,"5只;
北化股份 3天2板;",,,,
房地产,3只;,,,,
医药,"3只;
万方发展  3连板;",,"3只;
世荣兆业 3天2板;",,
AIPC,,2只;,,,
有色金属,,"3只;
华钰矿业 2连板;","6只;
华钰矿业 3连板;
利源股份 2连板;",,
商业航天,,,2只;,"7只;
航天晨光 3连板;
神开股份 2连板;","10天;
航天晨光 4连板;
西测测试 2连板;"
消费电子,,,4只;,3只;,
消费电子&AIPC,,,,,"9只;
光大同创 3天2板;"
汽车产业链,,,6只;,"2只;
通达电气 2连板;
福达股份 2连板;",
光伏,,,"8只;
天宸股份 6天3板;","2只;
海源复材 2连板;",
氢能,,,,3只;,
低价股,,,,3只;,"4只;
雅博股份 2连板;
申华控股 2连板;"
算力,,,,,5只;
机器人,,,,,2只;
电子烟,,,,,3只;
