类别,周一1118,周二1119,周三1120,周四1121,周五1122
市场焦点股,"大千生态 10连板;
日出东方 11天10板5连板;
中安科 14天8板4连板;
粤桂股份 8天7板6连板;
中科金财 6天5板4连板;
和而泰 6天5板;","大千生态 11连板;
粤桂股份 9天8板7连板;
渤海股份 11天7板2连板;","大千生态 12连板;
日出东方 13天11板;
粤桂股份 10天9板8连板;
渤海股份 12天8板3连板;
有研新材 10天7板;","大千生态 13连板;
日出东方 14天12板2连板;
粤桂股份 11天10板9连板;
渤海股份 13天9板4连板;
和而泰 9天7板2连板;
三维化学 7天6板2连板;","粤桂股份 12天11板10连板;
渤海股份 14天10连板5连板;
东方精工 7连板;"
人工智能,"9只;
中科金财 6天5板;
南兴股份 3天3板;
返利科技 4天3板;
岭南股份 2天2板;
金财互联 2天2板;","28只;
东方精工 4天4板;
爱仕达 3天2板;",,"10只;
魅视科技 3天3板;
天娱数科 5天3板;
二六三 5天3板;
实丰文化 2天2板;
元隆雅图 2天2板;
东易日盛 4天2板;","8只;
魅视科技 4天4板;
二六三 6天4板;
实丰文化 3天3板;"
电商,,,,"3只;
广博股份 5天3板;
南极电商 2天2板;","7只;
广博股份 6天4板;
南极电商 3天3板;"
机器人,,,"17只;
东方精工 5连板;
爱仕达 4天3板2连板;
科大智能 2连板;
拓斯达 2连板;
弘讯科技 2连板;
大恒科技 2连板;
天永智能 2连板;
国茂股份 2连板;
柯力传感 2连板;
精工科技 2连板;
永创智能 2连板;
兆威机电 2连板;","10只;
东方精工 6天6板;
爱仕达 5天4板;
弘讯科技 3天3板;
南方精工 2天2板;
大业股份 3天2板;
海得控制 3天2板;","7只;
东方精工 7天7板;
爱仕达 6天5板;
大恒科技 4天4板;
贝仕达克 2天2板;
统一股份 3天2板;"
固态电池,"6只;
酷特智能 3天3板;
滨海能源 5天3板;",3只;,"14只;
有研新材 10天7板;
滨海能源 7天4板;
鼎龙科技 3连板;
众源新材 2连板;
上海洗霸 3天2板;
北京利尔 3天2板;
蠡湖股份 4天2板;
红豆股份 4天2板;","7只;
鼎龙科技 4天4板;
众源新材 3天3板;
光华科技 5天3板;
普利特 2天2板;","6只;
滨海能源 9天5板;
众源新材 4天4板;
光华科技 6天4板;"
锂电池,"8只;
粤桂股份 8天7板;
国光电器 2天2板;","17只;
粤桂股份 9天8板;
国光电器 3天3板;","7只;
粤桂股份 10天9板8连板;
国光电器 4连板;
威领股份 2连板;
宝泰隆 3天2板;","6只;
粤桂股份 11天10板;
天际股份 3天2板;","5只;
粤桂股份 12天11板;
国光电器 6天5板;
红星发展 2天2板;
尚纬股份 2天2板;"
算力工程,,6只;,,,"4只;
动力源 2天2板;
华胜天成 2天2板;"
化工,,,"19只;
渤海化学 4连板;
三维化学 6天4板;
博菲电气 7天4板;
新乡化纤 3连板;
六国化工 2连板;
圣达生物 4天2板;","11只;
三维化学 7天6板;
渤海化学 5天5板;
六国化工 3天3板;
华塑股份 2天2板;
辉隆股份 2天2板;","4只;
渤海化学 6天6板;
六国化工 4天4板;"
天然气,,,,,"3只;
广安爱众 2天2板;"
数据要素,,,"3只;
生意宝 2连板;","4只;
生意宝 3天3板;","3只;
生意宝 4天4板;"
并购重组,"5只;
佛塑科技 2天2板;","6只;
佛塑科技 3天3板;
南京化纤 2天2板;",,"6只;
佛塑科技 5天5板;
南京化纤 4天4板;
双成药业 3天3板;
浙江建投 2天2板;","3只;
佛塑科技 6天6板;
南京化纤 5天5板;
浙江建投 3天3板;"
稀土永磁,,,,,2只;
可控核聚变,,,,,"2只;
弘讯科技 4天4板;
永鼎股份 2天2板;"
股权转让,"4只;
大千生态 10天10板;
海宁皮城 2天2板;","7只;
大千生态 11天11板;
海宁皮城 3天3板;",,"8只;
大千生态 13天13板;
海宁皮城 5天5板;
远望谷 3天3板;","2只;
远望谷 4天4板;"
军工,,,,,"2只;
四川九洲 5天5板;"
核电,,2只;,,"10只;
奥特迅 4天4板;
融发核电 3天2板;
久盛电气 3天2板;",
液冷IDC,,,,5只;,
江苏,,,,"4只;
苏州高新 3天2板;",
超导,,,,3只;,
AI应用端,,,"12只;
中科金财 8天6板;
酷特智能 5天4板;
南兴股份 5天4板;
天娱数科 4天2板;
二六三 4天2板;
利欧股份 4天2板;",,
医疗信息化,,,5只;,,
商业航天,,,7只;,,
低空经济,5只;,"5只;
四川九洲 2天2板;","5只;
中化岩土 26天16板;
四川九洲 3连板;",,
智能驾驶,,,"2只;
锦江在线 4天3板2连板;",,
并购重组&股权转让,,,"14只;
双成药业 38天20板2连板;
松发股份 25天16板2连板;
大千生态 12连板;
渤海股份 12天8板3连板;
海宁皮城 4连板;
佛塑科技 4连板;
南京化纤 3连板;
远望谷 2连板;",,
芯片产业链,,"11只;
武汉凡谷 4天2板;",,,
华为.手机,,"8只;
奥海科技 3天2板;",,,
金融科技,,4只;,,,
光伏,,3只;,,,
上海国资,"4只;
兰生股份 4天4板;
上海物贸 4天3板;
交运股份 2天2板;","3只;
交运股份 3天3板;
锦江在线 3天2板;",,,
破净股,7只;,,,,
房地产概念,"7只;
世荣兆业 4天3板;",,,,
中字头,"4只;
中国出版 4天3板;
中储股份 5天3板;",,,,
商业零售,4只;,,,,
纺织服装,"4只;
赫美集团 2天2板;",,,,
钢铁,2只;,,,,
天然气,2只;,,,,
