类别,周一1007,周二1008,周三1009,周四1010,周五1011
军工,,"5只;
佳力奇 2连板;
国科天成 2连板;
瑞可达 2连板;
中国一重 2连板;
光启技术 2连板;",,5只;,
汽车产业链,,"11只;
国华网安 10天6板2连板;
中海达 3连板;
众泰汽车 3连板;
慧翰股份 2连板;
中科创达 2连板;
银邦股份 2连板;
福特科技 2连板;
翔楼新材 2连板;
宜通世纪 2连板;
上海沿浦 2连板;
大众交通 2连板;",,,
食品饮料,,"4只;
岩石股份 9天7板4连板;
品渥食品 4连板;
舍得酒业 4连板;
酒鬼酒  4连板;",,,
大消费,,"4只;
爱美客 3连板;
润本股份 3连板;
孩子王 2连板;
爱婴室 2连板;",,,
房地产,,"6只;
阳光股份 6连板;
金融街 5连板;
卓康科技 9天5板2连板;
衢州发展 4连板;
华侨城A 4连板;
绿地控股 4连板;",,"2只;
云南城投 6天4板;
津投城开 6天3板;",2只;
环保,,"2只;
新动力 4连板;
蒙草生态 2连板;",,,
并购重组&股权转让,,"5只;
双成药业 13连板;
永辉超市 6连板;
合肥城建 5连板;
思林杰 5天4板2连板;
旗天科技 4天3板2连板;",,,"4只;
国泰君安 2天2板;
海通证券 2天2板;"
算力工程,,,"3只;
卓朗科技 10天7板;
安奈儿 5天3板;
中创环保 2天2板;",,
智能驾驶,,,"3只;
锦江在线 3天3板;","7只;
力帆科技 4天2板;",
新型工业化,,,2只;,,
次新股,,,"2只;
众鑫股份 3天3板;",,
中字头,,,,25只;,
新型城镇化,,,,7只;,
风电,,,,7只;,
煤炭,,,,"6只;
陕西黑猫 4天2板;",
农林牧渔,,,,4只;,
神经网络,,,,3只;,
高铁轨交,,,,2只;,
消费电子,,,,"2只;
可川科技 3天2板;",
跨境支付,,,,,"8只;
中油资本 8天4板;
四方精创 5天3板;
京北方 5天3板;
科蓝软件 5天3板;"
婴童,,,,,3只;
有机硅,,,,,"3只;
宏达新材 3天3板;"
