类别,周一1209,周二1210,周三1211,周四1212,周五1213
市场焦点股,"一鸣食品 10连板;
爱仕达 17天10板2连板;
泰尔股份 8连板;
日上集团 9天8板4连板;","一鸣食品 11连板;
爱仕达 18天11板3连板;
泰尔股份 9连板;
日上集团 10天9板5连板;","一鸣食品 12连板;
爱仕达 19天12板4连板;
日上集团 11天10板6连板;
东方智造 16天10板4连板;
广安爱众 15天9板2连板;","日上集团 12天11板7连板;
东方智造 17天11板5连板;
广安爱众 16天10板3连板;
建设工业 9天8板3连板;
星光股份 14天8板4连板;
山东玻纤 7连板;","东方智造 18天12板6连板;
广安爱众 17天11板4连板;
建设工业 10天9板4连板;
宜宾纸业 6连板;"
机器人,"23只;
爱仕达 17天10板;
泰尔股份 8天8板;
奋达科技 10天5板;
中南股份 3天3板;
汉王科技 3天3板;
天桥起重 4天3板;
蓝黛科技 3天2板;
中电兴发 4天2板;","34只;
爱仕达 18天11板;
泰尔股份 9天9板;
建设工业 7天6板;
巨轮智能 8天6板;
奋达科技 11天6板;
汉王科技 4天4板;
天桥起重 5天4板;
华丽家族 5天4板;
埃夫特U 8天4板;
天润工业 5天3板;
福达股份 3天2板;
新时达 3天2板;","17只;
爱仕达 19天12板;
建设工业 8天7板;
奋达科技 12天7板;
华丽家族 6天5板;
中南股份 5天4板;
移远通信 2天2板;
申昊科技 3天2板;
智慧农业 4天2板;","12只;
建设工业 9天8板;
巨轮智能 10天7板;
统一股份 7天4板;
日海智能 6天3板;
卓翼科技 2天2板;
铭科精技 4天2板;","8只;
爱仕达 21天13板;
建设工业 10天9板;
五洲新春 11天8板;
北纬科技 3天3板;
智慧农业 6天3板;"
人工智能,"17只;
天娱数科 6天4板;
华扬联众 3天3板;
风语筑 3天3板;
汇洲智能 3天3板;
金财互联 3天3板;
福石控股 3天3板;
能科科技 3天3板;
视觉中国 5天3板;
同为股份 2天2板;","5只;
天娱数科 7天5板;
金财互联 4天4板;
华扬联众 4天4板;","7只;
汇洲智能 5天4板;","5只;
金财互联 6天5板;
榕基软件 3天2板;
建艺集团 4天2板;",
低价股,"10只;
山子高科 6天5板;
江南高纤 10天5板;
梅雁吉祥 3天3板;
正平股份 2天2板;
仁智股份 4天2板;","5只;
山子高科 7天6板;
江南高纤 11天6板;
卓郎智能 4天3板;
居然智家 3天2板;","21只;
梅雁吉祥 5天4板;
雅博股份 8天4板;
利源股份 8天4板;
胜利精密 4天3板;
居然智家 4天3板;
仁智股份 6天3板;
文科股份 2天2板;
金正大 4天2板;
山鹰国际 4天2板;
赤天化 4天2板;
鑫科材料 4天2板;","5只;
卓郎智能 6天5板;
德展健康 5天4板;
安泰集团 2天2板;",
智能驾驶,"6只;
日上集团 9天8板;","3只;
日上集团 10天9板;
索菱股份 2天2板;",,,5只;
PEEK材料,5只;,"6只;
中欣氟材 2天2板;
中研股份 2天2板;
新瀚新材 2天2板;
沃特股份 2天2板;",,,
医药,5只;,,,"3只;
开开实业 2天2板;
第一医药 2天2板;","2只;
开开实业 3天3板;
人民同泰 2天2板;"
食品饮料,"5只;
一鸣食品 10天10板;","18只;
一鸣食品 11天11板;
双塔食品 2天2板;
惠发食品 2天2板;
东方海洋 2天2板;","12只;
一鸣食品 12天12板;
惠发食品 3天3板;
海欣食品 2天2板;
李子园 2天2板;
良品铺子 2天2板;
西安饮食 2天2板;","17只;
惠发食品 4天4板;
李子园 3天3板;
海欣食品 3天3板;
良品铺子 3天3板;
金枫酒业 2天2板;
桃李面包 2天2板;
熊猫乳品 3天2板;",
新能源汽车,"4只;
喜悦智行 2天2板;",,,,
并购重组,"4只;
永安行 3天3板;
宁波精达 4天3板;
宜宾纸业 2天2板;","3只;
宁波精达 5天4板;
宜宾纸业 3天3板;","6只;
宁波精达 6天5板;
宜宾纸业 4天4板;
亚泰集团 5天3板;","6只;
宜宾纸业 5天5板;
亚泰集团 6天4板;
友阿股份 2天2板;","3只;
宜宾纸业 6天6板;
友阿股份 3天3板;"
