类别,周一1014,周二1015,周三1016,周四1017,周五1018
市场焦点股,"双成药业 17天15板;
常山北明 18天10板;
卓朗科技 13天9板2连板;
中粮资本 10天9板;
中油资本 9天5板2连板;
润和软件 7天5板;","双成药业  18天16板2连板;
海能达 14天11板;
岩石股份 14天8板;
光大嘉宝 9天6板3连板;
信达地产 9天5板2连板;","双成药业 19天17板3连板;
海能达 15天12连板2连板;
常山北明 20天11板;
光大嘉宝 10天7板4连板;
信达地产 10天6板3连板;
青龙管业 7天5板3连板;","双成药业 20天18板4连板;
国华网安 17天9板;
光大嘉宝 11天8板5连板;
华立股份 5连板;
光智科技 4连板;
大宏立 4连板;","双成药业 21天19板5连板;
海能达 17天13板;
国华网安 18天10板2连板;
光大嘉宝 12天9板6连板;"
华为产业链,"20只;
常山北明 18天10板;
卓朗科技 13天9板2连板;
润和软件 7天5板;
国华网安 6天4板2连板;
拓维信息 6天4板;
华立股份 2连板;","6只;
华立股份 3天3板;
无限传媒 2天2板;","9只;
豪尔赛 2天2板;","10只;
浙大网新 4天3板;
深圳华强 2天2板;",
化债概念股,"16只;
光大嘉宝 8天5板2连板;
云南城投 8天5板;
宏达新材 4连板;
蒙草生态 6天4板;
津投城开 8天4板;","3只;
光大嘉宝 9天6板;
信达地产 2天2板;",,"3只;
光大嘉宝 11天8板;
青岛金王 5天4板;","3只;
光大嘉宝 12天9板6连板;"
基建&西部开发,"16只;
青龙管业 5天3板;
西部建设 3天2板;",,"60只;
青龙管业 7天5板;
高新发展 8天5板;
成都路桥 3天3板;
重庆建工 3天3板;
大宏立 3天3板;
四川金顶 3天3板;
西部建设 5天3板;
华体科技 2天2板;
华西能源 2天2板;
四川双马 2天2板;
新筑股份 3天2板;
四川九洲 3天2板;
川润股份 3天2板;",,
军工,"9只;
红相股份 4天3板;","7只;
北方长龙 6天3板;
长城军工 2天2板;",,,
芯片产业链,"7只;
国民技术 6天4板;","5只;
经纬辉开 2天2板;",,"2只;
国风新材 2天2板;","30只;
珂玛科技 10天5板;
国民技术 10天5板;
国风新材 3连板;
综艺股份 2连板;
金海通 2连板;
华东重机 4天2板;"
并购重组,"7只;
双成药业 17天15板;
海通证券 3连板;
宝塔实业 2连板;","2只;
双成药业 18天16板;
光智科技 2天2板;","6只;
双成药业 19天17板;
常山北明 20天11板;
华立股份 4天4板;
光智科技 3天3板;
经纬辉开 3天3板;","6只;
双成药业 20天18板;
华立股份 5天5板;
光智科技 4天4板;",
并购重组&股权转让,,,,,"12只;
双成药业 21天19板5连板;
华立股份 6连板;
光智科技 5连板;
城地香江 4连板;
文一科技 4连板;
东晶电子 3连板;
捷邦科技 4天3板2连板;
富乐德 2连板;
松发股份 2连板;
国发科技 2连板;"
消费电子,5只;,,,,
跨境支付,"4只;
中油资本 9天5板2连板;
科蓝软件6天4板2连板;
青岛金王 2连板;","3只;
青岛金王 3天3板;",3只;,,
光伏,4只;,,,,
环保,2只;,,,,
中字头,"2只;
中粮资本 10天9板;",,,,
新型城镇化,,"11只;
青龙管业 6天4板;
高新发展 7天4板;
成都路桥 2天2板;
重庆建工 2天2板;
维业股份 2天2板;
四川金顶 2天2板;","4只;
德才股份 2天2板;",,
股权转让,,"3只;
群兴玩具 3天2板;","2只;
城地香江 2天2板;","5只;
城地香江 3天3板;
东晶电子 6天3板;
文一科技 2天2板;",
文化传媒,,2只;,,,
电商,,"2只;
跨境通 11天6板;",,,
固态电池,,2只;,,,
传呼机,,"2只;
海能达 14天11板;
福日电子 6天3板;","2只;
海能达 15天12板;
福日电子 7天4板;",,
业绩超预期,,2只;,,,
房地产概念,,,"17只;
光大嘉宝 10天7板;
信达地产 3天3板;
渝开发 3天2板;
世联行 3天2板;",,
人脑工程,,,"4只;
浙大网新 3天2板;",,
金融科技,,,4只;,,
光刻胶,,,3只;,,
消费电子,,,3只;,"2只;
捷邦科技 3天2板;","11只;
欧菲光 2连板;"
成渝板块,,,,"10只;
成都路桥 4天4板;
重庆建工 4天4板;
大宏立 4天4板;
四川金顶 4天4板;
川润股份 4天3板;
四川长虹 2天2板;
四川成渝 2天2板;","5只;
成都路桥 5连板;
重庆建工 5连板;
四川金顶 5连板;
川润股份 3连板;"
网络安全,,,,"7只;
国华网安 9天5板;",
低空经济,,,,5只;,"9只;
纵横通信 2连板;
中化岩土 3天2板;"
智能驾驶,,,,4只;,
核电,,,,4只;,
高速连接器,,,,3只;,
算力工程,,,,3只;,
人工智能,,,,3只;,
网约车,,,,2只;,
算力产业链,,,,,"11只;
四川长虹 3连板;
汉鑫科技 2连板;
凯旺科技 2连板;"
英伟达概念,,,,,4只;
光伏,,,,,7只;
汽车产业链,,,,,4只;
大金融,,,,,"4只;
天风证券 14天8板;"
婴童,,,,,2只;
循环经济,,,,,3只;
