类别,周一0520,周二0521,周三0522,周四0523,周五0524
市场焦点股,"亚振家居 5连板;
我爱我家 3连板;
园林股份 3连板;","南京化纤 8天7板;
金瑞矿业 3连板;
沃格光电 3连板;","金瑞矿业 4连板;
我爱我家 5天4板;
汇绿生态 3连板;
正虹科技 3连板;
英力股份 2连板;","正虹科技 4连板;
英力股份 3连板;
新华联 3连板;","正虹科技 5连板;
新华联 4连板;
隆扬电子 2连板;"
玻璃基板,"7只;
沃格光电 2连板;
金瑞矿业 2连板;
五方光电 2连板;
雷曼光电 2连板;
安彩高科 2连板;","3只;
金瑞矿业 3连板;
沃格光电 3连板;","4只;
金瑞矿业 4连板;",,
有色金属&黄金,13只;,,,,
化工&化纤,4只;,"4只;
南京化纤 8天7板;
尤夫股份 5天3板;",4只;,,
民爆,"4只;
保利联合 5天3板2连板;",,,,
基建,"2只;
园林股份 3连板;",,,,
房地产产业链,"4只;
亚振家居 5连板;
我爱我家 3连板;
城投控股 2连板;",2只;,"5只;
我爱我家 5天4板;
渝开发 2连板;","3只;
渝开发 3连板;",
旅游,2只;,,,,
食品饮料,3只;,,,,
AI PC,,3只;,"2只;
英力股份 2连板;",,
铜箔/覆铜板,,2只;,,,
商业航天,,,2只;,,
高速连接器,,,3只;,,"4只;
意华股份 2连板;"
光伏,,,26只;,"6只;
英力股份 3连板;
清源股份 2连板;
天宸股份 2连板;
拓日新能 2连板;",
医美,,,3只;,,
电磁屏蔽,,,,9只;,"3只;
沃特股份 2连板;
万方发展 2连板;
隆扬电子 2连板;"
低空经济,,,,"3只;
上工申贝 2连板;",
PEEK概念,,,,2只;,
军工,,,,3只;,
合成生物,,,,,"3只;
正虹科技 5连板;"
液冷IDC,,,,,2只;
虚拟电厂,,,,,7只;
电力,,,,,11只;
乳业,,,,,2只;
医药,,,,,2只;
