序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
145,002689,远大智能,10.05747127532959,3.83,477811792,3994351136.92,3995880057.6,12.553975105285645,9942304,141909,143112,1,3/2,1,专用设备,2024-11-06
66,833284,灵鸽科技,30.000001907348633,14.95,305856368,675708156.5,1566545392.75,46.77198791503906,5995353,093912,145045,7,1/1,1,专用设备,2024-11-06
46,600835,上海机电,10.026385307312012,20.85,679166992,16815614655.000002,21324114655.2,4.068234920501709,148111623,093108,095009,5,1/1,1,专用设备,2024-11-06
89,300276,三丰智能,19.918699264526367,5.9,1823430512,6022542539.8,8266153652.8,31.853519439697266,53813699,100709,135657,2,1/1,1,专用设备,2024-11-06
34,603666,亿嘉和,9.985369682312012,30.07,50023249,6209178837.12,6209178837.12,0.8056339025497437,177584399,092504,092504,0,5/5,5,专用设备,2024-11-06
40,300484,蓝海华腾,20.011306762695312,21.23,362748112,3489315096.19,4409086737.0,10.46658706665039,172661467,093015,093015,0,1/1,1,专用设备,2024-11-06
13,002651,利君股份,9.957324981689453,7.73,68133511,4371033944.93,7988645800.0,1.5587503910064697,90617499,092500,092500,0,2/2,2,专用设备,2024-11-06
99,002198,嘉应制药,10.016155242919922,6.81,214539658,3456142064.8799996,3456142119.3599997,6.381807327270508,52045418,102827,102827,0,1/1,1,中药,2024-11-06
84,300044,赛为智能,20.034542083740234,6.95,954831168,5308225394.1,5308891162.400001,19.3422908782959,162478212,095842,095842,0,1/1,1,互联网服,2024-11-06
53,002912,中新赛克,10.003323554992676,33.1,191761754,5369548564.1,5651891200.0,3.610922336578369,113040769,093212,093212,0,9/6,1,互联网服,2024-11-06
69,838227,美登科技,29.983837127685547,48.25,250758025,850343718.0,1878927375.0,30.555931091308594,3012440,094121,145251,11,1/1,1,互联网服,2024-11-06
74,002195,岩山科技,9.86842155456543,3.34,1120385232,18747583700.079998,18976359311.36,6.105466365814209,92889451,094554,094554,0,1/1,1,互联网服,2024-11-06
94,871263,莱赛激光,29.978925704956055,24.67,305833392,673936219.49,1962292924.89,47.984806060791016,16744663,102330,102330,0,1/1,1,仪器仪表,2024-11-06
61,688622,禾信仪器,20.005596160888672,42.89,181857065,3002197321.34,3002197321.34,6.183468818664551,51848691,093429,093429,0,2/2,2,仪器仪表,2024-11-06
103,002617,露笑科技,10.060976028442383,7.22,923863088,13656296161.64,13884102626.88,7.036953926086426,129071261,103642,103642,0,1/1,1,光伏设备,2024-11-06
3,000536,华映科技,10.040705680847168,8.11,2901485760,22408599204.76,22432526008.0,12.97006607055664,135721425,092500,145642,4,9/9,9,光学光电,2024-11-06
63,600651,飞乐音响,9.954751014709473,4.86,383958112,12184156152.900002,12184156157.76,3.203073740005493,56086927,093540,094422,4,5/3,1,光学光电,2024-11-06
25,603679,华体科技,9.988584518432617,19.27,30767619,3144800389.73,3144800389.73,0.9783647656440735,58464043,092501,092501,0,3/3,3,光学光电,2024-11-06
31,600363,联创光电,10.007122039794922,61.78,299591488,28123846835.0,28123846464.32,1.0652577877044678,569053850,092503,092503,0,7/6,3,光学光电,2024-11-06
14,002765,蓝黛科技,9.989258766174316,10.24,90117120,6101723033.6,6677791703.04,1.4769126176834106,754664448,092500,092500,0,5/5,5,光学光电,2024-11-06
38,002387,维信诺,9.990108489990234,11.12,321165280,15395348722.72,15453735861.759998,2.0873804092407227,126858794,093003,093009,1,2/2,2,光学光电,2024-11-06
5,000605,渤海股份,10.049423217773438,6.68,35647733,2222026629.56,2355759501.44,1.604289174079895,59228306,092500,092500,0,2/2,2,公用事业,2024-11-06
95,600811,东方集团,9.964412689208984,3.09,1820915568,11305521849.15,11305521827.519999,16.76738166809082,84270544,102506,131951,3,12/9,1,农牧饲渔,2024-11-06
150,600354,敦煌种业,9.947644233703613,6.3,488759584,3325153104.0,3325153104.0,15.405647277832031,8411130,145412,150000,1,1/1,1,农牧饲渔,2024-11-06
90,837403,康农种业,29.945430755615234,19.05,190810979,568208160.0,1352020410.0,35.641334533691406,20630216,100842,102012,1,1/1,1,农牧饲渔,2024-11-06
148,002041,登海种业,9.980430603027344,11.24,704855184,9891200000.0,9891200000.0,7.409865856170654,34508508,144721,144721,0,1/1,1,农牧饲渔,2024-11-06
147,600313,农发种业,10.044313430786133,7.45,1013995152,8062380039.35,8062379987.2,12.884148597717285,29710883,144212,144212,0,1/1,1,农牧饲渔,2024-11-06
146,831087,秋乐种业,29.991849899291992,15.95,454865072,2560953133.75,2634940000.0,19.52720832824707,8202957,143245,145206,2,1/1,1,农牧饲渔,2024-11-06
113,002086,东方海洋,10.080645561218262,2.73,147455541,2432283945.0,5347923934.08,6.29832124710083,38541127,110303,110303,0,1/1,1,农牧饲渔,2024-11-06
124,603336,宏辉果蔬,10.060362815856934,5.47,358514928,3120010222.0699997,3120010194.72,11.837625503540039,9178714,130048,134651,2,1/1,1,农牧饲渔,2024-11-06
115,300189,神农种业,20.060789108276367,3.95,1218930608,3500677917.3,4044800000.0,36.8632926940918,21682600,111227,133006,10,1/1,1,农牧饲渔,2024-11-06
116,603360,百傲化学,10.004674911499023,23.53,305069296,11869601838.51,11869601956.16,2.7341277599334717,108962676,111641,111641,0,1/1,1,农药兽药,2024-11-06
77,603718,海利生物,9.974093437194824,8.49,221740733,5467560000.0,5585571000.0,4.142725467681885,24044248,094840,095225,1,1/1,1,农药兽药,2024-11-06
88,002513,蓝丰生化,10.014513969421387,7.58,458033952,2000423739.1,2844624461.76,23.6446533203125,28517582,100418,110742,4,14/8,5,农药兽药,2024-11-06
39,600210,紫江企业,10.031347274780273,7.02,214119574,10647487829.16,10647487843.199999,2.0192410945892334,102392316,093009,093009,0,1/1,1,包装材料,2024-11-06
57,002476,宝莫股份,10.0,4.95,111328806,3029157202.5,3029400000.0,3.742255449295044,35732565,093327,093327,0,1/1,1,化学制品,2024-11-06
49,000881,中广核技,9.959623336791992,8.17,130785906,6457110733.2699995,7724128851.36,2.051908254623413,87732442,093151,093151,0,1/1,1,化学制品,2024-11-06
100,603285,键邦股份,10.017196655273438,25.59,309092736,1003051639.4399999,4094400000.0,31.657835006713867,16170321,102830,105521,6,1/1,1,化学制品,2024-11-06
110,600513,联环药业,10.030706405639648,10.75,333988768,3068654902.5,3068654924.0,11.147899627685547,23772227,105424,112339,4,1/1,1,化学制药,2024-11-06
73,000566,海南海药,9.925093650817871,5.87,1063938880,6843890132.71,7615533254.400001,15.754623413085938,695595,094533,150000,15,2/2,2,化学制药,2024-11-06
4,000597,东北制药,10.059171676635742,5.58,64323087,7850309981.04,7974396213.12,0.8193700313568115,128819126,092500,092500,0,1/1,1,化学制药,2024-11-06
87,603310,巍华新材,10.022778511047363,19.32,390608112,1307741646.1200001,6671968800.0,30.365501403808594,30436187,100047,112517,5,1/1,1,化学原料,2024-11-06
101,601216,君正集团,10.022271156311035,4.94,1612748608,41683805906.600006,41683805363.200005,3.9454879760742188,8085100,103136,145521,5,1/1,1,化学原料,2024-11-06
30,688656,浩欧博,19.996990203857422,79.75,36706134,5028901658.0,5028901658.0,0.7299035787582397,386469377,092502,092502,0,5/5,5,医疗器械,2024-11-06
41,002416,爱施德,10.020554542541504,21.41,2843944272,26203791148.64,26533023509.28,10.939849853515625,270104749,093018,144900,2,7/7,7,商业百货,2024-11-06
131,000564,供销大集,10.185185432434082,2.38,2582380720,36513801039.799995,45609789926.4,7.519643783569336,27257913,133651,145512,4,2/2,2,商业百货,2024-11-06
