序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
52,300295,三六五网,19.978046417236328,10.93,356720416,1831306460.32,2085714124.02,20.614253997802734,53143846,130245,130245,0,1/1,1,互联网服,2024-08-30
27,600228,返利科技,10.043667793273926,5.04,53188452,1514136420.72,2365312642.56,3.5827879905700684,22070910,095253,095253,0,1/1,1,互联网服,2024-08-30
22,600410,华胜天成,10.0,3.96,75321274,4342118944.68,4342118964.48,1.7709591388702393,44053998,094457,094457,0,1/1,1,互联网服,2024-08-30
17,300399,天利科技,20.0,12.54,379797456,2477662291.5,2477904000.0,15.918814659118652,60437533,094054,094457,1,1/1,1,互联网服,2024-08-30
13,002771,真视通,10.0,17.05,383695088,2975474867.75,3576477905.0,13.014992713928223,20445848,093503,095924,1,1/1,1,互联网服,2024-08-30
63,603700,宁水集团,10.050762176513672,10.84,169325366,2203143280.0,2203143280.0,8.279172897338867,11306466,145103,145451,1,4/2,1,仪器仪表,2024-08-30
44,301129,瑞纳智能,19.98813819885254,20.23,78497987,726362196.0,2761435460.0,11.610574722290039,92256487,105218,105218,0,1/1,1,仪器仪表,2024-08-30
12,002819,东方中科,9.98580265045166,23.24,127887715,5456715559.679999,6949615232.0,2.366987705230713,59437462,093118,093118,0,1/1,1,仪器仪表,2024-08-30
15,000627,天茂集团,9.826589584350586,1.9,70904126,8649757913.5,9387195571.199999,0.84229975938797,30021850,093857,093857,0,1/1,1,保险,2024-08-30
35,002222,福晶科技,10.014727592468262,22.41,499629408,10491279933.15,10538302500.0,4.871699810028076,20666950,103054,103054,0,1/1,1,光学光电,2024-08-30
1,000045,深纺织Ａ,9.988518714904785,9.58,385026720,4378269313.42,4852479380.4800005,9.134316444396973,48380705,092500,130809,1,2/2,2,光学光电,2024-08-30
32,600552,凯盛科技,10.008203506469727,13.41,1408011744,12667178448.54,12667178475.36,11.504071235656738,144699264,101657,101657,0,5/3,2,光学光电,2024-08-30
5,003015,日久光电,9.983360290527344,13.22,93703360,3238788119.1400003,3715701403.84,2.8931610584259033,143701400,092500,092500,0,2/2,2,光学光电,2024-08-30
2,002387,维信诺,10.033445358276367,6.58,128023188,9108354248.28,9143582107.52,1.4068832397460938,45179365,092500,093054,1,1/1,1,光学光电,2024-08-30
47,301036,双乐股份,20.00749397277832,32.03,430409440,2256053357.02,3203000000.0,20.53156280517578,48368503,110815,110815,0,1/1,1,化学制品,2024-08-30
19,000766,通化金马,9.972489356994629,15.99,392127968,15446462819.19,15454250316.960001,2.565774440765381,67350103,094157,094157,0,2/2,2,化学制药,2024-08-30
56,603883,老百姓,10.024450302124023,13.5,534857984,10231875895.5,10263120768.0,5.542325496673584,52574980,132400,132400,0,1/1,1,医药商业,2024-08-30
49,000679,大连友谊,10.071942329406738,3.06,44562930,1090584000.0,1090584000.0,4.288902759552002,36147015,130015,130015,0,1/1,1,商业百货,2024-08-30
50,600280,中央商场,9.836065292358398,2.68,290421888,3023937231.84,3023937221.1200004,9.913094520568848,11288964,130101,132846,3,1/1,1,商业百货,2024-08-30
24,603991,至正股份,10.0,39.82,68398084,2967983620.36,2967983620.36,2.34976863861084,37315322,094931,094931,0,1/1,1,塑料制品,2024-08-30
