序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
107,300875,捷强装备,20.00877571105957,27.35,208203534,1803438952.45,2730480439.85,12.902507781982422,9935817,145548,145654,1,1/1,1,专用设备,2024-02-26
34,301199,迈赫股份,20.02012062072754,23.86,128572691,1105672400.0,3181492400.0,11.833168029785156,35550207,093200,094730,1,1/1,1,专用设备,2024-02-26
65,600579,克劳斯,10.05221939086914,8.43,586453216,4185420470.37,4185420411.3599997,14.473637580871582,24083658,102410,102410,0,10/6,5,专用设备,2024-02-26
58,002009,天奇股份,10.018726348876953,11.75,240696484,4388296916.5,4791258772.0,5.545100688934326,29595947,095103,095842,1,1/1,1,专用设备,2024-02-26
63,603011,合锻智能,10.013531684875488,8.13,527293632,4019589372.8100004,4019589332.1600003,13.469720840454102,59876222,101342,101342,0,7/5,4,专用设备,2024-02-26
44,301138,华研精机,20.0,25.08,68377291,752400000.0,3009600000.0,9.672136306762695,20530111,094051,094051,0,1/1,1,专用设备,2024-02-26
22,601798,蓝科高新,9.990009307861328,11.01,91177586,3903355459.98,3903355393.92,2.3358771800994873,407846259,092502,092502,0,8/8,8,专用设备,2024-02-26
91,603656,泰禾智能,9.975469589233398,13.45,193180272,2466398565.1,2466398565.1,8.182409286499023,67939985,132945,133130,1,1/1,1,专用设备,2024-02-26
72,600302,标准股份,9.975668907165527,4.52,91127765,1563964314.08,1563964332.1599998,6.062633514404297,19680048,110557,110557,0,4/2,1,专用设备,2024-02-26
16,603960,克来机电,9.997051239013672,37.3,62617226,9757668810.0,9812082050.0,0.6417232155799866,430850584,092500,092500,0,17/13,12,专用设备,2024-02-26
73,603789,星光农机,9.943181991577148,7.74,97947408,2012400000.0,2147223121.92,5.077256202697754,36957486,111056,111056,0,1/1,1,专用设备,2024-02-26
14,300512,中亚股份,20.032310485839844,7.43,66691264,2430946062.6,3053407716.3199997,2.7434284687042236,30116063,092500,092500,0,1/1,1,专用设备,2024-02-26
46,002523,天桥起重,10.0,3.08,247670903,4341672291.88,4363253664.0,5.793370246887207,55463623,094121,094121,0,1/1,1,专用设备,2024-02-26
64,603095,越剑智能,10.0,14.3,58250015,2642640000.0,2642640000.0,2.262786865234375,25476308,101634,101634,0,1/1,1,专用设备,2024-02-26
77,603895,天永智能,10.0,20.02,61852629,2163761600.0,2163761600.0,2.970477342605591,37499161,112209,112209,0,1/1,1,专用设备,2024-02-26
10,002975,博杰股份,9.996417045593262,30.7,7734190,2219583321.7,4271113124.2,0.3484523296356201,278220960,092500,092500,0,2/2,2,专用设备,2024-02-26
49,301112,信邦智能,20.0,26.88,194053191,974585713.92,2963966208.0,20.552505493164062,27278522,094406,103518,9,1/1,1,专用设备,2024-02-26
8,002611,东方精工,10.080645561218262,5.46,43759115,5545961513.82,6773776464.0,0.78902667760849,603304938,092500,092500,0,2/2,2,专用设备,2024-02-26
13,300486,东杰智能,20.0,6.6,38103615,2588746162.2,2689037366.3999996,1.47189462184906,126701685,092500,092500,0,2/2,2,专用设备,2024-02-26
80,002316,亚联发展,10.027100563049316,4.06,200706635,1278930449.9999998,1596067199.9999998,16.21533966064453,516026,130206,150000,3,1/1,1,互联网服,2024-02-26
96,600571,信雅达,10.035842895507812,15.35,2313321104,6840581721.05,7165315652.8,34.91446304321289,62950211,134316,134316,0,6/6,6,互联网服,2024-02-26
45,603111,康尼机电,10.0,6.05,172769026,5057698662.5,5562474156.8,3.498279333114624,33552695,094054,094054,0,4/2,1,交运设备,2024-02-26
60,002877,智能自控,10.0,8.8,179154105,1834573866.4,3110712704.0000005,10.062981605529785,29905744,095221,105842,1,1/1,1,仪器仪表,2024-02-26
47,002175,东方智造,9.865470886230469,2.45,79646033,3128094406.15,3128112764.0,2.625243902206421,32257631,094306,094306,0,1/1,1,仪器仪表,2024-02-26
99,002952,亚世光电,10.014859199523926,37.02,685188896,4888307084.64,6083866800.000001,14.819788932800293,137163727,134821,134927,1,4/4,4,光学光电,2024-02-26
33,002217,合力泰,10.169490814208984,1.95,765620848,6070426734.45,6077011636.8,12.879850387573242,11297325,093154,145057,13,7/5,4,光学光电,2024-02-26
24,002587,奥拓电子,9.950248718261719,6.63,464145776,3415928383.92,4319737780.8,13.736332893371582,51877058,093000,100012,2,2/2,2,光学光电,2024-02-26
50,603363,傲农生物,10.025707244873047,4.28,279396320,3156307519.84,3724775870.0800004,9.016225814819336,13559938,094501,112016,3,7/5,3,农牧饲渔,2024-02-26
42,000659,珠海中富,10.21505355834961,2.05,30682841,2635690166.0,2635690182.3999996,1.18999445438385,26694712,094009,094009,0,1/1,1,包装材料,2024-02-26
3,000908,景峰医药,9.909910202026367,2.44,74508051,1924935244.28,2146649418.8799999,3.905890703201294,23096356,092500,093139,1,6/6,6,化学制药,2024-02-26
95,600889,南京化纤,10.049019813537598,4.49,39446781,1644893584.9,1644893611.8400002,2.5019521713256836,15361188,133903,133903,0,1/1,1,化纤行业,2024-02-26
79,000936,华西股份,10.049627304077148,8.87,608540368,7856965185.429999,7858934245.599999,8.15067195892334,211002221,130000,130000,0,1/1,1,化纤行业,2024-02-26
52,688325,赛微微电,19.98562240600586,33.38,94593240,1251887425.46,2781586343.26,7.712673187255859,23450317,094543,095237,2,1/1,1,半导体,2024-02-26
21,603933,睿能科技,9.985527992248535,15.2,12784720,3154677540.0,3195489540.0,0.4052623510360718,61265120,092501,092501,0,7/7,7,半导体,2024-02-26
105,002336,人人乐,10.010881423950195,10.11,204349656,3772799250.0,4448400000.0,5.739326477050781,15717319,144915,144915,0,2/2,2,商业百货,2024-02-26
89,301332,德尔玛,20.0,12.72,188009982,1147143138.48,5871074949.12,17.68295669555664,45846060,132512,132512,0,1/1,1,家电行业,2024-02-26
85,603677,奇精机械,10.046082496643066,11.94,55118811,2294239382.88,2294239382.88,2.5057430267333984,45749304,131307,131307,0,1/1,1,家电行业,2024-02-26
93,002076,星光股份,10.119048118591309,1.85,85765989,1917784246.0500002,2051880317.6000001,4.5813889503479,7090676,133133,144633,3,1/1,1,家电行业,2024-02-26
6,002403,爱仕达,9.986684799194336,8.26,13827075,2527035110.04,2813674637.7599998,0.5471659302711487,110512357,092500,092500,0,3/3,3,家电行业,2024-02-26
92,002959,小熊电器,9.992178916931152,56.25,362599360,8671472493.75,8823059212.5,4.275705814361572,14338125,133009,145009,4,1/1,1,家电行业,2024-02-26
48,002097,山河智能,9.98307991027832,6.5,405648752,6972398153.5,6985012216.0,5.957835674285889,55917322,094406,104345,1,1/1,1,工程机械,2024-02-26
98,600375,汉马科技,10.082304000854492,5.35,278585392,3500584415.3999996,3500584436.7999997,8.249484062194824,1941515,134745,145609,12,7/6,4,工程机械,2024-02-26
74,600565,迪马股份,10.236220359802246,1.4,186565965,3488108797.6,3488108803.2,5.616997718811035,8627007,111122,111122,0,4/3,2,房地产开,2024-02-26
66,000056,皇庭国际,9.960159301757812,2.76,202073601,2494291441.08,3339844867.2,8.46701431274414,27889518,102854,102854,0,6/3,1,房地产服,2024-02-26
70,000526,学大教育,10.0,57.64,288818960,6787842546.76,7039268226.76,4.4348554611206055,32912267,110009,110009,0,1/1,1,教育,2024-02-26
71,600661,昂立教育,10.020242691040039,10.87,282260096,3114785782.1,3114785803.8399997,9.6622314453125,23969437,110043,110043,0,6/3,1,教育,2024-02-26
62,002621,美吉姆,9.803921699523926,2.24,224709900,1797265440.3200002,1841812976.64,12.895777702331543,12979232,095524,112333,5,3/3,3,教育,2024-02-26
104,603729,龙韵股份,10.009488105773926,23.19,505898832,2164508220.0,2164508220.0,25.19947624206543,2053242,144441,145453,2,6/4,1,文化传媒,2024-02-26
106,603598,引力传媒,10.0,17.6,742970160,4714387040.0,4714387040.0,17.5068359375,92949120,145224,145224,0,6/3,1,文化传媒,2024-02-26
30,603825,华扬联众,9.973980903625488,12.68,267963999,3212307479.36,3212307479.36,8.464710235595703,63971868,093108,093344,1,14/7,6,文化传媒,2024-02-26
18,600640,国脉文化,10.007147789001465,15.39,23527816,12245760516.6,12245760455.04,0.19213029742240906,516479581,092501,092501,0,6/6,6,文化传媒,2024-02-26
57,600733,北汽蓝谷,9.93914794921875,5.42,1416779360,24604996245.68,30208387517.44,5.819295406341553,33691283,094903,144451,10,1/1,1,汽车整车,2024-02-26
78,603335,迪生力,10.10988998413086,5.01,63189095,2145004446.0,2145004486.08,3.0857419967651367,16302760,112818,112818,0,4/2,1,汽车零部,2024-02-26
61,600960,渤海汽车,9.907120704650879,3.55,102575571,3374330088.8999996,3374330096.0,3.107015609741211,30358890,095222,095901,2,1/1,1,汽车零部,2024-02-26
90,002921,联诚精密,10.034602165222168,12.72,154092842,1407082176.96,1664795698.8000002,11.275463104248047,2020826,132600,144133,7,1/1,1,汽车零部,2024-02-26
