序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业,date
136,603060,国检集团,2.290076494216919,8.04,8.65,298115248,6463585533.959999,6463585493.759999,4.608818531036377,0.0,1,2.2310962677001953,0/0,1,专业服务,2024-11-22
116,001256,炜冈科技,3.452054738998413,18.88,20.08,153524260,773001574.4,2692525095.04,19.97773551940918,1.9438445568084717,1,3.1091103553771973,0/0,1,专用设备,2024-11-22
135,300499,高澜股份,2.3728814125061035,18.12,21.24,1076606976,4917920316.72,5531103907.200001,21.2196102142334,0.0,1,1.5216929912567139,0/0,1,专用设备,2024-11-22
24,003036,泰坦股份,10.04444408416748,12.38,12.38,29536390,2674163267.88,2674163267.88,1.1045095920562744,0.0,1,0.5994467735290527,3/3,3,专用设备,2024-11-22
57,603015,弘讯科技,9.98116683959961,11.68,11.68,58443216,4721277920.0,4721278013.44,1.2378685474395752,0.0,1,0.5138829350471497,4/4,3,专用设备,2024-11-22
77,002779,中坚科技,7.836299896240234,58.76,59.94,853528992,6959212689.0,7756320000.0,12.171323776245117,0.0,1,2.4523189067840576,0/0,1,专用设备,2024-11-22
80,688218,江苏北人,7.657657623291016,23.9,26.64,415229936,2832565979.5,2832565979.5,15.12997817993164,0.0,1,1.4171372652053833,0/0,1,专用设备,2024-11-22
108,300486,东杰智能,4.787961959838867,7.66,8.77,702528176,3032509724.68,3121034889.28,22.601337432861328,0.0,1,1.6362065076828003,0/0,1,专用设备,2024-11-22
160,002527,新时达,1.0563379526138306,8.61,9.37,539819888,4556244380.5199995,5708957758.559999,11.561396598815918,0.0,1,2.3212108612060547,0/0,1,专用设备,2024-11-22
30,002611,东方精工,10.023309707641602,14.16,14.16,253895852,14090216787.12,17261696117.76,1.8019300699234009,0.0,1,0.21359331905841827,7/7,3,专用设备,2024-11-22
126,002837,英维克,2.852395534515381,37.14,39.72,1569314432,24015541154.28,27625574632.32,6.4319891929626465,0.026932399719953537,1,1.272748351097107,0/0,1,专用设备,2024-11-22
83,300875,捷强装备,7.349298000335693,39.0,43.6,690432528,2597884185.0,3893555289.0,26.958173751831055,0.0,1,3.133591413497925,0/0,1,专用设备,2024-11-22
168,836717,瑞星股份,0.7725321650505066,11.74,15.14,135709158,491671200.0,1346343200.0,25.297161102294922,-0.508474588394165,1,1.8170732259750366,0/0,1,专用设备,2024-11-22
84,600479,千金药业,7.243963241577148,12.88,13.21,827008816,5390371666.96,5461082905.6,15.621429443359375,0.07770007848739624,1,7.8507208824157715,2/1,1,中药,2024-11-22
49,002095,生 意 宝,9.994874000549316,21.46,21.46,370842176,5401662585.900001,5423371200.0,6.873037815093994,0.0,1,1.6030815839767456,4/4,3,互联网服,2024-11-22
35,600410,华胜天成,10.015897750854492,6.92,6.92,1798323264,7587743206.36,7587743240.96,24.168933868408203,0.0,1,7.350937366485596,2/2,3,互联网服,2024-11-22
131,002354,天娱数科,2.611940383911133,5.5,5.9,3307424848,8901040401.0,9100222032.0,35.42156982421875,0.0,1,1.9934793710708618,6/3,3,互联网服,2024-11-22
38,600228,返利科技,10.01430606842041,7.69,7.69,499046656,3204187370.71,3224204632.96,15.856236457824707,0.0,1,0.903573215007782,8/4,3,互联网服,2024-11-22
40,003005,竞业达,10.010427474975586,31.65,31.65,249611035,2336437245.2999997,4696860000.0,10.89897346496582,0.0,1,1.510507583618164,1/1,1,互联网服,2024-11-22
16,301171,易点天下,11.462574005126953,35.59,38.32,5324040704,10989303139.750002,16794419323.360003,47.25813293457031,0.0,1,1.3527582883834839,0/0,1,互联网服,2024-11-22
15,301001,凯淳股份,12.231620788574219,34.5,36.89,633878752,1735350000.0,2760000000.0,39.62834930419922,0.0,1,2.9891932010650635,2/1,1,互联网服,2024-11-22
128,301270,汉仪股份,2.7486910820007324,39.25,45.84,315772352,2906918781.25,3925000000.0,10.724239349365234,0.0,1,2.373267650604248,0/0,1,互联网服,2024-11-22
105,301110,青木科技,4.9830121994018555,46.35,52.98,470932880,2249844434.55,4289012684.55,20.339473724365234,0.0,1,2.3589980602264404,0/0,1,互联网服,2024-11-22
107,838227,美登科技,4.795737266540527,59.0,73.19,248836969,1039798536.0,2297548500.0,23.45105743408203,0.0,1,0.8765798211097717,0/0,1,互联网服,2024-11-22
94,688500,慧辰股份,5.695876121520996,41.01,46.56,450292560,3045997655.1,3045997655.1,14.414273262023926,0.0,1,3.6074934005737305,0/0,1,互联网服,2024-11-22
122,834407,驰诚股份,2.9855642318725586,31.39,39.62,266738465,811467598.5,2061695200.0,33.071712493896484,1.2907389402389526,1,2.2601101398468018,3/2,3,仪器仪表,2024-11-22
3,832651,天罡股份,29.97209930419922,32.61,32.61,275511776,498113543.31,1989210000.0,58.96523666381836,0.0,1,3.7176108360290527,1/1,1,仪器仪表,2024-11-22
165,430476,海能技术,0.8208955526351929,13.51,17.42,144849352,864083023.23,1142673098.0,16.204689025878906,0.07407407462596893,1,1.7828996181488037,0/0,1,仪器仪表,2024-11-22
150,603662,柯力传感,1.6375545263290405,46.55,50.38,1963251104,13072630355.4,13111246187.199999,14.788174629211426,0.0,1,1.5922868251800537,4/2,3,仪器仪表,2024-11-22
163,832145,恒合股份,0.8718980550765991,15.04,19.38,321268048,674201840.0,1061071999.9999999,42.240299224853516,0.06653359532356262,1,5.010836601257324,2/1,1,仪器仪表,2024-11-22
66,002658,雪迪龙,9.938838005065918,7.19,7.19,323410944,2578803140.31,4571121072.320001,12.7799654006958,0.0,1,7.793617248535156,1/1,1,仪器仪表,2024-11-22
68,002175,东方智造,9.919570922851562,4.1,4.1,86999151,5234770230.7,5234800952.0,1.6619478464126587,0.0,1,0.16103079915046692,3/3,3,仪器仪表,2024-11-22
20,002877,智能自控,10.049627304077148,8.87,8.87,474102608,2076075513.6799998,3135418265.4399996,23.09061050415039,0.0,1,7.927065849304199,1/1,1,仪器仪表,2024-11-22
81,300076,GQY视讯,7.523510456085205,6.86,7.66,401404368,2908640000.0,2908640000.0,14.145628929138184,0.0,1,1.5857439041137695,0/0,1,光学光电,2024-11-22
127,002587,奥拓电子,2.769679307937622,7.05,7.55,1113022784,3632322037.2,4593386328.0,29.717998504638672,0.0,1,2.1589882373809814,0/0,1,光学光电,2024-11-22
103,600283,钱江水利,5.0429182052612305,9.79,10.25,261528155,4838159857.19,4838159886.559999,5.386592864990234,0.0,1,5.643403053283691,0/0,1,公用事业,2024-11-22
46,000605,渤海股份,10.0,13.53,13.53,1192403552,4500601841.01,4771470966.24,26.793981552124023,0.0,1,1.7003227472305298,14/10,3,公用事业,2024-11-22
53,603585,苏利股份,9.98389720916748,13.66,13.66,183225565,2458831281.4,2511422281.4,7.494637966156006,0.0,1,12.582386016845703,1/1,1,农药兽药,2024-11-22
109,603086,先达股份,4.7131147384643555,5.11,5.37,176411019,2221895160.73,2221895124.96,7.850516319274902,-0.1953125,1,4.253625392913818,0/0,1,农药兽药,2024-11-22
124,002846,英联股份,2.8697571754455566,9.32,9.97,343667856,2395408654.7200003,3914340650.2400002,14.090902328491211,-0.1071811318397522,1,1.4512699842453003,0/0,1,包装材料,2024-11-22
167,002303,美盈森,0.8064515590667725,3.75,4.09,707448896,2977089116.25,5742463800.0,23.812665939331055,0.26737967133522034,1,3.6165647506713867,2/1,1,包装材料,2024-11-22
146,002497,雅化集团,1.845637559890747,12.14,13.11,1055251200,12789780619.460001,13992109089.92,8.100089073181152,0.0,1,2.7698378562927246,0/0,1,化学制品,2024-11-22
9,688196,卓越新能,20.0,44.52,44.52,267996566,5342400000.0,5342400000.0,5.298707485198975,0.0,1,1.6916307210922241,1/1,1,化学制品,2024-11-22
60,002054,德美化工,9.965035438537598,6.29,6.29,167917705,2408053403.91,3032506218.2400002,7.103266716003418,0.0,1,4.518539905548096,1/1,1,化学制品,2024-11-22
115,603110,东方材料,3.607333183288574,17.52,18.6,579496128,3525492344.64,3525492344.64,16.445903778076172,-0.2277904450893402,1,1.250759243965149,0/0,1,化学制品,2024-11-22
31,600800,渤海化学,10.022778511047363,4.83,4.83,787000112,5359996943.28,5361518393.28,14.742765426635742,0.0,1,4.872730731964111,6/6,3,化学制品,2024-11-22
148,002246,北化股份,1.802507758140564,12.99,14.04,609530256,7131961974.06,7131962052.0,8.432525634765625,0.0,1,2.024583339691162,0/0,1,化学制品,2024-11-22
157,873527,夜光明,1.082113265991211,15.88,20.42,90901963,575101933.5600001,953478076.0,15.281647682189941,-0.2512562870979309,1,1.7787015438079834,0/0,1,化学制品,2024-11-22
