序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001379,C腾达,25.11,3.63,0.88,274899,674090840.18,17.17,26.38,22.22,23.0,24.23,0.81,56.1,50.42,3.56,2024-01-22
2,601033,C永兴,17.54,-9.17,-1.77,432927,789963166.0,9.79,19.2,17.31,18.86,19.31,0.56,29.75,17.86,1.57,2024-01-22
3,301567,C贝隆,48.74,-1.14,-0.56,87112,449575704.27,11.03,54.18,48.74,50.01,49.3,0.72,48.4,61.69,4.94,2024-01-22
4,603312,西典新能,32.8,-9.99,-3.64,96574,330351075.0,6.83,35.29,32.8,34.73,36.44,0.62,28.33,27.73,3.19,2024-01-22
5,001387,雪祺电气,26.9,-9.4,-2.79,148065,409416628.23,6.84,28.75,26.72,28.01,29.69,0.92,44.19,28.54,3.27,2024-01-22
6,603325,博隆技术,65.65,-5.27,-3.65,21184,144325833.0,6.65,70.2,65.59,68.56,69.3,0.52,12.97,18.52,2.04,2024-01-22
7,688717,艾罗能源,89.53,-5.26,-4.97,36806,340151188.0,8.03,95.6,88.01,93.5,94.5,0.7,19.83,10.55,3.34,2024-01-22
8,301566,达利凯普,20.1,-3.97,-0.83,60942,125799804.75,8.55,21.44,19.65,20.97,20.93,0.61,13.33,60.81,6.52,2024-01-22
9,301578,辰奕智能,56.46,-5.88,-3.53,18394,107117578.23,7.47,60.28,55.8,59.89,59.99,0.75,16.17,31.39,3.04,2024-01-22
10,603004,鼎龙科技,24.63,-4.01,-1.03,126446,325928910.0,8.34,26.64,24.5,25.4,25.66,0.82,21.91,35.91,3.15,2024-01-22
11,301526,国际复材,5.09,-1.74,-0.09,670144,345820109.3,5.6,5.3,5.01,5.14,5.18,0.61,12.27,34.35,2.28,2024-01-22
