序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603205,C健尔康,79.0,12.73,8.92,215631,1788870380.0,33.86,96.21,72.48,75.5,70.08,0.92,73.35,76.08,6.81,2024-11-08
2,301633,C港迪,132.9,-3.08,-4.23,83481,1193034720.81,20.74,158.5,130.06,145.8,137.13,0.77,59.97,95.63,8.32,2024-11-08
3,301628,强达电路,98.24,0.9,0.88,57662,565308622.72,5.21,100.89,95.82,96.88,97.36,0.52,30.6,69.71,7.09,2024-11-08
4,688726,拉普拉斯,62.39,4.8,2.86,102382,640719221.0,8.8,65.0,59.76,59.76,59.53,1.21,30.35,32.92,7.55,2024-11-08
5,301613,新铝时代,71.32,1.87,1.31,51545,368120133.65,3.69,72.95,70.37,70.81,70.01,0.82,22.67,33.12,4.68,2024-11-08
6,301626,苏州天脉,117.3,1.01,1.17,49819,583599967.45,9.17,123.0,112.35,115.0,116.13,0.72,22.65,72.49,9.34,2024-11-08
7,301592,六九一二,156.2,10.8,15.23,96333,1480764907.83,20.93,167.0,137.49,138.94,140.97,1.44,55.05,698.18,12.6,2024-11-08
8,301556,托普云农,78.69,1.35,1.05,38719,306262885.62,4.83,80.77,77.02,77.02,77.64,0.81,21.1,65.71,7.48,2024-11-08
9,301522,上大股份,46.05,4.19,1.85,168766,768103653.94,3.78,46.14,44.47,44.5,44.2,0.9,23.89,102.98,9.4,2024-11-08
10,001279,强邦新材,52.51,0.79,0.41,52947,280381945.08,2.74,53.69,52.26,52.26,52.1,0.9,14.39,90.64,8.74,2024-11-08
