序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301502,C华阳智,59.05,24.29,11.54,95413,516273058.64,43.13,65.0,44.51,45.88,47.51,1.03,70.51,52.58,4.2,2024-02-06
2,603082,北自科技,28.71,-1.37,-0.4,162931,455938073.0,15.12,30.6,26.2,27.39,29.11,0.9,51.24,29.2,3.2,2024-02-06
3,603375,盛景微,45.39,1.48,0.66,87797,375559902.0,13.95,46.5,40.26,42.23,44.73,1.04,44.51,28.64,3.02,2024-02-06
4,301577,美信科技,47.0,5.03,2.25,39826,183990622.75,12.63,48.66,43.01,44.0,44.75,0.74,35.9,38.55,2.78,2024-02-06
5,001379,腾达科技,16.17,5.07,0.78,162063,255396567.81,15.79,16.93,14.5,14.9,15.39,0.95,33.08,32.47,2.3,2024-02-06
6,601033,永兴股份,13.18,5.36,0.67,193345,249959340.0,10.15,13.37,12.1,12.39,12.51,0.83,13.29,13.42,1.18,2024-02-06
7,301567,贝隆精密,33.45,3.24,1.05,48525,158160168.05,13.43,34.5,30.15,31.48,32.4,0.7,26.96,42.34,3.39,2024-02-06
8,603312,西典新能,26.6,2.9,0.75,74374,192899081.0,12.15,27.2,24.06,24.69,25.85,0.81,21.82,22.49,2.59,2024-02-06
9,001387,雪祺电气,19.06,9.98,1.73,75268,135797312.1,13.96,19.06,16.64,16.9,17.33,0.93,22.46,20.22,2.32,2024-02-06
10,603325,博隆技术,56.77,6.45,3.44,15822,87227036.0,10.61,57.41,51.75,52.68,53.33,0.91,9.69,16.01,1.77,2024-02-06
