序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688584,N合晶,21.23,-6.31,-1.43,249374,481853343.0,21.45,22.66,17.8,19.77,22.66,,47.7,49.27,3.39,2024-02-08
2,301589,N诺瓦,384.0,202.62,257.11,56469,2068998713.63,67.52,418.68,333.0,333.0,126.89,,73.32,32.45,5.39,2024-02-08
3,688709,C华微,20.45,3.86,0.76,340269,675388644.0,17.72,21.5,18.01,18.7,19.69,0.69,47.45,49.99,5.0,2024-02-08
4,301502,C华阳智,40.5,-6.14,-2.65,75187,307217114.83,15.25,44.98,38.4,40.16,43.15,0.81,55.56,36.06,2.88,2024-02-08
5,603082,北自科技,27.66,7.04,1.82,134716,361913641.0,14.98,28.42,24.55,25.8,25.84,0.85,42.37,28.13,3.08,2024-02-08
6,603375,盛景微,43.79,7.2,2.94,66604,285935319.0,12.0,44.94,40.04,40.95,40.85,0.86,33.76,27.63,2.91,2024-02-08
7,301577,美信科技,42.57,6.08,2.44,37191,154304540.47,9.64,42.97,39.1,41.2,40.13,0.83,33.52,34.92,2.51,2024-02-08
8,001379,腾达科技,15.04,3.37,0.49,97705,144903418.12,7.01,15.2,14.18,14.23,14.55,0.65,19.94,30.2,2.14,2024-02-08
9,601033,永兴股份,13.72,6.77,0.87,247104,326576487.0,9.57,13.77,12.54,12.99,12.85,1.21,16.98,13.97,1.22,2024-02-08
10,301567,贝隆精密,32.05,6.58,1.98,44626,139191053.59,9.25,32.55,29.77,30.88,30.07,0.76,24.79,40.57,3.25,2024-02-08
11,603312,西典新能,26.12,5.11,1.27,59974,153645182.0,7.97,26.5,24.52,24.85,24.85,0.65,17.6,22.08,2.54,2024-02-08
12,001387,雪祺电气,18.6,4.79,0.85,93732,169038998.95,11.89,18.8,16.69,17.62,17.75,1.13,27.98,19.73,2.26,2024-02-08
13,603325,博隆技术,59.77,8.87,4.87,17159,98778372.0,8.16,59.86,55.38,55.38,54.9,1.15,10.5,16.86,1.86,2024-02-08
