序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688717,C艾罗,86.9,5.59,4.6,69664,611404260.0,12.98,92.88,82.2,82.2,82.3,0.86,37.54,10.24,3.24,2024-01-09
2,301566,达利凯普,23.52,-6.18,-1.55,169935,407251726.46,10.85,25.49,22.77,25.0,25.07,0.7,37.16,71.16,7.63,2024-01-09
3,301578,辰奕智能,69.0,-3.75,-2.69,44434,312730143.0,8.12,73.47,67.65,72.53,71.69,0.82,39.05,38.36,3.71,2024-01-09
4,603004,鼎龙科技,30.91,-9.41,-3.21,285335,891993387.0,6.33,32.87,30.71,31.77,34.12,1.25,49.45,45.06,3.95,2024-01-09
5,301526,国际复材,5.25,-5.23,-0.29,1222488,650114515.61,7.4,5.57,5.16,5.51,5.54,0.74,22.39,35.43,2.35,2024-01-09
6,601096,宏盛华源,5.6,-7.44,-0.45,2700359,1572591281.0,13.39,6.26,5.45,6.2,6.05,1.24,41.63,126.25,3.56,2024-01-09
7,001358,兴欣新材,43.88,-1.68,-0.75,27543,122301421.97,4.44,45.48,43.5,45.0,44.63,0.63,12.78,22.5,2.57,2024-01-09
8,603373,安邦护卫,42.62,-2.2,-0.96,71877,305986558.0,5.44,43.79,41.42,42.8,43.58,0.69,27.29,45.85,2.74,2024-01-09
9,301413,安培龙,64.0,-2.14,-1.4,25539,166575000.7,6.36,67.32,63.16,65.1,65.4,0.7,15.82,59.61,4.29,2024-01-09
10,603231,索宝蛋白,22.22,-2.03,-0.46,77875,174762269.0,3.97,22.97,22.07,22.54,22.68,0.83,16.6,26.79,2.29,2024-01-09
11,301459,丰茂股份,44.0,-3.02,-1.37,22323,99938492.2,5.4,46.22,43.77,45.29,45.37,0.91,11.77,22.83,3.37,2024-01-09
12,001239,永达股份,20.3,-3.65,-0.77,127985,262739986.38,7.21,21.46,19.94,21.1,21.07,0.68,26.78,59.21,4.08,2024-01-09
