序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301502,C华阳智,47.51,-20.78,-12.46,77151,397650656.76,16.68,56.0,46.0,56.0,59.97,0.72,57.01,42.3,3.38,2024-02-05
2,603082,C北自,29.11,-25.51,-9.97,157685,526588318.0,20.73,37.1,29.0,36.53,39.08,0.85,49.59,29.61,3.25,2024-02-05
3,603375,盛景微,44.73,6.02,2.54,88457,388380367.0,16.38,46.41,39.5,42.5,42.19,0.93,44.84,28.23,2.98,2024-02-05
4,301577,美信科技,44.75,-11.75,-5.96,39508,185767038.63,11.73,50.46,44.51,50.11,50.71,0.61,35.61,36.7,2.64,2024-02-05
5,001379,腾达科技,15.39,-10.0,-1.71,116540,183980883.51,10.99,17.27,15.39,17.1,17.1,0.76,23.78,30.9,2.18,2024-02-05
6,601033,永兴股份,12.51,-7.47,-1.01,202521,261145931.0,8.73,13.58,12.4,13.35,13.52,0.74,13.92,12.74,1.12,2024-02-05
7,301567,贝隆精密,32.4,-17.77,-7.0,51045,176773310.7,15.36,38.38,32.33,38.0,39.4,0.65,28.36,41.01,3.29,2024-02-05
8,603312,西典新能,25.85,-9.99,-2.87,77578,204194672.0,7.94,28.13,25.85,27.99,28.72,0.82,22.76,21.85,2.52,2024-02-05
9,001387,雪祺电气,17.33,-10.02,-1.93,70035,125783964.73,10.49,19.35,17.33,18.87,19.26,0.76,20.9,18.39,2.11,2024-02-05
10,603325,博隆技术,53.33,-6.44,-3.67,16456,89369957.0,7.72,56.3,51.9,56.0,57.0,0.84,10.07,15.04,1.66,2024-02-05
