序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603312,C西典,48.3,15.83,6.6,243090,1137250863.0,26.79,53.35,42.18,43.01,41.7,1.04,71.32,40.83,4.7,2024-01-12
2,001387,C雪祺,33.18,1.04,0.34,241052,799229193.87,15.04,35.62,30.68,31.2,32.84,0.93,71.94,35.2,4.04,2024-01-12
3,603325,C博隆,79.4,-3.48,-2.86,61631,508208316.0,8.84,86.3,79.03,80.63,82.26,0.69,37.73,22.4,2.47,2024-01-12
4,688717,艾罗能源,118.05,-3.02,-3.68,62524,746730208.0,8.07,125.0,115.18,121.0,121.73,0.89,33.69,13.91,4.4,2024-01-12
5,301566,达利凯普,23.77,-2.3,-0.56,118306,285938474.93,4.4,24.76,23.69,24.18,24.33,0.67,25.87,71.91,7.71,2024-01-12
6,301578,辰奕智能,69.8,-3.06,-2.2,34058,243554342.66,5.71,73.9,69.79,71.0,72.0,0.77,29.93,38.81,3.75,2024-01-12
7,603004,鼎龙科技,30.35,-2.25,-0.7,216650,671577197.0,6.7,32.23,30.15,30.45,31.05,0.88,37.55,44.25,3.88,2024-01-12
8,301526,国际复材,5.57,-1.94,-0.11,1979036,1148033098.0,9.15,6.08,5.56,5.58,5.68,1.17,36.24,37.59,2.5,2024-01-12
9,601096,宏盛华源,6.75,-0.44,-0.03,4449769,3161866545.0,12.98,7.46,6.58,6.65,6.78,1.61,68.59,152.18,4.29,2024-01-12
10,001358,兴欣新材,44.72,-2.38,-1.09,36458,166952297.5,6.2,47.3,44.46,45.98,45.81,1.17,16.91,22.93,2.62,2024-01-12
11,603373,安邦护卫,40.0,-4.78,-2.01,45814,187064349.0,5.67,42.26,39.88,41.85,42.01,0.6,17.39,43.03,2.57,2024-01-12
12,301413,安培龙,63.9,-2.04,-1.33,23881,156475289.4,5.81,67.49,63.7,64.6,65.23,1.0,14.79,59.51,4.28,2024-01-12
13,603231,索宝蛋白,24.47,-8.97,-2.41,246807,645121743.0,13.24,27.8,24.24,26.85,26.88,2.03,52.62,29.51,2.52,2024-01-12
14,301459,丰茂股份,43.36,-2.54,-1.13,15263,67388016.77,4.16,44.88,43.03,44.48,44.49,0.79,8.05,22.5,3.33,2024-01-12
