序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603375,C盛景微,59.5,0.93,0.55,104726,631695221.0,7.57,62.36,57.9,60.97,58.95,0.74,53.09,37.55,3.96,2024-01-25
2,301577,C美信,65.23,-5.37,-3.7,64869,428779775.13,10.18,70.9,63.88,69.99,68.93,0.76,58.47,53.5,3.85,2024-01-25
3,001379,C腾达,21.25,-3.63,-0.8,221969,470877201.27,8.21,22.18,20.37,21.6,22.05,0.76,45.3,42.67,3.02,2024-01-25
4,601033,永兴股份,16.93,-2.7,-0.47,416730,704117215.0,3.79,17.26,16.6,17.22,17.4,0.77,28.64,17.24,1.51,2024-01-25
5,301567,贝隆精密,44.43,-1.24,-0.56,61548,270754413.66,5.02,45.0,42.74,44.06,44.99,0.71,34.19,56.23,4.51,2024-01-25
6,603312,西典新能,33.97,-1.65,-0.57,97850,328704637.0,3.91,34.18,32.83,33.69,34.54,0.82,28.71,28.72,3.31,2024-01-25
7,001387,雪祺电气,24.26,-2.37,-0.59,114969,276560987.14,4.79,24.58,23.39,24.38,24.85,0.8,34.31,25.74,2.95,2024-01-25
8,603325,博隆技术,69.84,4.68,3.12,31053,214240923.0,7.13,71.36,66.6,66.6,66.72,1.22,19.01,19.7,2.17,2024-01-25
9,688717,艾罗能源,94.71,-2.03,-1.96,36336,337719788.0,7.71,97.1,89.65,96.97,96.67,0.77,19.58,11.16,3.53,2024-01-25
10,301566,达利凯普,20.65,2.63,0.53,66163,135199973.23,5.17,20.83,19.79,19.9,20.12,0.97,14.47,62.47,6.7,2024-01-25
11,301578,辰奕智能,57.01,1.62,0.91,19348,109198895.94,4.21,57.49,55.13,55.95,56.1,1.0,17.0,31.7,3.07,2024-01-25
12,603004,鼎龙科技,25.45,1.8,0.45,109412,275774917.0,4.12,25.63,24.6,24.79,25.0,0.91,18.96,37.1,3.25,2024-01-25
13,301526,国际复材,5.29,0.57,0.03,977633,512347977.55,3.42,5.3,5.12,5.21,5.26,1.08,17.9,35.7,2.37,2024-01-25
