序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,301567,C贝隆,65.4,4.36,2.73,135769,846338595.53,17.25,68.5,57.69,61.2,62.67,0.9,75.43,82.78,6.63,2024-01-17
2,603312,C西典,39.16,-8.61,-3.69,141186,567471993.0,6.65,41.96,39.11,41.96,42.85,0.68,41.42,33.1,3.81,2024-01-17
3,001387,C雪祺,29.36,2.3,0.66,170964,493802644.31,9.48,29.99,27.27,28.2,28.7,0.83,51.03,31.15,3.57,2024-01-17
4,603325,博隆技术,72.11,-7.49,-5.84,46896,346740954.0,7.31,77.8,72.1,77.77,77.95,0.72,28.71,20.34,2.24,2024-01-17
5,688717,艾罗能源,107.18,-7.48,-8.67,44991,492422151.0,6.75,114.0,106.18,113.65,115.85,0.66,24.24,12.63,3.99,2024-01-17
6,301566,达利凯普,21.94,-5.55,-1.29,90116,201185171.39,6.07,23.22,21.81,23.14,23.23,0.7,19.71,66.38,7.12,2024-01-17
7,301578,辰奕智能,63.05,-5.19,-3.45,23167,148192594.32,5.22,66.17,62.7,66.0,66.5,0.69,20.36,35.06,3.39,2024-01-17
8,603004,鼎龙科技,27.38,-4.23,-1.21,154954,431706571.0,6.05,28.9,27.17,28.04,28.59,0.78,26.86,39.92,3.5,2024-01-17
9,301526,国际复材,5.12,-5.01,-0.27,845388,439826873.54,3.9,5.33,5.12,5.31,5.39,0.55,15.48,34.55,2.29,2024-01-17
10,601096,宏盛华源,6.1,-10.03,-0.68,2428873,1525943395.0,8.26,6.66,6.1,6.59,6.78,0.76,37.44,137.52,3.88,2024-01-17
11,001358,兴欣新材,41.62,-3.48,-1.5,20768,87497404.34,2.83,42.78,41.56,42.73,43.12,0.72,9.63,21.34,2.44,2024-01-17
12,603373,安邦护卫,38.58,-2.21,-0.87,57415,228322046.0,7.66,41.03,38.01,38.99,39.45,1.04,21.8,41.5,2.48,2024-01-17
13,301413,安培龙,58.55,-6.02,-3.75,21023,125719534.63,5.65,61.88,58.36,61.88,62.3,1.03,13.02,54.53,3.92,2024-01-17
