序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688717,C艾罗,85.61,-7.36,-6.8,65766,593732095.0,10.82,95.5,85.5,91.8,92.41,0.62,35.44,10.09,3.19,2024-01-05
2,301566,C达利,28.43,5.26,1.42,237540,668559919.05,13.14,29.63,26.08,27.45,27.01,0.84,51.95,86.01,9.22,2024-01-05
3,301578,辰奕智能,71.04,-5.91,-4.46,53474,394281859.27,9.25,77.99,71.01,73.93,75.5,0.8,46.99,39.5,3.82,2024-01-05
4,603004,鼎龙科技,37.91,-10.0,-4.21,338138,1352484482.0,18.26,45.6,37.91,44.72,42.12,1.24,58.6,55.27,4.84,2024-01-05
5,301526,国际复材,5.66,6.19,0.33,2495608,1423018788.89,10.51,5.96,5.4,5.44,5.33,1.56,45.7,38.2,2.54,2024-01-05
6,601096,宏盛华源,6.17,9.98,0.56,1677562,1008793718.0,5.88,6.17,5.84,5.9,5.61,0.78,25.86,139.1,3.92,2024-01-05
7,001358,兴欣新材,46.31,-2.11,-1.0,38649,182111543.38,4.8,48.32,46.05,46.96,47.31,0.67,17.93,23.75,2.71,2024-01-05
8,603373,安邦护卫,48.42,-0.37,-0.18,93479,454505262.0,5.72,49.99,47.21,49.0,48.6,0.77,35.49,52.09,3.11,2024-01-05
9,301413,安培龙,67.26,-5.88,-4.2,28402,196292922.47,6.88,71.97,67.05,70.52,71.46,0.57,17.59,62.64,4.51,2024-01-05
10,603231,索宝蛋白,24.59,3.76,0.89,140028,338191852.0,8.95,25.3,23.18,23.38,23.7,1.56,29.85,29.65,2.53,2024-01-05
11,301459,丰茂股份,45.4,-2.83,-1.32,23278,107453624.51,4.49,47.25,45.15,46.55,46.72,0.79,12.27,23.55,3.48,2024-01-05
12,001239,永达股份,22.43,-0.44,-0.1,171206,383750254.26,7.01,23.18,21.6,22.3,22.53,0.65,35.83,65.43,4.51,2024-01-05
13,301516,中远通,21.5,2.82,0.59,202930,435006331.4,7.89,22.2,20.55,21.2,20.91,1.12,32.8,74.48,4.11,2024-01-05
14,688720,艾森股份,51.77,-4.45,-2.41,12241,65121993.0,6.66,55.28,51.67,54.3,54.18,0.93,7.36,184.61,4.55,2024-01-05
