序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603375,N盛景微,58.95,54.4,20.77,142078,873314252.0,24.1,67.0,57.8,65.0,38.18,,72.02,37.2,3.92,2024-01-24
2,301577,N美信,68.93,88.8,32.42,85657,645161454.2,40.18,82.49,67.82,80.0,36.51,,77.2,56.54,4.07,2024-01-24
3,001379,C腾达,22.05,-6.69,-1.58,253863,560538565.64,10.11,23.5,21.11,21.38,23.63,0.83,51.81,44.28,3.13,2024-01-24
4,601033,C永兴,17.4,-1.08,-0.19,391231,688918384.0,7.67,18.29,16.94,17.3,17.59,0.68,26.89,17.72,1.55,2024-01-24
5,301567,贝隆精密,44.99,-4.38,-2.06,73814,333548149.17,8.8,47.54,43.4,47.5,47.05,0.74,41.01,56.94,4.56,2024-01-24
6,603312,西典新能,34.54,-4.27,-1.54,132129,464570580.0,10.06,37.11,33.48,36.79,36.08,1.08,38.77,29.2,3.36,2024-01-24
7,001387,雪祺电气,24.85,-6.75,-1.8,134648,340947282.23,10.02,26.79,24.12,26.79,26.65,0.9,40.19,26.37,3.02,2024-01-24
8,603325,博隆技术,66.72,0.42,0.28,19657,130189334.0,5.39,68.33,64.75,66.67,66.44,0.64,12.03,18.82,2.08,2024-01-24
9,688717,艾罗能源,96.67,-0.19,-0.18,36524,353165120.0,8.08,100.84,93.01,95.0,96.85,0.75,19.68,11.39,3.6,2024-01-24
10,301566,达利凯普,20.12,0.7,0.14,67727,133941359.88,5.36,20.26,19.19,20.0,19.98,0.93,14.81,60.87,6.53,2024-01-24
11,301578,辰奕智能,56.1,-0.64,-0.36,18334,101871001.14,5.17,56.9,53.98,56.36,56.46,0.9,16.11,31.19,3.02,2024-01-24
12,603004,鼎龙科技,25.0,0.73,0.18,104632,259042369.0,5.92,25.51,24.04,24.66,24.82,0.8,18.13,36.45,3.19,2024-01-24
13,301526,国际复材,5.26,0.77,0.04,801085,416805500.36,3.45,5.3,5.12,5.16,5.22,0.88,14.67,35.5,2.36,2024-01-24
