序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688717,C艾罗,82.3,-3.87,-3.31,43881,370152698.0,5.75,86.9,81.98,85.48,85.61,0.47,23.64,9.7,3.07,2024-01-08
2,301566,达利凯普,25.07,-11.82,-3.36,204678,532874313.83,12.28,28.3,24.81,28.01,28.43,0.75,44.76,75.84,8.13,2024-01-08
3,301578,辰奕智能,71.69,0.91,0.65,43361,316916004.84,4.95,74.88,71.36,74.0,71.04,0.72,38.11,39.86,3.86,2024-01-08
4,603004,鼎龙科技,34.12,-10.0,-3.79,162722,561980168.0,6.59,36.62,34.12,36.6,37.91,0.6,28.2,49.74,4.36,2024-01-08
5,301526,国际复材,5.54,-2.12,-0.12,1484683,835261089.11,5.12,5.78,5.49,5.7,5.66,0.88,27.19,37.39,2.48,2024-01-08
6,601096,宏盛华源,6.05,-1.94,-0.12,3639937,2223531687.0,12.97,6.48,5.68,6.4,6.17,1.9,56.11,136.4,3.85,2024-01-08
7,001358,兴欣新材,44.63,-3.63,-1.68,27172,123806200.71,5.29,47.0,44.55,46.31,46.31,0.54,12.6,22.89,2.61,2024-01-08
8,603373,安邦护卫,43.58,-10.0,-4.84,84781,382913804.0,9.95,48.4,43.58,48.0,48.42,0.7,32.19,46.88,2.8,2024-01-08
9,301413,安培龙,65.4,-2.77,-1.86,21879,146184199.68,5.14,68.78,65.32,67.55,67.26,0.51,13.55,60.91,4.38,2024-01-08
10,603231,索宝蛋白,22.68,-7.77,-1.91,104508,242860302.0,6.99,24.34,22.62,24.25,24.59,1.16,22.28,27.35,2.34,2024-01-08
11,301459,丰茂股份,45.37,-0.07,-0.03,19419,89028399.69,3.5,46.6,45.01,45.5,45.4,0.73,10.24,23.54,3.48,2024-01-08
12,001239,永达股份,21.07,-6.06,-1.36,144253,315274926.31,8.07,22.82,21.01,22.13,22.43,0.66,30.19,61.46,4.24,2024-01-08
