序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688717,N艾罗,87.93,57.98,32.27,128156,1212080157.0,22.71,100.03,87.39,98.0,55.66,,69.05,10.36,3.28,2024-01-03
2,301566,C达利,26.7,-13.06,-4.01,252523,709091210.77,11.07,29.98,26.58,29.88,30.71,0.74,55.23,80.78,8.66,2024-01-03
3,301578,C辰奕,73.03,0.04,0.03,51651,389667731.9,7.78,78.49,72.81,74.22,73.0,0.71,45.39,40.6,3.93,2024-01-03
4,603004,C鼎龙,38.29,3.29,1.22,227999,851679441.0,10.36,38.85,35.01,36.28,37.07,0.64,39.51,55.82,4.89,2024-01-03
5,301526,国际复材,5.02,-4.92,-0.26,1231494,627640713.34,5.87,5.32,5.01,5.3,5.28,0.53,22.55,33.88,2.25,2024-01-03
6,601096,宏盛华源,5.1,-4.49,-0.24,1593325,823961025.0,6.55,5.41,5.06,5.4,5.34,0.64,24.56,114.98,3.24,2024-01-03
7,001358,兴欣新材,45.89,-5.38,-2.61,54723,255556467.82,5.96,48.39,45.5,47.99,48.5,0.9,25.38,23.53,2.69,2024-01-03
8,603373,安邦护卫,46.32,-2.2,-1.04,152015,732876908.0,10.87,51.0,45.85,50.0,47.36,1.34,57.71,49.83,2.98,2024-01-03
9,301413,安培龙,69.42,-5.16,-3.78,45747,324482250.92,7.91,74.3,68.51,72.0,73.2,0.76,28.33,64.66,4.65,2024-01-03
10,603231,索宝蛋白,22.7,-3.73,-0.88,65008,149402934.0,3.69,23.57,22.7,23.4,23.58,0.55,13.86,27.37,2.34,2024-01-03
11,301459,丰茂股份,46.65,0.54,0.25,23987,110344986.51,3.02,46.65,45.25,46.0,46.4,0.68,12.65,24.2,3.58,2024-01-03
12,001239,永达股份,22.05,-8.13,-1.95,227212,506711136.66,8.75,23.7,21.6,23.51,24.0,0.79,47.55,64.32,4.43,2024-01-03
13,301516,中远通,21.3,-2.16,-0.47,152125,325056828.61,6.66,22.22,20.77,21.68,21.77,0.75,24.59,73.79,4.07,2024-01-03
14,688720,艾森股份,55.78,-5.44,-3.21,13964,79102655.0,6.19,59.2,55.55,59.0,58.99,0.98,8.4,198.91,4.91,2024-01-03
15,601083,锦江航运,12.55,-2.41,-0.31,297885,377919058.0,4.12,13.04,12.51,12.79,12.86,0.86,15.82,17.44,2.01,2024-01-03
