序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,603082,C北自,47.7,2.8,1.3,182516,852477270.0,13.15,49.1,43.0,43.0,46.4,0.77,57.4,48.52,5.32,2024-01-31
2,603375,盛景微,44.25,-7.64,-3.66,83244,379004152.0,10.58,48.48,43.41,47.0,47.91,0.69,42.2,27.92,2.94,2024-01-31
3,301577,美信科技,54.67,-11.59,-7.17,57650,330383159.6,8.76,59.8,54.38,59.0,61.84,0.76,51.96,44.84,3.23,2024-01-31
4,001379,腾达科技,20.84,-9.98,-2.31,144103,302286207.09,4.54,21.89,20.84,21.5,23.15,0.69,29.41,41.85,2.96,2024-01-31
5,601033,永兴股份,14.47,-7.36,-1.15,247069,370674258.0,9.48,15.87,14.39,15.4,15.62,0.65,16.98,14.73,1.29,2024-01-31
6,301567,贝隆精密,40.12,3.35,1.3,85211,365604575.84,15.12,45.95,40.08,41.5,38.82,1.19,47.34,50.78,4.07,2024-01-31
7,603312,西典新能,28.13,-6.58,-1.98,62091,180087313.0,9.23,30.48,27.7,29.29,30.11,0.64,18.22,23.78,2.74,2024-01-31
8,001387,雪祺电气,20.87,-5.78,-1.28,86630,185466991.64,6.32,22.17,20.77,21.4,22.15,0.74,25.86,22.14,2.54,2024-01-31
9,603325,博隆技术,59.2,-5.97,-3.76,17275,105344533.0,6.66,63.22,59.03,62.01,62.96,0.65,10.58,16.7,1.84,2024-01-31
10,688717,艾罗能源,79.3,-7.42,-6.36,31228,254221800.0,11.29,86.97,77.3,86.18,85.66,0.98,16.83,9.35,2.95,2024-01-31
