序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,688717,C艾罗,92.41,5.09,4.48,85075,769523120.0,13.08,95.18,83.68,87.0,87.93,0.66,45.84,10.89,3.44,2024-01-04
2,301566,C达利,27.01,1.16,0.31,200424,549559822.29,12.28,28.8,25.52,26.01,26.7,0.64,43.83,81.71,8.76,2024-01-04
3,301578,C辰奕,75.5,3.38,2.47,67618,508272115.63,15.92,80.43,68.8,70.0,73.03,1.01,59.42,41.98,4.06,2024-01-04
4,603004,鼎龙科技,42.12,10.0,3.83,132392,550958509.0,8.93,42.12,38.7,38.7,38.29,0.4,22.94,61.41,5.38,2024-01-04
5,301526,国际复材,5.33,6.18,0.31,1689503,888733036.1,9.56,5.44,4.96,5.0,5.02,0.94,30.94,35.97,2.39,2024-01-04
6,601096,宏盛华源,5.61,10.0,0.51,1963854,1059371963.0,10.39,5.61,5.08,5.15,5.1,0.88,30.27,126.48,3.57,2024-01-04
7,001358,兴欣新材,47.31,3.09,1.42,47578,223090861.1,4.23,47.5,45.56,45.98,45.89,0.79,22.07,24.26,2.77,2024-01-04
8,603373,安邦护卫,48.6,4.92,2.28,139518,674245364.0,13.32,50.95,44.78,45.1,46.32,1.18,52.97,52.28,3.12,2024-01-04
9,301413,安培龙,71.46,2.94,2.04,41803,292582504.51,9.61,72.72,66.05,68.87,69.42,0.8,25.89,66.56,4.79,2024-01-04
10,603231,索宝蛋白,23.7,4.41,1.0,89737,210193485.0,7.36,24.05,22.38,22.4,22.7,0.86,19.13,28.58,2.44,2024-01-04
11,301459,丰茂股份,46.72,0.15,0.07,23784,111000661.54,4.31,47.46,45.45,46.74,46.65,0.71,12.54,24.24,3.58,2024-01-04
12,001239,永达股份,22.53,2.18,0.48,180279,404177259.34,7.35,22.94,21.32,21.8,22.05,0.62,37.73,65.72,4.53,2024-01-04
13,301516,中远通,20.91,-1.83,-0.39,96901,201784621.11,4.74,21.26,20.25,21.0,21.3,0.48,15.66,72.44,4.0,2024-01-04
14,688720,艾森股份,54.18,-2.87,-1.6,9935,54469763.0,3.87,55.82,53.66,53.66,55.78,0.67,5.97,193.2,4.77,2024-01-04
15,601083,锦江航运,12.91,2.87,0.36,415149,534826858.0,4.7,13.01,12.42,12.42,12.55,1.25,22.05,17.95,2.07,2024-01-04
