序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,date
1,001379,N腾达,24.23,42.7,7.25,338908,905508695.71,29.09,28.82,23.88,28.0,16.98,,69.17,48.66,3.44,2024-01-19
2,601033,C永兴,19.31,-13.06,-2.9,621520,1232863220.0,11.03,21.46,19.01,20.29,22.21,0.68,42.72,19.66,1.72,2024-01-19
3,301567,C贝隆,49.3,-13.05,-7.4,92264,483909498.46,10.3,55.14,49.3,53.74,56.7,0.71,51.26,62.4,5.0,2024-01-19
4,603312,西典新能,36.44,-0.19,-0.07,147593,530044657.0,12.11,38.38,33.96,36.4,36.51,0.85,43.3,30.81,3.55,2024-01-19
5,001387,雪祺电气,29.69,10.0,2.7,157053,437791537.96,14.6,29.69,25.75,26.97,26.99,0.89,46.87,31.5,3.61,2024-01-19
6,603325,博隆技术,69.3,-1.13,-0.79,31838,220972806.0,6.06,71.75,67.5,69.94,70.09,0.69,19.49,19.55,2.16,2024-01-19
7,688717,艾罗能源,94.5,-13.22,-14.4,59657,605289872.0,15.77,110.5,93.33,106.22,108.9,1.11,32.14,11.14,3.52,2024-01-19
8,301566,达利凯普,20.93,-2.92,-0.63,77599,165255005.14,5.52,21.97,20.78,21.5,21.56,0.72,16.97,63.32,6.79,2024-01-19
9,301578,辰奕智能,59.99,-2.74,-1.69,24553,148548554.85,4.94,62.17,59.12,61.4,61.68,0.93,21.58,33.35,3.23,2024-01-19
10,603004,鼎龙科技,25.66,-5.28,-1.43,142962,374951433.0,5.94,27.13,25.52,27.12,27.09,0.85,24.78,37.41,3.28,2024-01-19
11,301526,国际复材,5.18,-4.95,-0.27,924073,486772261.39,4.59,5.43,5.18,5.41,5.45,0.7,16.92,34.96,2.32,2024-01-19
12,601096,宏盛华源,6.44,-4.02,-0.27,2979305,2015877899.0,9.24,7.06,6.44,7.0,6.71,1.02,45.93,145.19,4.1,2024-01-19
13,001358,兴欣新材,39.8,-3.49,-1.44,22110,89077876.29,4.53,41.57,39.7,41.2,41.24,0.91,10.26,20.41,2.33,2024-01-19
14,603373,安邦护卫,36.0,-7.72,-3.01,66432,245070609.0,7.28,38.72,35.88,38.72,39.01,1.25,25.22,38.73,2.31,2024-01-19
